"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"TF"	"SoxN_bind"	"SoxN_target"	"D_bind"	"D_target"
1.5721163155513e-30	0.268111225136267	0.513	0.285	2.75010307079389e-26	1	"fred"	FALSE	FALSE	FALSE	TRUE	TRUE
1.26566149589805e-29	0.26969667029824	0.447	0.235	2.21402165477445e-25	1	"CG32982"	FALSE	FALSE	FALSE	TRUE	FALSE
1.1396572729006e-28	0.379098887205225	0.43	0.23	1.99360246748502e-24	1	"CG13739"	FALSE	FALSE	FALSE	FALSE	FALSE
2.95830778249265e-28	0.283694561498777	0.937	0.712	5.17496780391439e-24	1	"chrb"	FALSE	FALSE	FALSE	TRUE	TRUE
5.41044405029318e-28	0.545625832392643	0.268	0.114	9.46448977717786e-24	1	"CG6006"	FALSE	TRUE	FALSE	FALSE	FALSE
1.12998218016039e-27	0.368383742802854	0.525	0.32	1.97667782775457e-23	1	"Ddc"	FALSE	FALSE	FALSE	FALSE	FALSE
2.91876374683014e-27	0.291993890800263	0.325	0.155	5.10579342232997e-23	1	"CG31323"	FALSE	TRUE	FALSE	FALSE	FALSE
8.36331903942491e-27	0.430465368317284	0.352	0.177	1.4629953995666e-22	1	"Kr"	TRUE	TRUE	TRUE	FALSE	FALSE
1.6959911765156e-26	0.352202147468874	0.315	0.15	2.96679736507873e-22	1	"CG43902"	FALSE	FALSE	FALSE	TRUE	FALSE
2.18311546169842e-26	0.299206265300476	0.255	0.106	3.81892387714905e-22	1	"CG12541"	FALSE	FALSE	FALSE	TRUE	FALSE
4.08246706580013e-25	0.379357629508847	0.336	0.166	7.14145963820417e-21	1	"CG33639"	FALSE	FALSE	FALSE	TRUE	FALSE
1.86399133530104e-24	0.273410795452499	0.442	0.265	3.26068004284212e-20	1	"noc"	TRUE	TRUE	FALSE	TRUE	TRUE
4.59763682344811e-24	0.25492921456962	0.693	0.455	8.04264609525779e-20	1	"Toll-6"	FALSE	TRUE	FALSE	TRUE	TRUE
8.29294890712418e-24	0.321750844242696	0.36	0.199	1.45068555232323e-19	1	"sca"	FALSE	TRUE	FALSE	TRUE	TRUE
1.16816670119629e-23	0.358201691227682	0.381	0.219	2.04347401040267e-19	1	"AANAT1"	FALSE	FALSE	FALSE	FALSE	FALSE
2.60879314686912e-23	0.396627599111827	0.418	0.241	4.56356185181816e-19	1	"beat-IIIc"	FALSE	TRUE	FALSE	TRUE	TRUE
3.08190631447444e-23	0.306201724558814	0.388	0.21	5.39117871591013e-19	1	"CG2082"	FALSE	TRUE	FALSE	FALSE	FALSE
9.37143590200829e-22	0.269085386011796	0.274	0.132	1.63934528233831e-17	1	"CG31475"	FALSE	FALSE	FALSE	FALSE	FALSE
3.50698848262743e-21	0.340788370025685	0.507	0.334	6.13477495266017e-17	1	"Pvf3"	FALSE	TRUE	FALSE	TRUE	FALSE
1.41761450852612e-20	0.455432779471205	0.441	0.277	2.47983305976474e-16	1	"spab"	TRUE	FALSE	FALSE	FALSE	FALSE
9.14839713566581e-19	0.286807960408017	0.297	0.158	1.60032911094202e-14	1	"CG34155"	FALSE	FALSE	FALSE	FALSE	FALSE
2.15759208883041e-18	0.680218451865442	0.285	0.151	3.77427584099103e-14	1	"AstA"	FALSE	FALSE	FALSE	FALSE	FALSE
4.43480452778035e-16	0.342137985161747	0.306	0.177	7.75780356044616e-12	1	"CG43689"	FALSE	FALSE	FALSE	TRUE	FALSE
3.276808545976e-14	0.662486661615348	0.715	0.543	5.73212118947582e-10	1	"VGlut"	FALSE	FALSE	FALSE	FALSE	FALSE
8.93730042746034e-14	0.282973176971877	0.385	0.255	1.56340196377564e-09	1	"CG8861"	FALSE	FALSE	FALSE	FALSE	FALSE
1.75170130052174e-13	0.367176945212264	0.415	0.294	3.06425108500268e-09	1	"Lim1"	TRUE	TRUE	FALSE	TRUE	TRUE
8.81999388505288e-10	0.402706845889997	0.487	0.383	1.5428815303123e-05	1	"CG9650"	TRUE	TRUE	TRUE	TRUE	TRUE
1.62559052867826e-09	0.327826724885079	0.399	0.303	2.84364551181689e-05	1	"toy"	TRUE	FALSE	TRUE	TRUE	TRUE
2.62548087489854e-09	0.471623687578581	0.439	0.317	4.59275369446001e-05	1	"ITP"	FALSE	FALSE	FALSE	FALSE	FALSE
6.74738738977635e-08	0.257403233433406	0.78	0.724	0.00118032047609358	1	"CG14989"	FALSE	FALSE	FALSE	FALSE	FALSE
2.27945355329821e-07	0.37029816742282	0.415	0.317	0.00398744810078456	1	"Crz"	FALSE	FALSE	FALSE	FALSE	FALSE
1.25370243586062e-06	0.302461486723899	0.274	0.36	0.0219310167105099	1	"SIFa"	FALSE	FALSE	FALSE	FALSE	FALSE
1.37969894366603e-06	0.510111274753923	0.45	0.369	0.0241350736215499	1	"Dh31"	FALSE	FALSE	FALSE	FALSE	FALSE
1.77399025423235e-05	0.535581509756557	0.574	0.522	0.310324115172865	1	"zld"	FALSE	FALSE	FALSE	FALSE	FALSE
2.79254986467879e-05	1.36378224800895	0.267	0.207	0.48850074782826	1	"Pdf"	FALSE	FALSE	FALSE	FALSE	FALSE
5.15052208502245e-05	0.484631177922039	0.354	0.295	0.900980828332977	1	"Gad1"	FALSE	FALSE	FALSE	FALSE	FALSE
0.000214998859832116	0.261317754644886	0.271	0.21	1	1	"sNPF"	FALSE	FALSE	FALSE	FALSE	FALSE
1.22417848632262e-157	0.721541925589517	0.986	0.405	2.14145542612415e-153	2	"CG42392"	FALSE	FALSE	FALSE	FALSE	FALSE
5.23692428324672e-140	0.774902696733373	0.996	0.652	9.16095164868348e-136	2	"futsch"	FALSE	TRUE	FALSE	TRUE	FALSE
7.45444277641673e-140	0.500354745087483	0.841	0.27	1.30400567487858e-135	2	"Gbs-76A"	FALSE	TRUE	FALSE	FALSE	FALSE
1.86857181798065e-137	0.776226003786737	1	0.673	3.26869268119355e-133	2	"CG6329"	FALSE	FALSE	FALSE	FALSE	FALSE
8.43575288665969e-134	0.814713417487715	0.996	0.673	1.47566625246338e-129	2	"Hex-A"	FALSE	TRUE	TRUE	TRUE	FALSE
1.52209694580471e-133	0.621650621493839	0.953	0.384	2.66260418729618e-129	2	"Syt7"	FALSE	FALSE	FALSE	FALSE	FALSE
7.17413095668021e-129	0.639246842865028	0.963	0.421	1.25497072825207e-124	2	"sif"	FALSE	FALSE	FALSE	FALSE	FALSE
2.22487044565157e-128	0.627458858111501	0.994	0.536	3.89196587057828e-124	2	"CG40178"	FALSE	TRUE	FALSE	FALSE	FALSE
7.97223040213749e-128	0.408951308893416	0.8	0.247	1.39458226424591e-123	2	"tipE"	FALSE	FALSE	FALSE	TRUE	FALSE
7.36296017548638e-125	0.712186483055793	1	0.668	1.28800262349783e-120	2	"CaMKII"	FALSE	FALSE	FALSE	TRUE	FALSE
8.71992368507769e-125	0.490096732935066	0.944	0.387	1.52537625023064e-120	2	"CG11360"	FALSE	FALSE	FALSE	TRUE	FALSE
2.4781402483232e-124	0.782605474239828	0.806	0.3	4.33501073639178e-120	2	"Dop2R"	FALSE	FALSE	FALSE	FALSE	FALSE
3.43010075851154e-123	0.704171053362152	1	0.668	6.00027525686424e-119	2	"Galphao"	FALSE	FALSE	FALSE	TRUE	FALSE
1.72927758306025e-121	0.457343061564345	1	0.925	3.0250252760473e-117	2	"Fkbp12"	FALSE	FALSE	FALSE	FALSE	FALSE
3.8651895116846e-120	0.294602798062106	0.555	0.131	6.76137601278987e-116	2	"pigs"	FALSE	TRUE	FALSE	TRUE	TRUE
4.14231502839754e-120	0.420835793071243	0.852	0.295	7.24615167917581e-116	2	"mAChR-A"	FALSE	FALSE	FALSE	FALSE	FALSE
8.05506824190952e-119	0.436588792857794	0.786	0.267	1.40907308755723e-114	2	"Snap24"	FALSE	FALSE	FALSE	TRUE	FALSE
4.70671970418896e-118	0.721465797465245	1	0.873	8.23346477853774e-114	2	"nrv3"	FALSE	FALSE	FALSE	FALSE	FALSE
2.28768709395065e-117	0.57509320173274	1	0.796	4.00185103344787e-113	2	"Cyt-c-p"	FALSE	TRUE	FALSE	FALSE	FALSE
1.21229544637364e-116	0.662150300406091	0.983	0.553	2.1206684243414e-112	2	"CG43222"	FALSE	FALSE	FALSE	FALSE	FALSE
6.78909808298613e-116	0.427700532978538	0.852	0.314	1.18761692765676e-111	2	"Hr4"	TRUE	TRUE	TRUE	TRUE	FALSE
7.48910095370575e-113	0.648748567665004	1	0.725	1.31006842983175e-108	2	"nSyb"	FALSE	FALSE	FALSE	FALSE	FALSE
2.0899825831626e-112	0.407642746322817	0.854	0.309	3.65600653272634e-108	2	"Plc21C"	FALSE	TRUE	FALSE	FALSE	FALSE
6.13708080448214e-111	0.304020115264962	0.394	0.07	1.07355954512806e-106	2	"Hsp67Ba"	FALSE	FALSE	FALSE	FALSE	FALSE
1.43856526124157e-110	0.445863968701789	0.924	0.386	2.51648221148988e-106	2	"anne"	FALSE	FALSE	FALSE	FALSE	FALSE
1.4545754899635e-110	0.480048368300507	0.773	0.269	2.54448890459314e-106	2	"kek2"	FALSE	FALSE	FALSE	FALSE	FALSE
5.45050966648711e-110	0.514292030147077	0.971	0.414	9.53457655958589e-106	2	"eEF1alpha2"	FALSE	FALSE	FALSE	FALSE	FALSE
1.76467560874471e-107	0.474912616815782	1	0.901	3.08694704237712e-103	2	"cype"	FALSE	FALSE	FALSE	FALSE	FALSE
1.85853015924471e-107	0.608573629780072	1	0.788	3.25112680756677e-103	2	"CG30172"	FALSE	FALSE	FALSE	FALSE	FALSE
4.05035306426121e-107	0.571250933243331	0.994	0.554	7.08528261531213e-103	2	"Cals"	FALSE	TRUE	FALSE	FALSE	FALSE
8.00536411777726e-107	0.480733581858375	1	0.884	1.40037834512278e-102	2	"Vha16-1"	FALSE	FALSE	FALSE	TRUE	FALSE
3.32186979629304e-106	0.340794195950701	0.746	0.256	5.81094683465542e-102	2	"CG13784"	FALSE	FALSE	FALSE	TRUE	TRUE
6.60998492697563e-104	0.315178134934385	0.711	0.23	1.15628466327585e-99	2	"Dap160"	FALSE	FALSE	FALSE	TRUE	TRUE
1.0609647186169e-103	0.517952398197356	1	0.838	1.85594558227654e-99	2	"CG7630"	FALSE	FALSE	FALSE	TRUE	FALSE
3.36177130235115e-103	0.40752508178125	0.404	0.08	5.88074653920287e-99	2	"lncRNA:CR45333"	FALSE	FALSE	FALSE	FALSE	FALSE
1.12558531535857e-102	0.361013632728171	0.598	0.187	1.96898639215674e-98	2	"mRpS5"	FALSE	FALSE	FALSE	FALSE	FALSE
2.19929832126944e-102	0.516732238817909	0.963	0.437	3.84723255339663e-98	2	"dpr21"	FALSE	FALSE	FALSE	FALSE	FALSE
4.14639298383548e-101	0.406267492265633	0.917	0.379	7.25328524662341e-97	2	"Cadps"	FALSE	FALSE	FALSE	FALSE	FALSE
4.95613189419726e-100	0.472022815976024	0.963	0.433	8.66976152251926e-96	2	"bol"	FALSE	TRUE	FALSE	TRUE	FALSE
1.16300519615687e-99	0.436379881702681	0.715	0.251	2.03444498963722e-95	2	"CG2680"	FALSE	FALSE	FALSE	TRUE	FALSE
1.24421847339164e-99	0.353702560421795	0.728	0.262	2.17651137550399e-95	2	"ttv"	FALSE	FALSE	FALSE	TRUE	FALSE
1.57081092242435e-99	0.398586334790914	0.647	0.196	2.74781954659692e-95	2	"Hs3st-A"	FALSE	FALSE	FALSE	FALSE	FALSE
2.36730528604958e-99	0.489090761842024	1	0.815	4.14112713688653e-95	2	"COX5B"	FALSE	FALSE	FALSE	FALSE	FALSE
8.28620603209773e-99	0.485157886412723	0.961	0.433	1.44950602119486e-94	2	"RhoGAP100F"	FALSE	FALSE	FALSE	TRUE	TRUE
1.17345786872159e-98	0.509749060887975	1	0.806	2.05272984975467e-94	2	"COX8"	FALSE	FALSE	FALSE	FALSE	FALSE
1.414853103886e-98	0.574182404385278	0.981	0.496	2.47500253462778e-94	2	"Snap25"	FALSE	TRUE	FALSE	FALSE	FALSE
6.25228629390854e-98	0.466625044224702	1	0.844	1.09371244139342e-93	2	"RNASEK"	FALSE	FALSE	FALSE	FALSE	FALSE
2.56988892991172e-97	0.495976998182059	0.979	0.484	4.49550670509456e-93	2	"qvr"	FALSE	TRUE	FALSE	FALSE	FALSE
1.55459172021413e-95	0.502554273881029	0.984	0.509	2.71944729617058e-91	2	"CG14312"	FALSE	FALSE	FALSE	FALSE	FALSE
1.56731649591551e-95	0.310729007455318	0.86	0.326	2.74170674630499e-91	2	"CG16711"	FALSE	FALSE	FALSE	FALSE	FALSE
5.7637335477574e-95	0.360246682973782	0.806	0.324	1.0082499095092e-90	2	"PlexA"	FALSE	FALSE	FALSE	FALSE	FALSE
2.17414267802854e-94	0.346590947375759	0.711	0.24	3.80322778667533e-90	2	"CG42817"	FALSE	FALSE	FALSE	TRUE	TRUE
3.05036654673575e-94	0.555055987320632	0.994	0.584	5.33600620020485e-90	2	"GstZ2"	FALSE	TRUE	FALSE	FALSE	FALSE
6.54932997216018e-94	0.292574691168147	0.705	0.227	1.14567429202998e-89	2	"Teh1"	FALSE	FALSE	FALSE	FALSE	FALSE
6.7380025954088e-94	0.340342323426998	0.806	0.318	1.17867879401486e-89	2	"Thd1"	FALSE	TRUE	FALSE	TRUE	FALSE
8.97507897806811e-94	0.391304437377083	0.717	0.253	1.57001056563345e-89	2	"Corin"	FALSE	FALSE	FALSE	FALSE	FALSE
9.8580542495405e-94	0.495185586288283	1	0.814	1.72446942987212e-89	2	"COX7C"	FALSE	FALSE	FALSE	FALSE	FALSE
1.35949963188096e-93	0.282009045119939	0.732	0.257	2.37817270604937e-89	2	"Khc-73"	FALSE	FALSE	FALSE	TRUE	FALSE
3.38484374781036e-93	0.271074915106848	0.621	0.188	5.92110716804466e-89	2	"CG43778"	FALSE	FALSE	FALSE	FALSE	FALSE
1.0701610724672e-92	0.323481704656293	0.841	0.335	1.87203276406687e-88	2	"CG9391"	FALSE	FALSE	FALSE	FALSE	FALSE
1.88421129014895e-92	0.319779884921485	0.887	0.378	3.29605080985755e-88	2	"Abl"	FALSE	TRUE	FALSE	TRUE	FALSE
7.61122501816242e-92	0.587862956040357	1	0.862	1.33143159242715e-87	2	"fax"	FALSE	TRUE	FALSE	TRUE	FALSE
1.33541713419899e-91	0.453041937572884	1	0.865	2.3360451928543e-87	2	"porin"	FALSE	FALSE	FALSE	FALSE	FALSE
1.54897455532574e-91	0.496514444807996	0.99	0.49	2.70962118963132e-87	2	"CG17816"	FALSE	FALSE	FALSE	FALSE	FALSE
1.40228768572389e-90	0.275408157934334	0.532	0.161	2.4530218486368e-86	2	"Ptp69D"	FALSE	FALSE	FALSE	TRUE	FALSE
1.86490703105596e-90	0.443863081510668	0.961	0.478	3.26228186942619e-86	2	"CG44242"	FALSE	FALSE	FALSE	FALSE	FALSE
8.93172236240748e-90	0.326949027241993	0.845	0.321	1.56242619285594e-85	2	"orb2"	FALSE	FALSE	FALSE	TRUE	FALSE
3.32574505036301e-89	0.304668540489566	0.814	0.322	5.81772581660001e-85	2	"PPP4R2r"	FALSE	FALSE	FALSE	FALSE	FALSE
6.24430167479464e-89	0.518642818092915	1	0.728	1.09231569197183e-84	2	"mei-P26"	FALSE	FALSE	FALSE	FALSE	FALSE
8.4938865588759e-89	0.386394503357917	0.472	0.121	1.48583557574416e-84	2	"lncRNA:CR45332"	FALSE	FALSE	FALSE	FALSE	FALSE
1.14336824319003e-88	0.280342437331877	0.567	0.165	2.00009406781231e-84	2	"Eip78C"	TRUE	TRUE	TRUE	FALSE	FALSE
1.99925631794447e-88	0.453334033476353	1	0.829	3.49729907698026e-84	2	"levy"	FALSE	FALSE	FALSE	FALSE	FALSE
3.43169633635376e-88	0.312523458535274	0.81	0.313	6.00306640118363e-84	2	"gprs"	FALSE	FALSE	FALSE	TRUE	FALSE
3.70483647078814e-88	0.277058443882583	0.536	0.149	6.48087043834969e-84	2	"Frq2"	FALSE	FALSE	FALSE	TRUE	TRUE
1.01519912855474e-87	0.481526294191626	0.616	0.205	1.7758878355808e-83	2	"eys"	FALSE	FALSE	FALSE	TRUE	TRUE
1.34990522243438e-87	0.430637252741372	1	0.852	2.36138920560446e-83	2	"COX6B"	FALSE	FALSE	FALSE	FALSE	FALSE
2.39216442710375e-87	0.56041939726969	0.996	0.604	4.1846132323326e-83	2	"Dhit"	FALSE	FALSE	FALSE	FALSE	FALSE
4.15991794658294e-87	0.461973580054704	1	0.793	7.27694446395754e-83	2	"ATPsynD"	FALSE	FALSE	FALSE	FALSE	FALSE
6.49782613095536e-87	0.282623606677051	0.788	0.309	1.13666472508802e-82	2	"CG33977"	FALSE	FALSE	FALSE	FALSE	FALSE
1.42303677844928e-86	0.404867867668406	0.92	0.425	2.48931823654132e-82	2	"ND-B14.7"	FALSE	FALSE	FALSE	FALSE	FALSE
1.66391259263121e-86	0.426215610555549	0.953	0.424	2.91068229828978e-82	2	"CG5890"	FALSE	FALSE	FALSE	FALSE	FALSE
1.97338990471466e-86	0.255858353432641	0.579	0.187	3.45205096031736e-82	2	"CG2316"	FALSE	FALSE	FALSE	TRUE	TRUE
4.50686272879798e-86	0.576097002740284	0.981	0.534	7.88385497148631e-82	2	"CG17124"	FALSE	TRUE	TRUE	FALSE	FALSE
2.58269916510209e-85	0.537113564045097	0.998	0.859	4.51791564951308e-81	2	"Pglym78"	FALSE	FALSE	FALSE	FALSE	FALSE
3.75392252003381e-85	0.295872961328652	0.796	0.296	6.56673666429515e-81	2	"CG7990"	FALSE	FALSE	FALSE	FALSE	FALSE
5.22403176232568e-85	0.548117450310934	0.996	0.651	9.13839876183632e-81	2	"ox"	FALSE	FALSE	FALSE	FALSE	FALSE
5.33218712154666e-85	0.286845189116094	0.825	0.308	9.32759493172157e-81	2	"CG1695"	FALSE	FALSE	FALSE	TRUE	FALSE
1.41464457292728e-84	0.648041802356439	0.903	0.452	2.47463775142169e-80	2	"Frq1"	FALSE	FALSE	FALSE	FALSE	FALSE
3.64171312382901e-84	0.264105243367629	0.513	0.145	6.37044876751408e-80	2	"CG13743"	FALSE	FALSE	FALSE	FALSE	FALSE
5.2297622740921e-84	0.720525708117664	0.998	0.73	9.14842314606931e-80	2	"cpx"	FALSE	TRUE	TRUE	TRUE	FALSE
7.53814679780787e-84	0.511167765947401	0.979	0.517	1.31864801934053e-79	2	"CG11000"	FALSE	FALSE	FALSE	FALSE	FALSE
1.00082340903533e-83	0.264954390447838	0.551	0.18	1.75074038942551e-79	2	"CG30428"	FALSE	FALSE	FALSE	TRUE	FALSE
1.53352142094409e-83	0.405400334533498	0.95	0.463	2.6825890216575e-79	2	"ND-13B"	FALSE	FALSE	FALSE	FALSE	FALSE
1.10327061484507e-82	0.461480209437664	0.99	0.516	1.92995128654848e-78	2	"Tsp42Ej"	FALSE	FALSE	FALSE	FALSE	FALSE
1.36233556398047e-82	0.468514408721991	1	0.715	2.38313360207104e-78	2	"sun"	FALSE	FALSE	FALSE	FALSE	FALSE
2.50681643743645e-82	0.390483023254153	0.961	0.481	4.38517399400758e-78	2	"CG13917"	FALSE	TRUE	FALSE	FALSE	FALSE
2.57245087226178e-82	0.468948599574823	0.994	0.548	4.49998831084753e-78	2	"CadN"	FALSE	TRUE	FALSE	TRUE	TRUE
3.74281200574063e-82	0.27572719537673	0.79	0.314	6.54730104164208e-78	2	"CG13220"	FALSE	FALSE	FALSE	FALSE	FALSE
4.4723863513486e-82	0.38306838992037	0.936	0.446	7.8235454444141e-78	2	"mtd"	FALSE	TRUE	FALSE	TRUE	FALSE
7.11021967921361e-82	0.387994675152162	0.652	0.237	1.24379072848484e-77	2	"CG30463"	FALSE	TRUE	FALSE	TRUE	FALSE
2.66395528955543e-81	0.440997627612106	1	0.789	4.66005698801932e-77	2	"COX4"	FALSE	FALSE	FALSE	FALSE	FALSE
2.88206047123861e-81	0.329532911685626	0.905	0.413	5.0415883823377e-77	2	"CG9065"	FALSE	FALSE	FALSE	TRUE	FALSE
5.41836382468671e-81	0.423816691861421	0.963	0.498	9.47834383852446e-77	2	"CG8498"	FALSE	FALSE	FALSE	FALSE	FALSE
7.14207893015919e-81	0.368486644236226	0.938	0.44	1.24936386725275e-76	2	"Nca"	FALSE	FALSE	FALSE	TRUE	FALSE
7.43115477816577e-81	0.468909989525989	0.967	0.486	1.29993190534454e-76	2	"GluClalpha"	FALSE	FALSE	FALSE	FALSE	FALSE
1.09190951784401e-80	0.488939487501999	1	0.642	1.91007731956453e-76	2	"VhaM9.7-a"	FALSE	FALSE	FALSE	FALSE	FALSE
1.19987727315175e-80	0.457151030495082	1	0.764	2.09894531392435e-76	2	"Neb-cGP"	FALSE	FALSE	FALSE	FALSE	FALSE
3.25803423065971e-80	0.455868189595486	0.946	0.453	5.69927927969303e-76	2	"nAChRalpha1"	FALSE	FALSE	FALSE	FALSE	FALSE
3.36903821738852e-80	0.63331834676938	0.608	0.225	5.89345855367774e-76	2	"beat-Ib"	FALSE	FALSE	FALSE	TRUE	FALSE
3.377845443889e-80	0.349640150515233	1	0.947	5.90886503499503e-76	2	"Cyp1"	FALSE	FALSE	FALSE	TRUE	FALSE
4.36088607624226e-80	0.382203970313896	0.969	0.44	7.62849801317058e-76	2	"Nckx30C"	FALSE	FALSE	FALSE	TRUE	TRUE
4.37289077753448e-80	0.527524857290272	1	0.622	7.64949783714106e-76	2	"Syt1"	FALSE	FALSE	FALSE	FALSE	FALSE
5.14089773939692e-80	0.271156024273951	0.893	0.367	8.99297241552703e-76	2	"Hk"	FALSE	FALSE	FALSE	FALSE	FALSE
8.34849995716862e-80	0.307004110878821	0.746	0.29	1.46040309750751e-75	2	"sn"	FALSE	TRUE	FALSE	TRUE	FALSE
4.96200637215663e-79	0.266078156428857	0.885	0.358	8.6800377468136e-75	2	"gce"	TRUE	FALSE	FALSE	TRUE	FALSE
3.08848899874358e-78	0.581047848419287	0.998	0.668	5.40269380550214e-74	2	"fz2"	FALSE	TRUE	FALSE	TRUE	TRUE
1.37258367811949e-77	0.445641265201965	0.988	0.575	2.40106062813443e-73	2	"ND-B14"	FALSE	FALSE	FALSE	FALSE	FALSE
1.41711912514011e-77	0.342498729022498	0.942	0.458	2.47896648560759e-73	2	"Spn"	FALSE	TRUE	FALSE	TRUE	FALSE
2.3579969123882e-77	0.421114147305957	0.975	0.519	4.12484399884067e-73	2	"CG9034"	FALSE	FALSE	FALSE	FALSE	FALSE
2.55858338580194e-77	0.445902246398299	0.975	0.535	4.47572991678333e-73	2	"ND-B14.5B"	FALSE	FALSE	FALSE	FALSE	FALSE
3.79072373455695e-77	0.319605874475544	0.858	0.375	6.63111302886048e-73	2	"CG42361"	FALSE	FALSE	FALSE	FALSE	FALSE
8.01955847959053e-77	0.3774392505251	0.942	0.489	1.40286136483477e-72	2	"Dyrk3"	FALSE	FALSE	FALSE	TRUE	FALSE
8.21437513233828e-77	0.553876367424043	1	0.83	1.43694064189994e-72	2	"fne"	FALSE	FALSE	FALSE	TRUE	TRUE
1.03989800080268e-76	0.437879214573557	0.963	0.535	1.81909357280413e-72	2	"ND-B17.2"	FALSE	FALSE	FALSE	FALSE	FALSE
1.10106607699389e-76	0.283036212121681	0.59	0.197	1.92609488848541e-72	2	"CG33144"	FALSE	TRUE	FALSE	FALSE	FALSE
1.22030137044659e-76	0.445079922871883	0.998	0.633	2.13467318732222e-72	2	"AP-2sigma"	FALSE	FALSE	FALSE	TRUE	TRUE
1.64211689349665e-76	0.420566610273452	1	0.755	2.87255508179368e-72	2	"UQCR-14"	FALSE	FALSE	FALSE	FALSE	FALSE
3.01359263433598e-76	0.414880760242952	0.963	0.508	5.27167759524392e-72	2	"ND-18"	FALSE	FALSE	FALSE	FALSE	FALSE
3.39769375680606e-76	0.321324540946625	0.918	0.421	5.94358568878084e-72	2	"ND-13A"	FALSE	FALSE	FALSE	FALSE	FALSE
5.12883377183403e-76	0.491645244048237	1	0.83	8.97186891706926e-72	2	"Tpi"	FALSE	TRUE	FALSE	FALSE	FALSE
5.75717180934989e-76	0.494196896934241	1	0.846	1.00710206460958e-71	2	"Sap47"	FALSE	TRUE	FALSE	FALSE	FALSE
9.58471865454494e-76	0.348065053696883	0.691	0.279	1.67665483423955e-71	2	"prim"	FALSE	FALSE	FALSE	FALSE	FALSE
1.24270804994107e-75	0.447579742098675	0.99	0.564	2.17386919176191e-71	2	"Ih"	FALSE	TRUE	FALSE	TRUE	FALSE
1.32265882946857e-75	0.271523718375953	0.546	0.173	2.31372709038937e-71	2	"CG3009"	FALSE	TRUE	TRUE	FALSE	FALSE
1.50045306502817e-75	0.270627489317969	0.858	0.364	2.62474254665377e-71	2	"mRpS33"	FALSE	TRUE	FALSE	TRUE	FALSE
2.10665006032636e-75	0.412652642741036	0.998	0.774	3.6851629505289e-71	2	"ATPsynCF6"	FALSE	FALSE	FALSE	FALSE	FALSE
2.86356644935023e-75	0.380172984788653	0.95	0.454	5.00923678984836e-71	2	"brp"	FALSE	FALSE	FALSE	TRUE	FALSE
2.8669453121012e-75	0.290767418813274	0.872	0.392	5.01514743445863e-71	2	"NaCP60E"	FALSE	FALSE	FALSE	FALSE	FALSE
3.23002539120461e-75	1.13905757421763	0.485	0.152	5.65028341683422e-71	2	"Dsk"	FALSE	FALSE	FALSE	FALSE	FALSE
3.56886811021838e-75	0.521734053807886	0.93	0.492	6.24302098520502e-71	2	"CG43729"	FALSE	FALSE	FALSE	TRUE	FALSE
1.23774766150762e-74	0.277017664675481	0.864	0.389	2.16519198427528e-70	2	"CG14483"	FALSE	FALSE	FALSE	FALSE	FALSE
1.2736713850161e-74	0.257196902887843	0.649	0.247	2.22803335380866e-70	2	"Sfxn2"	FALSE	FALSE	FALSE	FALSE	FALSE
1.29970934234091e-74	0.365221407231526	0.95	0.493	2.27358155255696e-70	2	"Lar"	FALSE	TRUE	FALSE	TRUE	FALSE
1.79658508033912e-74	0.343551116887954	0.92	0.439	3.14276628103721e-70	2	"CG11752"	FALSE	FALSE	FALSE	FALSE	FALSE
1.86404264454372e-74	0.479509383120723	1	0.713	3.26076979810033e-70	2	"CG7646"	FALSE	FALSE	FALSE	FALSE	FALSE
5.0975121856626e-74	0.404666131122639	0.713	0.287	8.91707806637959e-70	2	"CG30116"	FALSE	FALSE	FALSE	FALSE	FALSE
1.46108715702454e-73	0.516257764893494	0.856	0.428	2.55587976378302e-69	2	"CG17716"	FALSE	FALSE	FALSE	FALSE	FALSE
2.43162656263758e-73	0.464701157406724	1	0.725	4.25364434602191e-69	2	"7B2"	FALSE	FALSE	FALSE	FALSE	FALSE
2.43705823933032e-73	0.393317105287706	0.532	0.175	4.26314597806054e-69	2	"Shawl"	FALSE	FALSE	FALSE	FALSE	FALSE
2.77503738906082e-73	0.484609959147496	1	0.958	4.8543729046841e-69	2	"Ald"	FALSE	TRUE	FALSE	FALSE	FALSE
4.57183666575828e-73	0.417420059877627	1	0.821	7.99751387941096e-69	2	"UQCR-Q"	FALSE	FALSE	FALSE	FALSE	FALSE
5.2129541515781e-73	0.272402001514783	0.889	0.377	9.11902069735556e-69	2	"CG8245"	FALSE	FALSE	FALSE	TRUE	TRUE
5.21612601861947e-73	0.4007887504169	0.887	0.425	9.12456924437103e-69	2	"CG42750"	FALSE	FALSE	FALSE	FALSE	FALSE
9.06647124224904e-73	0.353809388861547	0.948	0.466	1.58599781440662e-68	2	"ND-19"	FALSE	FALSE	FALSE	FALSE	FALSE
9.4170381225698e-73	0.47303860147968	0.988	0.563	1.64732247878114e-68	2	"CASK"	FALSE	TRUE	FALSE	TRUE	FALSE
2.3599055280651e-72	0.334425088595947	0.563	0.19	4.12818274024427e-68	2	"Calx"	FALSE	TRUE	FALSE	FALSE	FALSE
3.75710777982733e-72	0.313847749912208	0.742	0.288	6.57230863925194e-68	2	"Nlg4"	FALSE	FALSE	FALSE	FALSE	FALSE
