"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"tau"	0	0.407235627375564	0.356	0.07	0	"3"	"tau"
"CRMP"	0	0.407233898892135	0.276	0.048	0	"3"	"CRMP"
"lwr"	0	0.406605625271238	0.412	0.07	0	"3"	"lwr"
"CG313241"	0	0.406409055517084	0.401	0.104	0	"3"	"CG31324"
"nmo1"	0	0.405887604151415	0.739	0.228	0	"3"	"nmo"
"Frq11"	0	0.40588121596928	0.824	0.272	0	"3"	"Frq1"
"cg1"	0	0.404015104813902	0.458	0.119	0	"3"	"cg"
"scaf6"	0	0.402809055658279	0.31	0.079	0	"3"	"scaf6"
"Hs3st-A1"	0	0.402144400144646	0.448	0.128	0	"3"	"Hs3st-A"
"Syn1"	0	0.402049497323011	0.251	0.036	0	"3"	"Syn1"
"Reph1"	0	0.40197304957314	0.406	0.09	0	"3"	"Reph"
"RpL131"	0	0.40151705202577	0.817	0.211	0	"3"	"RpL13"
"nej"	0	0.400928056312168	0.277	0.059	0	"3"	"nej"
"gish1"	0	0.400433980491847	0.669	0.203	0	"3"	"gish"
"CG2017"	0	0.399699172010142	0.312	0.051	0	"3"	"CG2017"
"sgg1"	0	0.399230714122608	0.583	0.158	0	"3"	"sgg"
"CG2258"	0	0.398985475012895	0.351	0.068	0	"3"	"CG2258"
"fend1"	0	0.39807449930984	0.472	0.124	0	"3"	"fend"
"chrb1"	0	0.396907816035925	0.696	0.21	0	"3"	"chrb"
"Rbfox11"	0	0.396848372223743	0.854	0.298	0	"3"	"Rbfox1"
"CG427401"	0	0.396690476067219	0.423	0.099	0	"3"	"CG42740"
"Unr1"	0	0.395054749933066	0.925	0.355	0	"3"	"Unr"
"HnRNP-K"	0	0.393543161500626	0.365	0.066	0	"3"	"HnRNP-K"
"dpr91"	0	0.391832273199629	0.425	0.123	0	"3"	"dpr9"
"Rcd-1"	0	0.391462885059084	0.263	0.036	0	"3"	"Rcd-1"
"Pomp"	0	0.390502152118657	0.447	0.068	0	"3"	"Pomp"
"Sema1a1"	0	0.390501034370784	0.595	0.179	0	"3"	"Sema1a"
"Ggamma11"	0	0.389571441943367	0.883	0.348	0	"3"	"Ggamma1"
"ND-B18"	0	0.389291416744464	0.538	0.115	0	"3"	"ND-B18"
"CG344011"	0	0.389151572035736	0.478	0.129	0	"3"	"CG34401"
"Gfrl1"	0	0.388882659292358	0.345	0.09	0	"3"	"Gfrl"
"CG43736"	0	0.387772241539489	0.346	0.077	0	"3"	"CG43736"
"CG320001"	0	0.386521995598097	0.599	0.164	0	"3"	"CG32000"
"jef"	0	0.385338135339899	0.485	0.111	0	"3"	"jef"
"klg1"	0	0.384930702446622	0.664	0.239	0	"3"	"klg"
"CG427501"	0	0.383665434361443	0.516	0.165	0	"3"	"CG42750"
"Scamp"	0	0.383211604912849	0.283	0.044	0	"3"	"Scamp"
"CG45871"	0	0.382961703020126	0.459	0.127	0	"3"	"CG4587"
"Pcf111"	0	0.382683566757525	0.471	0.128	0	"3"	"Pcf11"
"RpL4"	0	0.382277753967963	0.603	0.114	0	"3"	"RpL4"
"CG137391"	0	0.382093847578078	0.409	0.115	0	"3"	"CG13739"
"CG11802"	0	0.380614340132705	0.251	0.029	0	"3"	"CG11802"
"Tlk1"	0	0.380527047170199	0.57	0.168	0	"3"	"Tlk"
"Antp1"	0	0.380358721371691	0.514	0.184	0	"3"	"Antp"
"Pvf31"	0	0.379934511143764	0.53	0.174	0	"3"	"Pvf3"
"RSG71"	0	0.379851531103184	0.49	0.133	0	"3"	"RSG7"
"RhoGAPp1901"	0	0.379251195357014	0.374	0.093	0	"3"	"RhoGAPp190"
"Uhg5"	0	0.377676151272049	0.453	0.105	0	"3"	"Uhg5"
"VhaAC45"	0	0.377576743555588	0.492	0.103	0	"3"	"VhaAC45"
"Pdp11"	0	0.377476352782654	0.963	0.443	0	"3"	"Pdp1"
"CG6191"	0	0.376876373186201	0.307	0.052	0	"3"	"CG6191"
"CG331811"	0	0.376324891584654	0.656	0.193	0	"3"	"CG33181"
"Ref1"	0	0.376298823312954	0.271	0.036	0	"3"	"Ref1"
"Task61"	0	0.375804972551396	0.326	0.083	0	"3"	"Task6"
"CG6495"	0	0.375697727206087	0.254	0.034	0	"3"	"CG6495"
"ND-301"	0	0.375122084652185	0.65	0.162	0	"3"	"ND-30"
"CG426741"	0	0.373563778294892	0.335	0.098	0	"3"	"CG42674"
"Rbcn-3A"	0	0.373247351534214	0.265	0.041	0	"3"	"Rbcn-3A"
"luna1"	0	0.37314313286499	0.437	0.137	0	"3"	"luna"
"Fas1"	0	0.372188693894193	0.742	0.233	0	"3"	"Fas1"
"Ten-m"	0	0.371570925667571	0.303	0.069	0	"3"	"Ten-m"
"CG2082"	0	0.371181912969039	0.256	0.041	0	"3"	"CG2082"
"fz21"	0	0.370748334531194	0.371	0.106	0	"3"	"fz2"
"mRpL12"	0	0.370076802499031	0.345	0.055	0	"3"	"mRpL12"
"CG110001"	0	0.369709718932242	0.539	0.164	0	"3"	"CG11000"
"AP-1gamma1"	0	0.369502702289981	0.35	0.09	0	"3"	"AP-1gamma"
"nwk"	0	0.369010489857929	0.285	0.054	0	"3"	"nwk"
"CG12071"	0	0.36893758106685	0.292	0.068	0	"3"	"CG12071"
"CG77811"	0	0.36879425302201	0.789	0.25	0	"3"	"CG7781"
"CG17768"	0	0.368433394230622	0.396	0.074	0	"3"	"CG17768"
"Pis"	0	0.368413012278308	0.386	0.07	0	"3"	"Pis"
"CycG"	0	0.368028126765559	0.614	0.158	0	"3"	"CycG"
"Frl1"	0	0.366981504999133	0.495	0.145	0	"3"	"Frl"
"Shab"	0	0.366565171351204	0.299	0.077	0	"3"	"Shab"
"corto"	0	0.366520039840093	0.335	0.078	0	"3"	"corto"
"Pkc53E1"	0	0.366263252514873	0.508	0.154	0	"3"	"Pkc53E"
"TM4SF1"	0	0.365660656309227	0.802	0.268	0	"3"	"TM4SF"
"dlg11"	0	0.364122592518537	0.784	0.251	0	"3"	"dlg1"
"bip21"	0	0.363464964836896	0.617	0.183	0	"3"	"bip2"
"mamo1"	0	0.363159508018027	0.433	0.181	0	"3"	"mamo"
"mub"	0	0.362296084214151	0.365	0.086	0	"3"	"mub"
"rudhira1"	0	0.362179655909021	0.621	0.182	0	"3"	"rudhira"
"CG5746"	0	0.360947528421938	0.257	0.044	0	"3"	"CG5746"
"Rack11"	0	0.35947912429324	0.77	0.241	0	"3"	"Rack1"
"CG15270"	0	0.359113015171667	0.258	0.047	0	"3"	"CG15270"
"dj-1beta"	0	0.358984385772378	0.354	0.052	0	"3"	"dj-1beta"
"eIF5"	0	0.357174848938887	0.394	0.085	0	"3"	"eIF5"
"klar1"	0	0.355877458097818	0.443	0.128	0	"3"	"klar"
"Pde91"	0	0.354381830351946	0.535	0.167	0	"3"	"Pde9"
"CG9265"	0	0.354301895193278	0.265	0.06	0	"3"	"CG9265"
"mRpL48"	0	0.354209908778403	0.297	0.04	0	"3"	"mRpL48"
"CG15312"	0	0.354203924462894	0.275	0.068	0	"3"	"CG15312"
"5-HT1A1"	0	0.353410244899586	0.301	0.084	0	"3"	"5-HT1A"
"tow1"	0	0.353288834445126	0.47	0.127	0	"3"	"tow"
"CaMKII1"	0	0.352027011835825	0.716	0.225	0	"3"	"CaMKII"
"vsg"	0	0.351347096444052	0.295	0.048	0	"3"	"vsg"
"Nacalpha"	0	0.351284314008077	0.618	0.135	0	"3"	"Nacalpha"
"stmA"	0	0.351140206224707	0.371	0.074	0	"3"	"stmA"
"wech"	0	0.349481893838226	0.257	0.057	0	"3"	"wech"
"skd1"	0	0.34863309694411	0.611	0.188	0	"3"	"skd"
"mRpS14"	0	0.348582252921564	0.343	0.05	0	"3"	"mRpS14"
"glo"	0	0.348549389400012	0.389	0.088	0	"3"	"glo"
"RpL171"	0	0.346938203072873	0.773	0.204	0	"3"	"RpL17"
"px1"	0	0.346897337279058	0.34	0.095	0	"3"	"px"
"psq1"	0	0.346623403535373	0.565	0.17	0	"3"	"psq"
"HDAC41"	0	0.346445134712246	0.502	0.147	0	"3"	"HDAC4"
"cdi1"	0	0.346313551165627	0.61	0.183	0	"3"	"cdi"
"Ent3"	0	0.34597711913078	0.348	0.075	0	"3"	"Ent3"
"CR44922"	0	0.34571843678968	0.381	0.087	0	"3"	"CR44922"
"Mdh21"	0	0.34534824723405	0.683	0.176	0	"3"	"Mdh2"
"fzr"	0	0.34479067825894	0.256	0.044	0	"3"	"fzr"
"crp"	0	0.344787336741345	0.284	0.057	0	"3"	"crp"
"dtn"	0	0.344666317407204	0.259	0.058	0	"3"	"dtn"
"Pka-C1"	0	0.344609820121759	0.492	0.126	0	"3"	"Pka-C1"
"Liprin-gamma1"	0	0.344472233905938	0.738	0.241	0	"3"	"Liprin-gamma"
"tou1"	0	0.344294207472174	0.384	0.108	0	"3"	"tou"
"CG3967"	0	0.34381964854727	0.362	0.07	0	"3"	"CG3967"
"CG438671"	0	0.34320997327106	0.351	0.096	0	"3"	"CG43867"
"CG13868"	0	0.342916941125209	0.501	0.12	0	"3"	"CG13868"
"arm"	0	0.342885209993886	0.324	0.058	0	"3"	"arm"
"CG167911"	0	0.342702824074844	0.41	0.116	0	"3"	"CG16791"
"beat-Ic1"	0	0.342185375587015	0.378	0.112	0	"3"	"beat-Ic"
"GluRIB1"	0	0.341980653118665	0.414	0.129	0	"3"	"GluRIB"
"CG7332"	0	0.341923178662444	0.298	0.055	0	"3"	"CG7332"
"CG2076"	0	0.341158333959359	0.35	0.052	0	"3"	"CG2076"
"enc1"	0	0.340799751736621	0.344	0.088	0	"3"	"enc"
"ftz-f11"	0	0.33976475992239	0.432	0.116	0	"3"	"ftz-f1"
"ab1"	0	0.337762353495978	0.398	0.118	0	"3"	"ab"
"Crk1"	0	0.337249932203361	0.63	0.186	0	"3"	"Crk"
"Dhit1"	0	0.33679640670081	0.596	0.178	0	"3"	"Dhit"
"Nhe31"	0	0.336761488621419	0.448	0.118	0	"3"	"Nhe3"
"csw1"	0	0.335721465651304	0.408	0.105	0	"3"	"csw"
"Eps-15"	0	0.334131861358823	0.296	0.053	0	"3"	"Eps-15"
"Set1"	0	0.334115520762802	0.272	0.059	0	"3"	"Set1"
"Ald1"	0	0.334041182495886	0.766	0.255	0	"3"	"Ald"
"UBL3"	0	0.333876573106286	0.363	0.081	0	"3"	"UBL3"
"Marf"	0	0.333764522097164	0.479	0.126	0	"3"	"Marf"
"CG9132"	0	0.333308336978304	0.271	0.046	0	"3"	"CG9132"
"RpL13A1"	0	0.331795250742343	0.807	0.209	0	"3"	"RpL13A"
"AnxB10"	0	0.331612907590436	0.445	0.077	0	"3"	"AnxB10"
"CadN1"	0	0.331212231450048	0.435	0.134	0	"3"	"CadN"
"muc"	0	0.331160558283676	0.377	0.067	0	"3"	"muc"
"Pal2"	0	0.330863204517669	0.387	0.082	0	"3"	"Pal2"
"GABA-B-R11"	0	0.330807578870702	0.397	0.114	0	"3"	"GABA-B-R1"
"Tsp42Ek"	0	0.330803675128757	0.393	0.064	0	"3"	"Tsp42Ek"
"brat"	0	0.330697210498638	0.258	0.067	0	"3"	"brat"
"Teh21"	0	0.330453829677692	0.423	0.121	0	"3"	"Teh2"
"Sdc1"	0	0.330243572890445	0.694	0.226	0	"3"	"Sdc"
"Nipped-B1"	0	0.330107557008702	0.671	0.212	0	"3"	"Nipped-B"
"CG311401"	0	0.32982988990196	0.487	0.132	0	"3"	"CG31140"
"Dsp11"	0	0.329200444303217	0.659	0.205	0	"3"	"Dsp1"
"KrT95D1"	0	0.329117882391722	0.43	0.119	0	"3"	"KrT95D"
"ttv"	0	0.328945894780744	0.282	0.073	0	"3"	"ttv"
"gw1"	0	0.328877980300393	0.584	0.163	0	"3"	"gw"
"Rdh1"	0	0.328833656645439	0.451	0.133	0	"3"	"Rdh"
"CG175141"	0	0.328812514388593	0.535	0.156	0	"3"	"CG17514"
"Prosap1"	0	0.327683957287195	0.677	0.213	0	"3"	"Prosap"
"RpLP11"	0	0.32743578948044	0.851	0.247	0	"3"	"RpLP1"
"comt"	0	0.327296105351514	0.682	0.195	0	"3"	"comt"
"dpr71"	0	0.326809259908068	0.715	0.224	0	"3"	"dpr7"
"EndoB"	0	0.326628081416379	0.462	0.104	0	"3"	"EndoB"
"elB1"	0	0.326170977429352	0.362	0.107	0	"3"	"elB"
"l(1)G0196"	0	0.325823660309358	0.266	0.061	0	"3"	"l(1)G0196"
"Toll-61"	0	0.325473193121073	0.471	0.145	0	"3"	"Toll-6"
"JIL-11"	0	0.32503751187794	0.394	0.111	0	"3"	"JIL-1"
"Rgk11"	0	0.324841390820276	0.303	0.085	0	"3"	"Rgk1"
"pHCl-1"	0	0.324397581849613	0.322	0.089	0	"3"	"pHCl-1"
"tral"	0	0.323779714512441	0.34	0.077	0	"3"	"tral"
"CG5281"	0	0.323419558780375	0.328	0.072	0	"3"	"CG5281"
"pum1"	0	0.323267217549708	0.971	0.406	0	"3"	"pum"
"TBPH"	0	0.323214217516171	0.299	0.053	0	"3"	"TBPH"
"CG1513"	0	0.322683028949912	0.375	0.088	0	"3"	"CG1513"
"hwt1"	0	0.321881011590643	0.404	0.115	0	"3"	"hwt"
"Rbp91"	0	0.321619716322785	0.488	0.135	0	"3"	"Rbp9"
"Tob1"	0	0.320308950408152	0.669	0.211	0	"3"	"Tob"
"SmB"	0	0.320169241327548	0.259	0.032	0	"3"	"SmB"
"Nc73EF"	0	0.319922932706179	0.418	0.092	0	"3"	"Nc73EF"
"smog1"	0	0.318953614012662	0.317	0.087	0	"3"	"smog"
"Gdh"	0	0.318924825729071	0.519	0.111	0	"3"	"Gdh"
"CASK1"	0	0.318475781075827	0.621	0.194	0	"3"	"CASK"
"CG11050"	0	0.318387929153373	0.323	0.056	0	"3"	"CG11050"
"Eno1"	0	0.318129157924897	0.773	0.234	0	"3"	"Eno"
"CG32432"	0	0.31727734536463	0.276	0.066	0	"3"	"CG32432"
"Mnn11"	0	0.317025384603471	0.712	0.227	0	"3"	"Mnn1"
"CG31145"	0	0.316759582161879	0.303	0.063	0	"3"	"CG31145"
"Syp1"	0	0.316749073628122	0.876	0.334	0	"3"	"Syp"
"RpLP01"	0	0.316288851853758	0.777	0.231	0	"3"	"RpLP0"
"X11Lbeta"	0	0.315672811324072	0.3	0.08	0	"3"	"X11Lbeta"
"Trxr-1"	0	0.315083290082635	0.34	0.06	0	"3"	"Trxr-1"
"e(r)"	0	0.31421024208801	0.334	0.064	0	"3"	"e(r)"
"scrt1"	0	0.3141833022956	0.782	0.258	0	"3"	"scrt"
"Galphao1"	0	0.313135653136234	0.616	0.186	0	"3"	"Galphao"
"Cisd2"	0	0.313113121706601	0.535	0.115	0	"3"	"Cisd2"
"beat-IIIb1"	0	0.312582321324107	0.377	0.118	0	"3"	"beat-IIIb"
"CG426681"	0	0.312572576982183	0.381	0.108	0	"3"	"CG42668"
"wdb1"	0	0.312553748243804	0.518	0.147	0	"3"	"wdb"
"Octbeta3R1"	0	0.312504870329369	0.293	0.085	0	"3"	"Octbeta3R"
"CG157651"	0	0.312260411154347	0.392	0.122	0	"3"	"CG15765"
"CG51511"	0	0.312148601137906	0.366	0.104	0	"3"	"CG5151"
"jeb1"	0	0.312115630560869	0.577	0.191	0	"3"	"jeb"
"Syt71"	0	0.312107865019775	0.531	0.15	0	"3"	"Syt7"
"mRpL4"	0	0.311711060319977	0.271	0.036	0	"3"	"mRpL4"
"CG323691"	0	0.311587848682283	0.416	0.12	0	"3"	"CG32369"
"tna1"	0	0.31149244779697	0.634	0.209	0	"3"	"tna"
"bun1"	0	0.310973555932048	0.766	0.249	0	"3"	"bun"
"nAChRalpha11"	0	0.30934102958337	0.369	0.108	0	"3"	"nAChRalpha1"
"Evi51"	0	0.30926223291446	0.422	0.108	0	"3"	"Evi5"
"Scsalpha"	0	0.308955456414926	0.548	0.131	0	"3"	"Scsalpha"
"awd1"	0	0.307610069098513	0.761	0.212	0	"3"	"awd"
"CG17816"	0	0.307357019411064	0.585	0.149	0	"3"	"CG17816"
"CG13551"	0	0.307317915136155	0.433	0.072	0	"3"	"CG13551"
"CG4238"	0	0.306608643991607	0.289	0.057	0	"3"	"CG4238"
"mRpL16"	0	0.306074334145927	0.323	0.058	0	"3"	"mRpL16"
"CG13365"	0	0.304777095674443	0.459	0.095	0	"3"	"CG13365"
"tai1"	0	0.304634155998233	0.529	0.165	0	"3"	"tai"
"shi1"	0	0.304464353723958	0.816	0.291	0	"3"	"shi"
"EndoA1"	0	0.304244237914552	0.514	0.143	0	"3"	"EndoA"
"CG448381"	0	0.304094300309718	0.388	0.112	0	"3"	"CG44838"
"plum1"	0	0.303819462421036	0.296	0.091	0	"3"	"plum"
"Mgat2"	0	0.303083552962307	0.351	0.071	0	"3"	"Mgat2"
"Ac3"	0	0.303053797163476	0.286	0.071	0	"3"	"Ac3"
"CG13760"	0	0.303025045138765	0.404	0.079	0	"3"	"CG13760"
"qkr58E-31"	0	0.301998410770271	0.427	0.119	0	"3"	"qkr58E-3"
"CG9205"	0	0.301417599246502	0.263	0.038	0	"3"	"CG9205"
"CG5532"	0	0.30121291556373	0.404	0.074	0	"3"	"CG5532"
"tzn"	0	0.300613179067344	0.281	0.04	0	"3"	"tzn"
"MED261"	0	0.300456057362727	0.54	0.161	0	"3"	"MED26"
"loqs"	0	0.300436203219047	0.271	0.045	0	"3"	"loqs"
"SdhA"	0	0.300430115191972	0.531	0.127	0	"3"	"SdhA"
"Syngr"	0	0.299628930168524	0.334	0.055	0	"3"	"Syngr"
"CG88611"	0	0.299515398928501	0.41	0.138	0	"3"	"CG8861"
"CG427951"	0	0.299034847586031	0.349	0.086	0	"3"	"CG42795"
"CG327721"	0	0.298909282759163	0.331	0.086	0	"3"	"CG32772"
"RhoGAP100F"	0	0.298866163228366	0.27	0.076	0	"3"	"RhoGAP100F"
"CG1907"	0	0.298233338837164	0.259	0.037	0	"3"	"CG1907"
"CG6024"	0	0.297925509093451	0.292	0.07	0	"3"	"CG6024"
"Baldspot"	0	0.296747054404572	0.37	0.077	0	"3"	"Baldspot"
"Mob2"	0	0.296554084821862	0.486	0.12	0	"3"	"Mob2"
"Ca-alpha1D1"	0	0.296472728619084	0.379	0.12	0	"3"	"Ca-alpha1D"
"MFS171"	0	0.296385513551091	0.519	0.148	0	"3"	"MFS17"
"TwdlG"	0	0.295476619703492	0.255	0.059	0	"3"	"TwdlG"
"CG10082"	0	0.295075188299328	0.26	0.066	0	"3"	"CG10082"
"mge"	0	0.294915912643472	0.507	0.127	0	"3"	"mge"
"eIF4H1"	0	0.29481322661471	0.32	0.074	0	"3"	"eIF4H1"
"CG425411"	0	0.294124300323031	0.375	0.13	0	"3"	"CG42541"
"Ucp4A"	0	0.29368585192082	0.264	0.049	0	"3"	"Ucp4A"
"unc791"	0	0.293191726703048	0.389	0.107	0	"3"	"unc79"
"EcR"	0	0.292905441670338	0.26	0.063	0	"3"	"EcR"
"Ndfip"	0	0.292730903367729	0.281	0.048	0	"3"	"Ndfip"
"NaPi-III"	0	0.292178957435267	0.579	0.157	0	"3"	"NaPi-III"
"CaMKI"	0	0.29212384757346	0.564	0.158	0	"3"	"CaMKI"
"POLDIP2"	0	0.291261801520568	0.274	0.042	0	"3"	"POLDIP2"
"Vha100-1"	0	0.290755130424581	0.503	0.121	0	"3"	"Vha100-1"
"CG424501"	0	0.290210830481696	0.609	0.19	0	"3"	"CG42450"
"CG426841"	0	0.289335558910183	0.329	0.091	0	"3"	"CG42684"
"chic"	0	0.288234827222213	0.546	0.146	0	"3"	"chic"
"CG115051"	0	0.287963012175746	0.473	0.137	0	"3"	"CG11505"
"Tsp96F"	0	0.287918773523007	0.273	0.058	0	"3"	"Tsp96F"
"dpr11"	0	0.287909135708844	0.411	0.139	0	"3"	"dpr1"
"spi"	0	0.287841695127223	0.32	0.068	0	"3"	"spi"
"Shal"	0	0.287702217258026	0.288	0.059	0	"3"	"Shal"
"trx1"	0	0.287445892384874	0.382	0.114	0	"3"	"trx"
"RpS19a"	0	0.287284638256977	0.647	0.138	0	"3"	"RpS19a"
"Glut11"	0	0.286728613814109	0.329	0.098	0	"3"	"Glut1"
"CG110301"	0	0.285995519044965	0.417	0.119	0	"3"	"CG11030"
"l(2)37Cc"	0	0.28582460795489	0.3	0.049	0	"3"	"l(2)37Cc"
"CG16951"	0	0.285641061524051	0.396	0.114	0	"3"	"CG1695"
"Sur-8"	0	0.285610118035649	0.302	0.066	0	"3"	"Sur-8"
"rin1"	0	0.285513388638941	0.543	0.159	0	"3"	"rin"
"PhKgamma1"	0	0.285495570299834	0.531	0.15	0	"3"	"PhKgamma"
"Thd11"	0	0.282820890100914	0.335	0.093	0	"3"	"Thd1"
"beat-VI"	0	0.282039811826135	0.255	0.064	0	"3"	"beat-VI"
"mura1"	0	0.281811377996244	0.37	0.102	0	"3"	"mura"
"Nlg21"	0	0.280808673743712	0.388	0.118	0	"3"	"Nlg2"
"ssx"	0	0.280566231675225	0.256	0.059	0	"3"	"ssx"
"CG322641"	0	0.280446207161148	0.747	0.261	0	"3"	"CG32264"
"CG444221"	0	0.280334521411714	0.306	0.094	0	"3"	"CG44422"
"CG316351"	0	0.279504299482369	0.417	0.126	0	"3"	"CG31635"
"ckn"	0	0.278752705297779	0.297	0.066	0	"3"	"ckn"
"CG423891"	0	0.278182192144702	0.471	0.148	0	"3"	"CG42389"
"dpr141"	0	0.276708728719745	0.534	0.161	0	"3"	"dpr14"
"Sxl1"	0	0.275780156958917	0.409	0.119	0	"3"	"Sxl"
"CG108041"	0	0.275330461430134	0.556	0.171	0	"3"	"CG10804"
"onecut"	0	0.275056001767711	0.275	0.069	0	"3"	"onecut"
"Rlip1"	0	0.275016534120303	0.327	0.088	0	"3"	"Rlip"
"osa"	0	0.273336350697489	0.254	0.069	0	"3"	"osa"
"Pfk"	0	0.272997744655075	0.316	0.06	0	"3"	"Pfk"
"Ace1"	0	0.272605380153871	0.528	0.166	0	"3"	"Ace"
"CG137841"	0	0.272338222447026	0.322	0.089	0	"3"	"CG13784"
"CG18135"	0	0.27202615214726	0.315	0.069	0	"3"	"CG18135"
"IA-21"	0	0.271438675304031	0.882	0.404	0	"3"	"IA-2"
"galla-1"	0	0.271410540434126	0.263	0.047	0	"3"	"galla-1"
"mRpL2"	0	0.271081189906147	0.312	0.057	0	"3"	"mRpL2"
"CG9674"	0	0.270568223222573	0.471	0.122	0	"3"	"CG9674"
"dpr171"	0	0.269577916053778	0.266	0.084	0	"3"	"dpr17"
"SPoCk1"	0	0.26925764708956	0.438	0.117	0	"3"	"SPoCk"
"eys1"	0	0.268777821818179	0.371	0.115	0	"3"	"eys"
"Eph"	0	0.268723609168771	0.316	0.074	0	"3"	"Eph"
"pico1"	0	0.267623358080371	0.288	0.087	0	"3"	"pico"
"mnb1"	0	0.26757919809762	0.373	0.111	0	"3"	"mnb"
"crol1"	0	0.267345843713377	0.437	0.13	0	"3"	"crol"
"CG11699"	0	0.267094770600939	0.264	0.039	0	"3"	"CG11699"
"l(1)G0334"	0	0.267038500039854	0.519	0.124	0	"3"	"l(1)G0334"
"Gyf"	0	0.266919129451112	0.276	0.066	0	"3"	"Gyf"
"nAChRalpha2"	0	0.266786092487094	0.268	0.056	0	"3"	"nAChRalpha2"
"lap"	0	0.266411442460894	0.341	0.08	0	"3"	"lap"
"RhoGAP71E1"	0	0.265704478015725	0.325	0.098	0	"3"	"RhoGAP71E"
"Cow"	0	0.265537115268587	0.498	0.138	0	"3"	"Cow"
"Mkp31"	0	0.26468249874757	0.648	0.213	0	"3"	"Mkp3"
"CG60441"	0	0.264487050041551	0.681	0.208	0	"3"	"CG6044"
"CG3703"	0	0.264341533857386	0.269	0.064	0	"3"	"CG3703"
"Rpn10"	0	0.264036321639248	0.268	0.044	0	"3"	"Rpn10"
"Eip63E1"	0	0.26334359246801	0.525	0.165	0	"3"	"Eip63E"
"nocte"	0	0.262537774663176	0.299	0.077	0	"3"	"nocte"
"eEF1alpha2"	0	0.262401864464655	0.588	0.155	0	"3"	"eEF1alpha2"
"CG6617"	0	0.262109132690482	0.269	0.041	0	"3"	"CG6617"
"DIP-delta1"	0	0.262040476197132	0.302	0.092	0	"3"	"DIP-delta"
"CG19091"	0	0.262009401136291	0.495	0.137	0	"3"	"CG1909"
"His2Av"	0	0.261860619930454	0.398	0.105	0	"3"	"His2Av"
"Bsg1"	0	0.261771636856509	0.803	0.279	0	"3"	"Bsg"
"CG13937"	0	0.261692779297673	0.49	0.122	0	"3"	"CG13937"
"Wdr621"	0	0.26151293347213	0.348	0.103	0	"3"	"Wdr62"
"Ncoa6"	0	0.2612747987958	0.254	0.07	0	"3"	"Ncoa6"
"CG32103"	0	0.261001947655131	0.304	0.061	0	"3"	"CG32103"
"Ddc1"	0	0.260615730119877	0.417	0.15	0	"3"	"Ddc"
"CG86711"	0	0.260500152644541	0.537	0.166	0	"3"	"CG8671"
"CG14762"	0	0.260471952774769	0.293	0.089	0	"3"	"CG14762"
"ras"	0	0.260165009316642	0.276	0.053	0	"3"	"ras"
"mspo1"	0	0.259921467695822	0.422	0.137	0	"3"	"mspo"
"CG167111"	0	0.259566034013549	0.335	0.093	0	"3"	"CG16711"
"stx"	0	0.259191631909174	0.27	0.073	0	"3"	"stx"
"Atx2"	0	0.258090855789869	0.36	0.09	0	"3"	"Atx2"
"sxc"	0	0.257513160580328	0.428	0.104	0	"3"	"sxc"
"CSN7"	0	0.257378316935941	0.279	0.06	0	"3"	"CSN7"
"Gprk2"	0	0.257317587478469	0.253	0.074	0	"3"	"Gprk2"
"Uhg1"	0	0.257295277671576	0.283	0.069	0	"3"	"Uhg1"
"Atg1"	0	0.257060368769084	0.316	0.079	0	"3"	"Atg1"
"CG6330"	0	0.256799091297202	0.383	0.089	0	"3"	"CG6330"
"CG14777"	0	0.256763503721656	0.324	0.051	0	"3"	"CG14777"
"kis"	0	0.256167888024966	0.283	0.079	0	"3"	"kis"
"RIC-3"	0	0.2556230406594	0.281	0.059	0	"3"	"RIC-3"
"Gug1"	0	0.253473217783451	0.318	0.094	0	"3"	"Gug"
"CG3078"	0	0.252615357039095	0.324	0.078	0	"3"	"CG3078"
"RhoGAP19D1"	0	0.252063675765363	0.416	0.127	0	"3"	"RhoGAP19D"
"RhoGAP93B1"	0	0.2512626610516	0.441	0.126	0	"3"	"RhoGAP93B"
"CG1316"	0	0.250722982605341	0.282	0.078	0	"3"	"CG1316"
"Teh1"	0	0.250611496425322	0.265	0.073	0	"3"	"Teh1"
"CG149891"	2.32329424382164e-60	0.488964148532263	0.873	0.78	3.38968630173578e-56	"3"	"CG14989"
"Tsf1"	0	2.58813690517369	0.53	0.062	0	"4"	"Tsf1"
"CG32521"	0	2.16320927076688	0.418	0.077	0	"4"	"CG32521"
"CG1552"	0	1.79713994048842	0.432	0.085	0	"4"	"CG1552"
"Msr-110"	0	1.68930549294633	0.284	0.037	0	"4"	"Msr-110"
"CG15201"	0	1.61197975084974	0.295	0.059	0	"4"	"CG15201"
"CG30197"	0	1.50056299032816	0.397	0.095	0	"4"	"CG30197"
"CG8369"	0	1.47963658271005	0.461	0.146	0	"4"	"CG8369"
"CG16743"	0	1.4755487765447	0.334	0.063	0	"4"	"CG16743"
"Ugt35b"	0	1.45136235800071	0.378	0.076	0	"4"	"Ugt35b"
"CG9657"	0	1.44579601507522	0.276	0.044	0	"4"	"CG9657"
"nrv2"	0	1.42202859753469	0.551	0.169	0	"4"	"nrv2"
"euc"	0	1.41949392998592	0.275	0.059	0	"4"	"euc"
"Adh"	0	1.39209377403868	0.762	0.296	0	"4"	"Adh"
"CG10433"	0	1.30137699077809	0.367	0.086	0	"4"	"CG10433"
