"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Ubp64E"	1.13563467874198e-05	0.444629690753596	0.191	0.371	0.224378699825841	"5"	"Ubp64E"
"S6k"	1.13870304814056e-05	0.51684257226472	0.242	0.468	0.224984948251611	"5"	"S6k"
"RhoGAP93B"	1.17306597263972e-05	0.453576737612351	0.144	0.289	0.231774374874156	"5"	"RhoGAP93B"
"pico"	1.3216442468978e-05	0.453327474485041	0.173	0.337	0.261130470302067	"5"	"pico"
"AGO1"	1.34858472680839e-05	0.865020790523064	0.472	0.583	0.266453370322801	"5"	"AGO1"
"InR"	1.52576206332719e-05	0.965520223505204	0.448	0.534	0.301460068472186	"5"	"InR"
"jbug"	1.56833967620128e-05	0.429879137868793	0.201	0.385	0.30987255322385	"5"	"jbug"
"Claspin"	1.61711287013372e-05	0.53337585349618	0.235	0.445	0.31950916088102	"5"	"Claspin"
"Hlc"	1.84605073452748e-05	0.392520126588474	0.268	0.516	0.36474270412794	"5"	"Hlc"
"tlk"	2.22807977241465e-05	0.894028367981322	0.415	0.477	0.440224001433687	"5"	"tlk"
"CG10777"	2.2683952157171e-05	0.460615571208713	0.139	0.275	0.448189526721384	"5"	"CG10777"
"jvl"	2.38058526298759e-05	0.539525574916531	0.173	0.332	0.470356036261087	"5"	"jvl"
"Not3"	2.42070788730708e-05	0.451123412008293	0.237	0.45	0.478283464374133	"5"	"Not3"
"sno"	2.65481138554557e-05	0.497073564350756	0.168	0.322	0.524537633556093	"5"	"sno"
"Smg5"	2.77306748264265e-05	0.440255772937716	0.265	0.507	0.547902673220534	"5"	"Smg5"
"Prosap"	2.85224226844497e-05	0.473866996087353	0.242	0.451	0.563546027399358	"5"	"Prosap"
"mtd"	2.90272420195342e-05	0.42173013387868	0.191	0.362	0.573520247821957	"5"	"mtd"
"XNP"	2.9339114986966e-05	0.455187922607426	0.263	0.502	0.579682233912474	"5"	"XNP"
"sima"	3.05318604781317e-05	0.471830734843595	0.165	0.318	0.603248499326926	"5"	"sima"
"sog1"	3.09105835013179e-05	0.407610843906425	0.477	0.477	0.610731308819038	"5"	"sog"
"CG31635"	3.10906243121686e-05	0.343753936316614	0.131	0.259	0.614288555159828	"5"	"CG31635"
"mam"	3.61461997197468e-05	0.588260173656761	0.204	0.386	0.714176614062757	"5"	"mam"
"nocte"	3.74241698758481e-05	0.604555373146932	0.196	0.374	0.739426748407007	"5"	"nocte"
"sina"	3.85185466395761e-05	0.50281008241106	0.247	0.467	0.761049444504745	"5"	"sina"
"kek11"	3.98170542308997e-05	0.692835576608915	0.374	0.359	0.786705357494116	"5"	"kek1"
"inc"	4.19985277669604e-05	0.50407816436389	0.137	0.268	0.829806911619603	"5"	"inc"
"Hsp831"	4.34243637632133e-05	0.372425264217022	0.175	0.327	0.857978579233568	"5"	"Hsp83"
"Doa"	4.63292877800627e-05	0.524476762791661	0.18	0.342	0.915374067958479	"5"	"Doa"
"Gug"	4.70167800697854e-05	0.848901074038671	0.451	0.551	0.92895754061882	"5"	"Gug"
"tral"	4.78159755528866e-05	0.760682780422916	0.482	0.627	0.944748044973933	"5"	"tral"
"A2bp1"	4.79329367132063e-05	0.446781788136364	0.206	0.385	0.947058963579529	"5"	"A2bp1"
"CG10077"	4.80314360050087e-05	0.49267605650184	0.245	0.461	0.949005112586961	"5"	"CG10077"
"Mi-2"	5.26076962355658e-05	0.404329383284432	0.286	0.544	1	"5"	"Mi-2"
"pan"	5.64610951599302e-05	0.694123026578255	0.5	0.645	1	"5"	"pan"
"mura"	5.83316487548405e-05	0.505468887658161	0.155	0.295	1	"5"	"mura"
"mgl"	5.90467352331186e-05	0.346347632700261	0.139	0.265	1	"5"	"mgl"
"Axud1"	6.90912679769156e-05	0.477170144814842	0.168	0.316	1	"5"	"Axud1"
"Antp1"	8.99854535808609e-05	0.689980824798329	0.376	0.377	1	"5"	"Antp"
"Fur1"	9.86761244153818e-05	0.525647077331233	0.157	0.295	1	"5"	"Fur1"
"Meltrin1"	9.95760709637539e-05	0.330128519673002	0.134	0.254	1	"5"	"Meltrin"
"da"	0.000101983653409453	0.504127685070711	0.271	0.505	1	"5"	"da"
"Bsg"	0.0001111067892606	0.565994852232493	0.518	0.682	1	"5"	"Bsg"
"ckn"	0.000120823803596543	0.508984866467698	0.137	0.259	1	"5"	"ckn"
"Nop60B"	0.00012575199318001	0.424727001283309	0.588	0.806	1	"5"	"Nop60B"
"wap"	0.00014032745933052	0.713801501502465	0.482	0.622	1	"5"	"wap"
"Set11"	0.000143563925099994	0.593192197298386	0.25	0.461	1	"5"	"Set1"
"Vha26"	0.000151317516471911	0.303268821532331	0.34	0.636	1	"5"	"Vha26"
"salm"	0.000165713167060979	0.647421960672309	0.291	0.26	1	"5"	"salm"
"twin"	0.000168774700241468	0.486414946965919	0.186	0.34	1	"5"	"twin"
"Tis11"	0.000169756743929102	0.47433545389585	0.204	0.37	1	"5"	"Tis11"
"eIF4G"	0.000171944010286617	0.49772949407472	0.286	0.53	1	"5"	"eIF4G"
"hang"	0.000193189041167498	0.502095990888616	0.247	0.456	1	"5"	"hang"
"Sin3A"	0.000196623735676267	0.485682517480551	0.291	0.536	1	"5"	"Sin3A"
"eIF5B"	0.000196786543090391	0.54209480267888	0.17	0.311	1	"5"	"eIF5B"
"D"	0.000197307447881638	0.257006587800417	0.186	0.327	1	"5"	"D"
"Amun"	0.000203416999736827	0.429244041048309	0.57	0.771	1	"5"	"Amun"
"kuz"	0.000209382648482139	0.818513748919244	0.441	0.539	1	"5"	"kuz"
"ASPP"	0.00022381967950159	0.328301205650189	0.268	0.481	1	"5"	"ASPP"
"su(Hw)"	0.000225445310846092	0.514980302184287	0.273	0.503	1	"5"	"su(Hw)"
"eIF5"	0.000247313784739127	0.628600355347914	0.479	0.624	1	"5"	"eIF5"
"trx"	0.000286162577087252	1.04469446904845	0.332	0.345	1	"5"	"trx"
"CG9425"	0.000312806109684762	0.566730754295071	0.211	0.381	1	"5"	"CG9425"
"cg"	0.000319466166975733	0.455183017182193	0.281	0.511	1	"5"	"cg"
"retn"	0.000321362083550682	0.519388294353285	0.211	0.382	1	"5"	"retn"
"MESR4"	0.00033048620014824	0.643040548906342	0.209	0.377	1	"5"	"MESR4"
"Nipped-B"	0.000338023222567911	0.808657723503354	0.477	0.614	1	"5"	"Nipped-B"
"ADD1"	0.00035784862325068	0.443554011160378	0.165	0.297	1	"5"	"ADD1"
"Rcc1"	0.000361792360353191	0.39842204841262	0.562	0.782	1	"5"	"Rcc1"
"Jarid2"	0.000364460983285491	0.618811284907103	0.219	0.393	1	"5"	"Jarid2"
"ens"	0.000378878001458127	0.567585181920778	0.186	0.332	1	"5"	"ens"
"eIF3-S10"	0.000389557113687407	0.443484980264106	0.32	0.594	1	"5"	"eIF3-S10"
"pnut"	0.000402661939293972	0.354806634901478	0.356	0.657	1	"5"	"pnut"
"RhoGAPp190"	0.000431548785382926	0.667763441831122	0.245	0.442	1	"5"	"RhoGAPp190"
"CG4768"	0.000464524795889429	0.400179352362935	0.309	0.56	1	"5"	"CG4768"
"lea1"	0.00049893989947039	0.787418251794225	0.428	0.527	1	"5"	"lea"
"Btk29A"	0.000506301586047589	0.521477086070659	0.206	0.368	1	"5"	"Btk29A"
"CG7971"	0.000523285565230174	0.609307550000432	0.278	0.504	1	"5"	"CG7971"
"pix"	0.000669834328615409	0.438129675638495	0.299	0.549	1	"5"	"pix"
"Tao"	0.00068913624108847	0.436065391341244	0.242	0.427	1	"5"	"Tao"
"TfIIFalpha"	0.000695928426319199	0.26940070644017	0.387	0.704	1	"5"	"TfIIFalpha"
"CR31044"	0.000774376283541435	0.520263170021797	0.191	0.333	1	"5"	"CR31044"
"l(2)gl"	0.000937788810810602	0.641273298820167	0.492	0.668	1	"5"	"l(2)gl"
"mew1"	0.00100155327980445	0.417333207952029	0.209	0.36	1	"5"	"mew"
"Rok"	0.00101125624453703	0.563061649388864	0.152	0.268	1	"5"	"Rok"
"chn"	0.00104928768455454	0.833123404631438	0.392	0.464	1	"5"	"chn"
"ncm"	0.0011630693593178	0.790186849598798	0.474	0.649	1	"5"	"ncm"
"alph"	0.00120816126156654	0.593033565941927	0.485	0.655	1	"5"	"alph"
"Bsg25D"	0.00121101471110966	0.436051634529016	0.175	0.303	1	"5"	"Bsg25D"
"stg2"	0.00125114646640017	0.357105294966802	0.245	0.416	1	"5"	"stg"
"Alh"	0.00134381224371454	0.487506909414922	0.149	0.261	1	"5"	"Alh"
"lid"	0.00136614905403808	0.513583958083816	0.291	0.518	1	"5"	"lid"
"CG34401"	0.00138793243106714	0.969380746246572	0.381	0.449	1	"5"	"CG34401"
"Pka-C1"	0.00152634822058839	0.615338745449728	0.268	0.472	1	"5"	"Pka-C1"
"chrb"	0.00167993541918965	0.727782934094787	0.394	0.442	1	"5"	"chrb"
"Shroom"	0.00189332879408816	0.549352949724528	0.173	0.296	1	"5"	"Shroom"
"mod"	0.0019619455199908	0.441415354987374	0.564	0.796	1	"5"	"mod"
"CG7839"	0.00200218381635176	0.633102304572976	0.147	0.253	1	"5"	"CG7839"
"NFAT"	0.00211875757512742	0.435267923767518	0.147	0.251	1	"5"	"NFAT"
"ctrip"	0.00214001623088718	0.550498777285699	0.265	0.461	1	"5"	"ctrip"
"UbcE2H"	0.00232798851248608	0.685790662940279	0.469	0.63	1	"5"	"UbcE2H"
"Mes21"	0.00236011979284075	0.335168049328478	0.162	0.274	1	"5"	"Mes2"
"fz"	0.00242075846161431	0.50864349907036	0.162	0.276	1	"5"	"fz"
"Hrb87F"	0.00294850410139668	0.451184992893015	0.526	0.738	1	"5"	"Hrb87F"
"sfl"	0.00315452425720431	0.516090931754593	0.237	0.406	1	"5"	"sfl"
"Fip1"	0.00324921640760878	0.47248553977826	0.335	0.592	1	"5"	"Fip1"
"CG9281"	0.00326073066032327	0.537921077956468	0.268	0.467	1	"5"	"CG9281"
"CG44838"	0.00329571597125884	0.781983246827193	0.451	0.599	1	"5"	"CG44838"
"NAT1"	0.00341146797549883	0.547702130087824	0.304	0.538	1	"5"	"NAT1"
"nonA"	0.00345998036603729	0.34739444290875	0.361	0.641	1	"5"	"nonA"
"ari-1"	0.00350831443402696	0.539604642017216	0.17	0.286	1	"5"	"ari-1"
"how"	0.00353038212453803	0.671664153206087	0.461	0.613	1	"5"	"how"
"spoon"	0.00380786861085484	0.738562340902458	0.464	0.637	1	"5"	"spoon"
"cic"	0.00403039708471128	0.531198809285483	0.193	0.32	1	"5"	"cic"
"Rox8"	0.00424872215769468	0.731995971089628	0.469	0.655	1	"5"	"Rox8"
"hipk"	0.0045055363914244	0.577709729547555	0.214	0.359	1	"5"	"hipk"
"CG30122"	0.00481485948825063	0.406425737636119	0.327	0.576	1	"5"	"CG30122"
"Nup153"	0.00492201917426102	0.563486927261954	0.278	0.48	1	"5"	"Nup153"
"shn"	0.00537338425158484	0.436846979188142	0.17	0.28	1	"5"	"shn"
"Fs(2)Ket"	0.00555338563018284	0.62263937092877	0.198	0.329	1	"5"	"Fs(2)Ket"
"CG8949"	0.00604031833298186	0.933018643838302	0.379	0.463	1	"5"	"CG8949"
"bnb"	0.00685767569326501	0.281684984384134	0.593	0.792	1	"5"	"bnb"
"pum"	0.00734203269232247	0.411446204927947	0.302	0.497	1	"5"	"pum"
"G9a"	0.00819753988073388	0.720175229367941	0.193	0.315	1	"5"	"G9a"
"opa1"	0.00829752583745354	0.416401549236493	0.278	0.468	1	"5"	"opa"
"heph"	0.00885745059283318	0.613168333033614	0.25	0.418	1	"5"	"heph"
"upSET"	0.0090154747317182	0.960871309402844	0.314	0.347	1	"5"	"upSET"
"Usp7"	0.00904196206938041	0.628503340346134	0.165	0.268	1	"5"	"Usp7"
"CG2930"	6.92066396360438e-214	0.894654007224665	0.507	0.057	1.36738478592895e-209	"6"	"CG2930"
"fkh"	3.25947934893831e-207	1.14146202476392	0.642	0.102	6.44007929763231e-203	"6"	"fkh"
"Ptx1"	3.91600227726179e-186	0.320500350222783	0.261	0.011	7.73723729941385e-182	"6"	"Ptx1"
"Fas2"	1.10786808518831e-177	0.93968622534332	0.533	0.077	2.18892576271506e-173	"6"	"Fas2"
"Gmap"	1.38258375597319e-155	0.895846830986702	0.533	0.095	2.73170898505183e-151	"6"	"Gmap"
"exex"	1.61384448026023e-152	0.44650584264107	0.253	0.015	3.18863392409816e-148	"6"	"exex"
"CG32053"	6.87758701503236e-152	0.422907319843052	0.266	0.017	1.35887364243009e-147	"6"	"CG32053"
"byn"	1.48069946414389e-150	0.584259983613067	0.352	0.036	2.9255660012555e-146	"6"	"byn"
"Oatp74D"	7.19132272553125e-128	0.7708847322472	0.436	0.072	1.42086154411046e-123	"6"	"Oatp74D"
"ps"	1.1501476972047e-127	0.937789081801842	0.499	0.099	2.27246182013704e-123	"6"	"ps"
"disco"	1.91258113926472e-123	0.770828234250382	0.53	0.109	3.77887781495923e-119	"6"	"disco"
"rib"	1.58771483608945e-118	0.895268349331364	0.606	0.154	3.13700697314553e-114	"6"	"rib"
"CG7191"	1.78345286383529e-116	0.383016970768007	0.303	0.035	3.52374616836577e-112	"6"	"CG7191"
"hkb"	7.63985567594683e-114	0.750812190059794	0.428	0.077	1.50948268445358e-109	"6"	"hkb"
"DNaseII"	6.19126376485594e-106	0.828768314834108	0.384	0.068	1.22326989466024e-101	"6"	"DNaseII"
"mnd"	1.64979734265452e-99	0.722707504413135	0.556	0.154	3.25966958961681e-95	"6"	"mnd"
"Pdp1"	9.52565881233255e-97	0.738329219133673	0.282	0.038	1.88207966814067e-92	"6"	"Pdp1"
"CG8147"	2.92738027357044e-96	0.966996681107565	0.82	0.399	5.78391794452048e-92	"6"	"CG8147"
"apt"	3.08188498422392e-84	0.737583767169194	0.705	0.301	6.08918835182962e-80	"6"	"apt"
"CG34380"	2.17382048570803e-76	0.600361158296893	0.368	0.084	4.29503451566192e-72	"6"	"CG34380"
"bbg"	2.47000428034483e-73	0.588602022551595	0.493	0.15	4.88023445710531e-69	"6"	"bbg"
"CG15236"	6.25064274804199e-70	0.633584051008022	0.446	0.126	1.23500199415814e-65	"6"	"CG15236"
"Lapsyn"	8.25453201712267e-68	0.35778353302999	0.368	0.089	1.6309304359431e-63	"6"	"Lapsyn"
"bowl"	2.30396623406235e-65	0.334375755874133	0.373	0.095	4.55217648526039e-61	"6"	"bowl"
"ImpE21"	1.3443271327295e-60	0.678065099249064	0.376	0.101	2.65612154884696e-56	"6"	"ImpE2"
"aay"	1.78288198385809e-57	0.744699867944842	0.574	0.252	3.52261822370682e-53	"6"	"aay"
"srp"	3.87725474782538e-57	0.449087415908793	0.488	0.163	7.66067993075339e-53	"6"	"srp"
"CG427621"	6.69257477632248e-53	0.7165908602844	0.802	0.507	1.3223189243058e-48	"6"	"CG42762"
"sas"	7.17977145029936e-49	0.4825903944841	0.264	0.063	1.41857924315015e-44	"6"	"sas"
"Thor"	9.13308962016919e-49	0.505885749436518	0.399	0.131	1.80451584715303e-44	"6"	"Thor"
"bnb1"	1.05881467559571e-46	0.570116185099046	0.922	0.769	2.092006036042e-42	"6"	"bnb"
"Tis111"	2.33406169387113e-46	0.566131492713016	0.65	0.338	4.61163909475058e-42	"6"	"Tis11"
"peb"	1.63820770149444e-45	0.648501675534587	0.368	0.118	3.23677077661272e-41	"6"	"peb"
"spri"	1.76428664693085e-44	0.263379468156231	0.392	0.135	3.48587755700597e-40	"6"	"spri"
"mspo"	3.82724359009236e-43	0.315322360771161	0.36	0.115	7.56186788530448e-39	"6"	"mspo"
"kek12"	3.48389529510042e-40	0.407429777249692	0.687	0.337	6.88348032405941e-36	"6"	"kek1"
"CG30118"	3.20495377328109e-37	0.327420296445408	0.499	0.228	6.33234766524877e-33	"6"	"CG30118"
"ken"	4.01966645384078e-37	0.592132970985288	0.258	0.075	7.94205697949862e-33	"6"	"ken"
"dm"	1.87684498505292e-35	0.588661714752363	0.739	0.455	3.70827032146756e-31	"6"	"dm"
"fog"	2.1545488274971e-35	0.392373763065355	0.431	0.186	4.25695757336877e-31	"6"	"fog"
"veil"	3.05522153373699e-35	0.348029031906266	0.522	0.239	6.03650670635755e-31	"6"	"veil"
"rau"	1.52495007079797e-34	0.380744018894558	0.311	0.105	3.01299634988262e-30	"6"	"rau"
"CG31522"	4.27785449497157e-34	0.281402783704784	0.308	0.107	8.45218491116484e-30	"6"	"CG31522"
"for"	1.95981360139965e-33	0.302611187805757	0.392	0.163	3.87219971364543e-29	"6"	"for"
"CG30015"	5.3935146388188e-33	0.325523478326413	0.454	0.21	1.06565062233782e-28	"6"	"CG30015"
"CG7029"	5.47942803790446e-31	0.30145536703184	0.36	0.141	1.08262539172916e-26	"6"	"CG7029"
"CG5002"	2.72774285844536e-30	0.298784894532639	0.478	0.23	5.38947433971633e-26	"6"	"CG5002"
"mthl1"	3.94099948504324e-30	0.299581978271561	0.413	0.182	7.78662678254843e-26	"6"	"mthl1"
"GstD5"	5.0636036843839e-29	0.308761589553528	0.253	0.087	1.00046681596057e-24	"6"	"GstD5"
"tai"	1.77879234614713e-28	0.276511234732089	0.298	0.112	3.51453791751749e-24	"6"	"tai"
"NimC4"	4.57210663826846e-28	0.372622109700792	0.368	0.162	9.03356829589083e-24	"6"	"NimC4"
"CG433942"	8.35553197230776e-28	0.363975098640441	0.595	0.327	1.65088600708857e-23	"6"	"CG43394"
"sfl1"	3.32604562620149e-27	0.330611169163185	0.642	0.378	6.5716009482489e-23	"6"	"sfl"
"CR43432"	1.4544442631866e-26	0.350051631155112	0.796	0.522	2.87369097520409e-22	"6"	"CR43432"
"l(2)08717"	4.20304965288419e-24	0.434251268999258	0.653	0.439	8.30438550416859e-20	"6"	"l(2)08717"
"CG14317"	4.46529015641022e-24	0.291310246147143	0.431	0.218	8.82252029103531e-20	"6"	"CG14317"
"CG3655"	9.00423651852275e-24	0.305700399824657	0.274	0.109	1.77905705132973e-19	"6"	"CG3655"
"CG8654"	9.8314795594471e-24	0.291586166915346	0.449	0.231	1.94250373135556e-19	"6"	"CG8654"
"CG30361"	3.45549538098485e-23	0.29098315698798	0.621	0.36	6.82736777374986e-19	"6"	"CG3036"
"CG422381"	1.06717921276728e-22	0.328352344266208	0.486	0.279	2.10853268858559e-18	"6"	"CG42238"
"salm1"	2.33303974349365e-22	0.6664990881133	0.46	0.248	4.60961992519475e-18	"6"	"salm"
"Rtnl1"	2.3328493582805e-21	0.331299084164803	0.822	0.69	4.60924376209061e-17	"6"	"Rtnl1"
"CG10082"	7.41424331909132e-21	0.318236357365413	0.601	0.372	1.46490619498606e-16	"6"	"CG10082"
"Ptr1"	3.75264258988509e-20	0.381338028622709	0.721	0.48	7.41447122909495e-16	"6"	"Ptr"
"CG12535"	1.0713211376784e-19	0.306141386002969	0.376	0.192	2.11671630382499e-15	"6"	"CG12535"
"Cys1"	1.03387991141874e-18	0.316198862127761	0.943	0.842	2.04273992898114e-14	"6"	"Cys"
"CG124201"	1.58590482670503e-17	0.25587603387307	0.757	0.515	3.13343075660379e-13	"6"	"CG12420"
"Ndae11"	1.84806443306663e-14	0.269776296849605	0.428	0.253	3.65140570685305e-10	"6"	"Ndae1"
"Nplp21"	3.22415933764708e-14	0.283076602593598	0.329	0.177	6.37029401932311e-10	"6"	"Nplp2"
"drm1"	1.43210383806778e-11	0.397226843333711	0.405	0.266	2.82955076325433e-07	"6"	"drm"
"dpn"	6.79340627101204e-09	0.479834204671974	0.3	0.193	0.000134224121102656	"6"	"dpn"
"Blimp-11"	0.000190807615506144	0.344445463193683	0.305	0.234	1	"6"	"Blimp-1"
"sisA"	1.68643344255167e-89	1.04934456737842	0.26	0.031	3.33205519579359e-85	"7"	"sisA"
"beat-IIIc"	1.40601482741182e-87	2.02715394363916	0.298	0.043	2.77800409600027e-83	"7"	"beat-IIIc"
"ZnT77C"	6.6788549935532e-77	0.866789101706116	0.338	0.064	1.31960816962624e-72	"7"	"ZnT77C"
"Lapsyn1"	5.9346445166138e-62	0.923762959700366	0.376	0.09	1.17256706359256e-57	"7"	"Lapsyn"
"be"	2.12407878022608e-56	1.37743640264479	0.454	0.14	4.19675485397069e-52	"7"	"be"
"pDsRed1"	4.60127280360809e-54	0.341004863827913	0.913	0.55	9.09119480536886e-50	"7"	"pDsRed"
"ps1"	2.98088422346554e-51	1.30633023308673	0.384	0.109	5.88963104872321e-47	"7"	"ps"
"Pka-C31"	8.44532127048585e-50	0.98207940241989	0.564	0.206	1.66862657662259e-45	"7"	"Pka-C3"
"spo"	1.08158449531404e-48	1.41065331925208	0.676	0.323	2.13699464584147e-44	"7"	"spo"
"CrebA"	7.40125367887761e-46	1.04466252366071	0.335	0.094	1.46233970187264e-41	"7"	"CrebA"
"srp1"	1.51372142598579e-44	0.782800155372149	0.483	0.166	2.99081079346272e-40	"7"	"srp"
"CG14427"	6.93603279440041e-43	0.377698305085138	0.549	0.21	1.37042135951763e-38	"7"	"CG14427"
"zfh11"	2.08104885682308e-38	0.294929603760743	0.497	0.18	4.11173633131104e-34	"7"	"zfh1"
"Bsg25D1"	1.56918429328644e-36	1.0269039093175	0.578	0.276	3.10039432667536e-32	"7"	"Bsg25D"
"CR434321"	1.71017260162983e-36	0.593910010904978	0.887	0.518	3.37895902630022e-32	"7"	"CR43432"
"Traf41"	2.32167380557613e-35	0.580409301687733	0.717	0.379	4.58716310505731e-31	"7"	"Traf4"
"Pli"	6.42032661563596e-35	1.21861509406185	0.616	0.316	1.26852813271735e-30	"7"	"Pli"
"CG42666"	1.84035522830492e-34	0.754426552526742	0.277	0.082	3.63617386008486e-30	"7"	"CG42666"
"Hel25E"	5.0851414041344e-34	0.324842327936866	0.971	0.824	1.00472223862887e-29	"7"	"Hel25E"
"HmgZ2"	5.02772837180496e-33	0.354831006469986	0.968	0.796	9.93378571701223e-29	"7"	"HmgZ"
"ZnT63C"	1.2172275999623e-32	0.788559177154342	0.509	0.239	2.40499829200552e-28	"7"	"ZnT63C"
"E(spl)m4-BFM"	2.28232737330074e-32	0.32876509846704	0.613	0.288	4.50942242416761e-28	"7"	"E(spl)m4-BFM"
"Corp"	7.17001934023443e-32	0.656906706414519	0.332	0.12	1.41665242124352e-27	"7"	"Corp"
"D1"	1.39587281027425e-31	0.302652901292086	0.977	0.841	2.75796549853986e-27	"7"	"D1"
"B52"	1.55563364622894e-30	0.319325004330081	0.974	0.825	3.07362095821914e-26	"7"	"B52"
"SNCF1"	2.40671452819105e-29	0.312782197069093	0.806	0.488	4.75518656479987e-25	"7"	"SNCF"
"rap"	2.5549357195218e-29	0.662311140919319	0.52	0.255	5.04804199463117e-25	"7"	"rap"
"Fas21"	3.23079448624854e-29	0.431005838995319	0.292	0.095	6.38340374592987e-25	"7"	"Fas2"
"Obp99a1"	1.86985308862388e-28	0.251473598423898	0.457	0.191	3.69445573250305e-24	"7"	"Obp99a"
"NFAT1"	2.51613941523471e-27	0.962939374366616	0.477	0.229	4.97138825662073e-23	"7"	"NFAT"
"CG81471"	2.62225136224005e-27	0.266663923044415	0.743	0.407	5.18104424151389e-23	"7"	"CG8147"
"Dtg"	3.38192615016251e-27	0.530832223239678	0.806	0.507	6.68200968749109e-23	"7"	"Dtg"
"Inx3"	1.28254198445946e-26	0.328269461651632	0.988	0.857	2.534046452895e-22	"7"	"Inx3"
"Brd1"	5.50370506945532e-26	0.315927264571301	0.902	0.638	1.08742204762298e-21	"7"	"Brd"
"Pino1"	3.5843447787076e-25	0.356855468814482	0.818	0.51	7.08194841377047e-21	"7"	"Pino"
"CG100821"	6.20817524195468e-25	0.405653545969845	0.65	0.37	1.22661126430541e-20	"7"	"CG10082"
"qkr58E-1"	7.59373537996436e-25	0.285967837556361	0.78	0.494	1.50037023637336e-20	"7"	"qkr58E-1"
"cindr"	1.03193097154576e-24	0.805825404771198	0.705	0.419	2.03888921358011e-20	"7"	"cindr"
"Su(var)2052"	1.32946450162712e-24	0.259196294783904	0.96	0.866	2.62675596231486e-20	"7"	"Su(var)205"
"Ocho1"	1.43687785381143e-24	0.335020106835261	0.89	0.63	2.83898326356062e-20	"7"	"Ocho"
"Rtnl11"	2.49514697929139e-24	0.711377726314437	0.939	0.683	4.92991140168393e-20	"7"	"Rtnl1"
"SF2"	3.60688286737435e-24	0.288311618556548	0.968	0.817	7.12647916935823e-20	"7"	"SF2"
"fend1"	5.56951210707699e-24	0.272600753405278	0.555	0.28	1.10042420211627e-19	"7"	"fend"
"dnt"	7.30002233897079e-24	0.358071466463804	0.711	0.425	1.44233841373385e-19	"7"	"dnt"
"CG141111"	7.55410419499785e-24	0.266493440551024	0.835	0.514	1.49253990684768e-19	"7"	"CG14111"
"mnd1"	7.99905512935614e-24	0.715447442412997	0.382	0.168	1.58045331245819e-19	"7"	"mnd"
"CG50592"	8.62206508978814e-24	0.273930450133655	0.957	0.787	1.70354762044034e-19	"7"	"CG5059"
"CG29151"	9.52775134933538e-24	0.276084887064708	0.815	0.544	1.88249311160169e-19	"7"	"CG2915"
"Jupiter"	1.05960411844644e-23	0.272149579996306	0.962	0.805	2.09356581722647e-19	"7"	"Jupiter"
"CG89601"	1.85936538019821e-23	0.371898321953676	0.951	0.753	3.67373411819561e-19	"7"	"CG8960"
"FK506-bp1"	3.55450262578558e-23	0.25893927481465	0.945	0.777	7.02298628802715e-19	"7"	"FK506-bp1"
"CG45050"	4.00527301955564e-23	0.925373041277292	0.821	0.542	7.91361843203802e-19	"7"	"CG45050"
"Caper"	4.35593161885573e-23	0.289015146213607	0.841	0.547	8.60644969253515e-19	"7"	"Caper"
"msi1"	7.4053937950274e-23	0.342170644632066	0.829	0.525	1.46315770602151e-18	"7"	"msi"
"c12.1"	8.05947547013732e-23	0.277128657841279	0.777	0.506	1.59239116338973e-18	"7"	"c12.1"
"CG5869"	8.67197089164191e-23	0.259685106251103	0.694	0.429	1.71340800877061e-18	"7"	"CG5869"
"pum1"	1.61475189094608e-22	0.557946884727934	0.714	0.47	3.19042678613126e-18	"7"	"pum"
"Uhg1"	1.81479774407595e-22	0.293367079795767	0.711	0.428	3.58567738274526e-18	"7"	"Uhg1"
"CG42684"	2.06160082583488e-22	0.544327852746663	0.699	0.426	4.07331091168455e-18	"7"	"CG42684"
"Caf1"	2.13202674622388e-22	0.258298396214982	0.783	0.518	4.21245844518913e-18	"7"	"Caf1"
"CG34383"	4.26714132330533e-22	0.784379555493721	0.645	0.377	8.43101782658667e-18	"7"	"CG34383"
"Cwc25"	7.7720864236853e-22	0.250990763398767	0.809	0.527	1.53560883559174e-17	"7"	"Cwc25"
"CG8223"	1.42093560295361e-21	0.255761827880151	0.829	0.575	2.80748456431574e-17	"7"	"CG8223"
"Oscillin"	1.44491304008231e-21	0.469201500524828	0.266	0.103	2.85485918459463e-17	"7"	"Oscillin"
"cnn1"	2.13082858665645e-21	0.274277749057252	0.552	0.306	4.21009112151581e-17	"7"	"cnn"
"Atg8a1"	2.29783021448463e-21	0.265957921030092	0.945	0.77	4.54005293777872e-17	"7"	"Atg8a"
"FER"	2.44404454191481e-21	0.556075073948675	0.321	0.135	4.82894320591529e-17	"7"	"FER"
"Tm1"	2.52243489346735e-21	0.25840118666093	0.934	0.7	4.98382686251279e-17	"7"	"Tm1"
"Map60"	2.91579710551462e-21	0.265153233112179	0.855	0.605	5.76103192107578e-17	"7"	"Map60"
"Rho1"	3.92948906021676e-21	0.284145058804956	0.925	0.701	7.76388448517628e-17	"7"	"Rho1"
"Sema-1b1"	4.21696228956794e-21	0.46846837962506	0.59	0.339	8.33187409172834e-17	"7"	"Sema-1b"
"Cys2"	6.14229856528253e-21	0.251998996217469	0.968	0.841	1.21359535052852e-16	"7"	"Cys"
"Pabp2"	7.35237807719149e-21	0.270887083594931	0.873	0.622	1.45268286049149e-16	"7"	"Pabp2"
