"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CG6770"	1.78994911328075e-67	1.01645358907058	0.564	0.08	3.5365814580201e-63	"10"	"CG6770"
"CG12728"	2.67606497010265e-66	1.00806803080459	0.713	0.141	5.28736916792882e-62	"10"	"CG12728"
"Sirup"	2.55523202599027e-65	0.676365933555881	0.521	0.069	5.04862743695158e-61	"10"	"Sirup"
"Hsp832"	2.7990272860768e-65	1.83220368074356	0.915	0.307	5.53031811183053e-61	"10"	"Hsp83"
"CG14764"	3.05346335532407e-65	0.400461349699402	0.34	0.028	6.0330328974493e-61	"10"	"CG14764"
"Pglym78"	3.66636340693863e-65	1.09275330880337	0.702	0.141	7.24400081942935e-61	"10"	"Pglym78"
"Hsp60"	3.33740815004401e-64	0.610024526076816	0.479	0.059	6.59405102285696e-60	"10"	"Hsp60"
"cad"	1.4340656953122e-62	0.400232450811753	0.383	0.036	2.83342700079784e-58	"10"	"cad"
"Desat11"	3.4922053311139e-62	1.38252796239924	0.862	0.254	6.89989929321485e-58	"10"	"Desat1"
"CG11674"	1.99657829515097e-60	1.0072098199604	0.702	0.15	3.94483939555928e-56	"10"	"CG11674"
"ade5"	5.39806711259851e-60	0.34152108885449	0.351	0.032	1.06655010010721e-55	"10"	"ade5"
"dco"	1.90471331500995e-58	1.03669633450024	0.723	0.164	3.76333256779666e-54	"10"	"dco"
"Drep-1"	4.22930248425076e-58	0.679059930321828	0.511	0.075	8.35625584838265e-54	"10"	"Drep-1"
"CG14229"	4.27543949674367e-58	0.639557156120911	0.479	0.065	8.44741335766615e-54	"10"	"CG14229"
"AGBE"	1.06786084629111e-55	0.394738600217575	0.34	0.033	2.10987946010198e-51	"10"	"AGBE"
"Tsp39D"	1.11026788852296e-55	0.614776945120822	0.511	0.078	2.19366729414367e-51	"10"	"Tsp39D"
"CG17508"	6.81990677058327e-55	0.782746673840545	0.511	0.08	1.34747717973184e-50	"10"	"CG17508"
"cana"	7.47497622215847e-55	0.540004532816431	0.404	0.048	1.47690580197407e-50	"10"	"cana"
"twe"	4.2265556855055e-54	0.450030753893379	0.319	0.03	8.35082872342177e-50	"10"	"twe"
"Tao1"	4.3786340948055e-54	1.81473233103125	0.915	0.406	8.6513052445167e-50	"10"	"Tao"
"CG32243"	7.4138577983757e-54	0.902882292349778	0.628	0.125	1.46483002380307e-49	"10"	"CG32243"
"Pdk"	7.53191051636679e-54	0.680880958112365	0.511	0.08	1.48815487982375e-49	"10"	"Pdk"
"Dronc"	1.57276032299043e-53	0.537272565978841	0.479	0.07	3.1074598461645e-49	"10"	"Dronc"
"ifc"	2.03585813142835e-53	0.98416441253518	0.713	0.178	4.02244849607613e-49	"10"	"ifc"
"CG2852"	5.61808884073454e-53	1.62238913849385	0.968	0.577	1.11002199315233e-48	"10"	"CG2852"
"norpA"	7.85911324492678e-53	0.53913293821003	0.351	0.038	1.55280359493263e-48	"10"	"norpA"
"Spec2"	8.17535461869572e-53	0.581333104568178	0.489	0.075	1.6152865655619e-48	"10"	"Spec2"
"Dhit"	4.93403389698038e-52	0.742352830853026	0.5	0.079	9.74866417365384e-48	"10"	"Dhit"
"Sec61gamma"	2.4384919448481e-51	1.89419862007878	0.894	0.392	4.81797238463088e-47	"10"	"Sec61gamma"
"mge"	3.44768234534574e-51	0.716300000534019	0.511	0.085	6.81193077793411e-47	"10"	"mge"
"Tif-IA"	1.55564150754785e-50	1.27052230832123	0.777	0.24	3.07363649061304e-46	"10"	"Tif-IA"
"Tal"	1.66170006431903e-50	0.683580784205719	0.511	0.086	3.28318698708154e-46	"10"	"Tal"
"CG2789"	5.01469083418741e-50	0.524684359464114	0.426	0.058	9.90802615018748e-46	"10"	"CG2789"
"piwi"	5.23579489785605e-50	0.453280852099994	0.33	0.035	1.0344883559184e-45	"10"	"piwi"
"wun2"	1.13989035865701e-49	0.606091393043934	0.436	0.062	2.25219537063452e-45	"10"	"wun2"
"CG6878"	2.80522069426421e-49	0.435801130671989	0.351	0.04	5.54255504772723e-45	"10"	"CG6878"
"spir"	3.39333004349953e-49	0.36380733292567	0.309	0.031	6.70454149994637e-45	"10"	"spir"
"wisp1"	1.04949000728621e-48	1.39283507087318	0.883	0.357	2.07358235639609e-44	"10"	"wisp"
"dap1"	1.15231381748074e-48	0.605400849262219	0.5	0.078	2.27674164057845e-44	"10"	"dap"
"CG30440"	1.20440752892863e-48	0.637078572933496	0.436	0.064	2.37966839565719e-44	"10"	"CG30440"
"CG30403"	1.53825065168605e-48	0.299308164784228	0.277	0.025	3.03927563760129e-44	"10"	"CG30403"
"CG184461"	3.94629178301826e-48	0.949809792790313	0.691	0.177	7.79708330488749e-44	"10"	"CG18446"
"Gapdh2"	7.29247652723035e-48	0.612286114132089	0.457	0.071	1.44084751225017e-43	"10"	"Gapdh2"
"CG16817"	1.04027478994172e-47	1.8132691662909	0.947	0.651	2.05537492996686e-43	"10"	"CG16817"
"CG32756"	2.22935122900962e-47	0.728490048642686	0.585	0.121	4.40475215827721e-43	"10"	"CG32756"
"GstD1"	3.09439760216963e-47	0.449598839452761	0.319	0.034	6.11391078236675e-43	"10"	"GstD1"
"Jafrac1"	1.02108589192784e-46	1.20641105407525	0.777	0.254	2.01746150527102e-42	"10"	"Jafrac1"
"plu"	2.38743300274592e-46	0.859544349564337	0.649	0.159	4.71709012682538e-42	"10"	"plu"
"CHIP"	5.51075515872815e-46	0.487333226051707	0.404	0.057	1.08881500426151e-41	"10"	"CHIP"
"CG11267"	9.83716101703973e-46	1.29994460619323	0.84	0.347	1.94362627374671e-41	"10"	"CG11267"
"Nse1"	1.77985435614539e-44	0.516291171197431	0.468	0.08	3.51663623687205e-40	"10"	"Nse1"
"GILT1"	1.7831221022377e-44	1.20764759057113	0.851	0.342	3.52309264960125e-40	"10"	"GILT1"
"Pa1"	1.99512832130424e-44	0.846695173470094	0.649	0.164	3.94197453723292e-40	"10"	"Pa1"
"CG40127"	2.28717341316065e-44	1.42585865534343	0.936	0.555	4.51899722972281e-40	"10"	"CG40127"
"CycB"	2.8640199516364e-44	1.30590957945951	0.979	0.695	5.65873062044319e-40	"10"	"CycB"
"cta"	8.7783137626308e-44	0.963138722236276	0.617	0.153	1.73441923322059e-39	"10"	"cta"
"CG17734"	1.94617370580463e-43	1.07782125785816	0.691	0.202	3.84525000792879e-39	"10"	"CG17734"
"Mdh2"	5.92500443379304e-43	0.289684230938252	0.266	0.026	1.17066237602883e-38	"10"	"Mdh2"
"Use1"	1.39037219231541e-42	0.727927300321106	0.617	0.148	2.74709737757679e-38	"10"	"Use1"
"mei-P26"	3.09854554091917e-42	1.05693865755448	0.723	0.216	6.12210627974809e-38	"10"	"mei-P26"
"Tcp-1zeta"	7.0828326175643e-42	0.672874695754392	0.532	0.111	1.39942606857835e-37	"10"	"Tcp-1zeta"
"awd"	9.86251133208585e-42	1.11206368088407	0.989	0.895	1.94863498899352e-37	"10"	"awd"
"grp"	3.28757633590417e-41	0.962070492428943	0.766	0.266	6.49559332447946e-37	"10"	"grp"
"CG8319"	7.19252438505746e-41	0.299842973984829	0.309	0.037	1.42109896799965e-36	"10"	"CG8319"
"CG4949"	1.14735668852741e-40	1.05950750281129	0.851	0.356	2.26694734519246e-36	"10"	"CG4949"
"crq"	1.70823428977366e-39	0.534525190505975	0.426	0.073	3.37512930973479e-35	"10"	"crq"
"CG1444"	2.24474122657732e-39	0.525770995560972	0.436	0.077	4.43515971547148e-35	"10"	"CG1444"
"CG5704"	3.35161532763034e-39	0.322556692359805	0.266	0.029	6.62212156433202e-35	"10"	"CG5704"
"CG5292"	4.83199159434017e-39	0.987316100623533	0.734	0.249	9.5470489920973e-35	"10"	"CG5292"
"CG15098"	5.69739427699851e-39	1.06939580877278	0.819	0.333	1.12569116124937e-34	"10"	"CG15098"
"CG3726"	3.77211134374612e-38	0.334745888489754	0.287	0.034	7.45293759297358e-34	"10"	"CG3726"
"GPHR"	5.50297525534441e-38	0.567594272194313	0.468	0.093	1.08727785095095e-33	"10"	"GPHR"
"CG14464"	7.4395330006553e-38	1.035594887	0.862	0.412	1.46990293026947e-33	"10"	"CG14464"
"Hsc70-31"	7.61609448418033e-38	0.956430264752423	0.862	0.367	1.50478794818435e-33	"10"	"Hsc70-3"
"Wee1"	9.83232383791767e-38	0.491651933749476	0.457	0.088	1.94267054389577e-33	"10"	"Wee1"
"lost"	1.54370825627137e-37	1.13765757707918	0.915	0.575	3.05005877274097e-33	"10"	"lost"
"l(2)37Cc"	1.82268377684572e-37	0.867157095429922	0.628	0.177	3.60125860629178e-33	"10"	"l(2)37Cc"
"yip2"	1.98262508585342e-37	0.511549782395681	0.447	0.085	3.91727064462919e-33	"10"	"yip2"
"CG6357"	2.03984285947748e-37	0.43012859051342	0.404	0.068	4.03032152175561e-33	"10"	"CG6357"
"CG17322"	2.9120499278654e-37	0.368726730317637	0.383	0.062	5.75362824747646e-33	"10"	"CG17322"
"CG1746"	4.389816030889e-37	1.07008905217254	0.957	0.761	8.67339851383048e-33	"10"	"CG1746"
"CG32425"	1.38156778974484e-36	0.56210539603038	0.447	0.086	2.72970163897785e-32	"10"	"CG32425"
"Sod3"	2.54724671500091e-36	0.815844223034178	0.628	0.179	5.0328500594988e-32	"10"	"Sod3"
"scu"	7.6975859612239e-36	0.970806656828062	0.755	0.289	1.52088903421862e-31	"10"	"scu"
"sra"	1.84736812683678e-35	0.605051229428757	0.436	0.086	3.65002994500411e-31	"10"	"sra"
"PHGPx"	6.47753354899272e-35	0.747379676322275	0.66	0.208	1.27983107860998e-30	"10"	"PHGPx"
"zuc"	6.64031504806574e-35	0.938163082307952	0.691	0.242	1.31199344719683e-30	"10"	"zuc"
"Cyp1"	6.91753374977849e-35	1.04981497956025	0.957	0.741	1.36676631828124e-30	"10"	"Cyp1"
"Uev1A"	6.98405962400183e-35	1.06915462368006	0.936	0.699	1.37991050051028e-30	"10"	"Uev1A"
"l(1)G0255"	1.0401614573329e-34	0.450314527580442	0.383	0.066	2.05515100739835e-30	"10"	"l(1)G0255"
"RabX1"	1.35866362538228e-34	0.337773039949573	0.394	0.07	2.68444759103031e-30	"10"	"RabX1"
"pfk"	1.47717038383166e-34	0.389211317573824	0.351	0.055	2.9185932443746e-30	"10"	"pfk"
"Rrp47"	1.50123636081327e-34	0.894102214010687	0.809	0.36	2.96614280169485e-30	"10"	"Rrp47"
"rig"	1.62232785492626e-34	0.325625026088517	0.287	0.038	3.2053953757633e-30	"10"	"rig"
"Phb2"	1.77803278838066e-34	0.96886663753954	0.649	0.21	3.5130371832825e-30	"10"	"Phb2"
"CG13197"	1.90225208128751e-34	0.931261923217768	0.596	0.172	3.75846966220787e-30	"10"	"CG13197"
"CG6171"	2.975807683069e-34	0.640628093442143	0.585	0.158	5.87960082020773e-30	"10"	"CG6171"
"pncr013:4"	4.17727060556984e-34	0.921475485383316	0.713	0.256	8.25345126248489e-30	"10"	"pncr013:4"
"CG1927"	9.74526691638323e-34	0.652537155854391	0.553	0.144	1.925469837339e-29	"10"	"CG1927"
"dhd"	1.04394013976478e-33	0.964371390957375	0.479	0.105	2.06261692814725e-29	"10"	"dhd"
"CG3679"	1.27750433513185e-33	0.517704762828473	0.468	0.101	2.52409306535351e-29	"10"	"CG3679"
"CG31694"	1.71917691194933e-33	0.990298052273397	0.798	0.356	3.39674974262948e-29	"10"	"CG31694"
"dnc"	2.2421810092933e-33	0.782936547800852	0.66	0.201	4.4301012381617e-29	"10"	"dnc"
"CG41378"	4.29141356881238e-33	0.394908568195123	0.372	0.065	8.4789749292595e-29	"10"	"CG41378"
"ebd2"	6.08536839790996e-33	0.7484433578317	0.553	0.152	1.20234708805905e-28	"10"	"ebd2"
"CG6543"	7.26786599995925e-33	0.893103410748579	0.723	0.281	1.43598496427195e-28	"10"	"CG6543"
"GILT3"	2.0214978448655e-32	0.446131292847748	0.404	0.079	3.99407544188525e-28	"10"	"GILT3"
"CG4511"	2.89049673225865e-32	0.826642485373243	0.649	0.218	5.71104344359664e-28	"10"	"CG4511"
"pum2"	7.03260969411336e-32	1.13559491447955	0.894	0.478	1.38950302336292e-27	"10"	"pum"
"CG14103"	7.4954158344044e-32	0.328623055430057	0.383	0.07	1.48094426056162e-27	"10"	"CG14103"
"CG2316"	9.0089348801314e-32	0.535181115861698	0.521	0.128	1.77998535361636e-27	"10"	"CG2316"
"CG81161"	9.05155645238416e-32	0.799153606875265	0.798	0.347	1.78840652386206e-27	"10"	"CG8116"
"CG6321"	1.05413370238066e-31	0.378170209297104	0.372	0.067	2.0827573691637e-27	"10"	"CG6321"
"CG450501"	1.55218066847676e-31	1.02896127283094	0.883	0.553	3.06679856477638e-27	"10"	"CG45050"
"Cdk7"	5.1228437034243e-31	0.433887572105443	0.394	0.078	1.01217145892257e-26	"10"	"Cdk7"
"Maf1"	5.23601856209813e-31	0.852198863422806	0.734	0.298	1.03453254749935e-26	"10"	"Maf1"
"eIF-4E"	7.17681603153927e-31	1.01747396221988	0.809	0.424	1.41799531151153e-26	"10"	"eIF-4E"
"lok"	8.16506018940304e-31	0.92989370360436	0.713	0.284	1.61325259222225e-26	"10"	"lok"
"CG7220"	1.08723167175314e-30	0.80126570884984	0.649	0.229	2.14815233704985e-26	"10"	"CG7220"
"CG436581"	1.3486368619891e-30	0.555984381377916	0.596	0.168	2.66463671191807e-26	"10"	"CG43658"
"lgs1"	3.34721262756604e-30	0.679645432002685	0.713	0.267	6.61342270954498e-26	"10"	"lgs"
"Atf6"	3.91086636159648e-30	0.836741418323098	0.606	0.195	7.72708975724233e-26	"10"	"Atf6"
"PEK"	4.12581805615973e-30	0.343826954835079	0.34	0.059	8.15179131536039e-26	"10"	"PEK"
"spn-E"	1.66646489123016e-29	0.373847526335465	0.33	0.057	3.29260133209255e-25	"10"	"spn-E"
"Swip-1"	2.51115924635712e-29	0.329748351025063	0.309	0.05	4.9615484389524e-25	"10"	"Swip-1"
"ref(2)P1"	2.73567899816576e-29	0.928278688564987	0.755	0.334	5.40515456457592e-25	"10"	"ref(2)P"
"fu2"	4.18009048648298e-29	0.491126953429135	0.468	0.115	8.25902278319307e-25	"10"	"fu2"
"Trxr-1"	6.23004779642348e-29	0.348797374243676	0.34	0.061	1.23093284361735e-24	"10"	"Trxr-1"
"squ"	7.24318575857409e-29	0.434943327756277	0.426	0.094	1.43110864217907e-24	"10"	"squ"
"Unr"	8.38735329071687e-29	1.07991157462277	0.936	0.655	1.65717326317984e-24	"10"	"Unr"
"CG8726"	2.62289657026569e-28	0.334667454078824	0.319	0.055	5.18231904353095e-24	"10"	"CG8726"
"CG4570"	4.92839789781063e-28	0.815521779395711	0.638	0.237	9.73752856649423e-24	"10"	"CG4570"
"CG8289"	7.71777475363652e-28	0.702986243017071	0.596	0.199	1.5248779358235e-23	"10"	"CG8289"
"CG3011"	1.00107742088802e-27	0.36565073919906	0.351	0.069	1.97792876819055e-23	"10"	"CG3011"
"Sod"	1.18408059995371e-27	1.01143216803604	0.83	0.5	2.33950644938854e-23	"10"	"Sod"
"CG3939"	1.18869833774097e-27	0.29578256820433	0.255	0.037	2.3486301757086e-23	"10"	"CG3939"
"Prosalpha3"	1.21324941154042e-27	0.817910710648189	0.819	0.429	2.39713818732156e-23	"10"	"Prosalpha3"
"CG11555"	1.4460192259604e-27	0.769546611856916	0.67	0.264	2.85704478665255e-23	"10"	"CG11555"
"myo"	1.48251020567669e-27	0.803136042320336	0.66	0.252	2.92914366437601e-23	"10"	"myo"
"eIF51"	1.66273124280544e-27	0.923826184534094	0.915	0.61	3.285224389535e-23	"10"	"eIF5"
"Vha55"	2.30606127779569e-27	0.286293913221311	0.33	0.06	4.55631587266872e-23	"10"	"Vha55"
"CG4911"	3.62221218676113e-27	0.647790155655334	0.596	0.197	7.15676683860265e-23	"10"	"CG4911"
"Jwa"	7.26459223150607e-27	0.59264096960836	0.436	0.109	1.43533813310097e-22	"10"	"Jwa"
"shep"	7.89469494628515e-27	0.467809171773133	0.5	0.131	1.55983382748702e-22	"10"	"shep"
"Kdm4B"	1.36946242671207e-26	0.31861498732126	0.277	0.044	2.70578386269772e-22	"10"	"Kdm4B"
"Tcp-1eta"	1.41329424551751e-26	0.591767818390072	0.564	0.18	2.7923867702935e-22	"10"	"Tcp-1eta"
"CG5727"	1.41456002172266e-26	0.455568512266683	0.426	0.102	2.79488769091963e-22	"10"	"CG5727"
"Vps26"	1.60718748005695e-26	0.485615145575909	0.383	0.084	3.17548102309653e-22	"10"	"Vps26"
"Droj2"	1.71044933246753e-26	0.912246589306738	0.819	0.452	3.37950579108934e-22	"10"	"Droj2"
"Tre1"	1.71437043233549e-26	0.649839956490259	0.649	0.244	3.38725310020846e-22	"10"	"Tre1"
"uex1"	1.87263471014626e-26	0.795722369308837	0.734	0.316	3.69995166030697e-22	"10"	"uex"
"CG11334"	2.0426999668419e-26	0.427060396332672	0.447	0.111	4.03596659448623e-22	"10"	"CG11334"
"MED26"	2.42992627271213e-26	0.970199653628391	0.872	0.539	4.80104832962463e-22	"10"	"MED26"
"Prosalpha4"	3.8972483607313e-26	0.877781997445719	0.84	0.526	7.70018331113291e-22	"10"	"Prosalpha4"
"aurA"	6.0658143937473e-26	0.517260819143127	0.415	0.1	1.19848360791659e-21	"10"	"aurA"
"Rb97D"	6.67212879379318e-26	0.560114473012917	0.617	0.216	1.31827920707766e-21	"10"	"Rb97D"
"blw"	1.07362337127917e-25	0.765847944810512	0.936	0.639	2.12126505697338e-21	"10"	"blw"
"Rad23"	1.2764970320222e-25	0.952990203630866	0.819	0.508	2.52210283586947e-21	"10"	"Rad23"
"CG1667"	1.40463272772845e-25	0.686328551883033	0.638	0.242	2.77527334344587e-21	"10"	"CG1667"
"CG1578"	1.60801066056038e-25	0.488968855442578	0.447	0.114	3.17710746313521e-21	"10"	"CG1578"
"CG12288"	2.30314776177713e-25	0.418564727180198	0.447	0.114	4.55055934771925e-21	"10"	"CG12288"
"bel"	2.6144208015523e-25	0.874394766797702	0.691	0.301	5.16557261970703e-21	"10"	"bel"
"Dph5"	6.55836291430663e-25	0.656862389452111	0.66	0.265	1.2958013446087e-20	"10"	"Dph5"
"CG33181"	6.93608053549613e-25	0.492135096005135	0.468	0.128	1.37043079220332e-20	"10"	"CG33181"
"Bsg25D2"	7.23337896850077e-25	0.751898500083201	0.691	0.288	1.42917101659638e-20	"10"	"Bsg25D"
"mei-S332"	1.00972150895987e-24	0.458759808174558	0.447	0.119	1.99500775740292e-20	"10"	"mei-S332"
"Hsp26"	1.0915641003039e-24	0.487684741087955	0.287	0.051	2.15671234938044e-20	"10"	"Hsp26"
"CG2604"	1.16118000557277e-24	0.542734894982863	0.468	0.129	2.29425945501068e-20	"10"	"CG2604"
"Mad"	1.33151284139586e-24	0.660514859532267	0.596	0.216	2.63080307202994e-20	"10"	"Mad"
"CG8188"	1.42682206854729e-24	0.565870874111663	0.521	0.165	2.81911504303573e-20	"10"	"CG8188"
"CG7453"	1.52426409291918e-24	0.441673467449667	0.489	0.141	3.01164099478972e-20	"10"	"CG7453"
"bs"	2.04134024267607e-24	0.276715037982597	0.298	0.055	4.03328005147938e-20	"10"	"bs"
"Moe"	2.27315070127891e-24	0.972002416293029	0.702	0.311	4.49129115558688e-20	"10"	"Moe"
"Pi3K21B"	2.47672978252986e-24	0.589938316749693	0.383	0.089	4.89352270432249e-20	"10"	"Pi3K21B"
"CG11999"	2.84230145469859e-24	0.530055952452762	0.5	0.151	5.61581921419347e-20	"10"	"CG11999"
"VhaM9.7-b"	2.9424745853543e-24	0.812325773126427	0.766	0.382	5.81374128574303e-20	"10"	"VhaM9.7-b"
"CG2059"	4.56843131091381e-24	0.302186767105323	0.287	0.052	9.0263065841035e-20	"10"	"CG2059"
"MAN1"	5.37878256916481e-24	0.405824488626765	0.33	0.068	1.06273986001558e-19	"10"	"MAN1"
"Pde11"	8.30840698771854e-24	0.31114605065636	0.266	0.045	1.64157505263343e-19	"10"	"Pde11"
"CG10075"	1.18156295738513e-23	0.37808279580397	0.394	0.097	2.33453209120154e-19	"10"	"CG10075"
"Sip1"	2.39272912173414e-23	0.418985514837081	0.468	0.133	4.72755419872231e-19	"10"	"Sip1"
"CG12948"	2.41004734743616e-23	0.724320892327044	0.553	0.199	4.76177154906437e-19	"10"	"CG12948"
"CG9399"	2.92410575951399e-23	0.56534589716125	0.521	0.168	5.77744815964775e-19	"10"	"CG9399"
"CG6509"	4.14159425313964e-23	0.457462726444782	0.372	0.088	8.1829619253533e-19	"10"	"CG6509"
"Ric"	4.75998796978664e-23	0.562032477792172	0.415	0.111	9.40478423070445e-19	"10"	"Ric"
"eIF4G2"	4.89548901633553e-23	0.534176663594203	0.564	0.191	9.67250719847575e-19	"10"	"eIF4G2"
"CkIIalpha1"	1.71670391105787e-22	0.83863980163059	0.819	0.503	3.39186358746813e-18	"10"	"CkIIalpha"
"DnaJ-1"	2.05348306480613e-22	0.742966762439258	0.606	0.244	4.05727183944396e-18	"10"	"DnaJ-1"
"CG6664"	2.23921507497131e-22	0.43326384037181	0.362	0.086	4.42424114512832e-18	"10"	"CG6664"
"CG7772"	2.37682412239822e-22	0.355020170946469	0.362	0.085	4.6961291010344e-18	"10"	"CG7772"
"CG40228"	4.47321836782588e-22	0.672270059906215	0.723	0.35	8.83818485115037e-18	"10"	"CG40228"
"tub"	4.66598025201115e-22	0.480651463836994	0.5	0.164	9.21904378192362e-18	"10"	"tub"
"CG14036"	4.72397596865747e-22	0.408803340640787	0.351	0.082	9.33363171887343e-18	"10"	"CG14036"
"mav"	6.66695216132374e-22	0.712663048124135	0.734	0.374	1.31725640803435e-17	"10"	"mav"
"Reps"	7.00384276988653e-22	0.428733493926503	0.447	0.127	1.38381925447418e-17	"10"	"Reps"
"CG5235"	1.31479492190789e-21	0.754262525545962	0.691	0.323	2.59777180670561e-17	"10"	"CG5235"
"mod(r)"	1.55167514393707e-21	0.452594178717409	0.372	0.095	3.06579974939086e-17	"10"	"mod(r)"
"Bdbt"	1.61553898507867e-21	0.34125640165716	0.33	0.075	3.19198192671844e-17	"10"	"Bdbt"
"CG2034"	2.08381056084202e-21	0.462990374612348	0.436	0.128	4.11719290611166e-17	"10"	"CG2034"
"CG9393"	2.40208241180944e-21	0.379986382717269	0.415	0.115	4.74603442925309e-17	"10"	"CG9393"
"me31B"	2.66724369567127e-21	0.701799304585591	0.894	0.622	5.26994009390729e-17	"10"	"me31B"
"CG2147"	3.20594888023145e-21	0.331185738341016	0.351	0.084	6.33431379756129e-17	"10"	"CG2147"
"hop"	3.25692180415509e-21	0.344902234109769	0.319	0.071	6.43502610064963e-17	"10"	"hop"
"CG11284"	3.49516599190786e-21	0.296518310349901	0.372	0.093	6.90574896681154e-17	"10"	"CG11284"
"CG10462"	4.99978628219159e-21	0.316625273616096	0.33	0.074	9.87857773635414e-17	"10"	"CG10462"
"Alg-2"	7.0033121484411e-21	0.649149444470699	0.574	0.227	1.38371441428899e-16	"10"	"Alg-2"
"nudC"	7.25519217194988e-21	0.443616890278096	0.426	0.121	1.43348086933386e-16	"10"	"nudC"
"Pur-alpha"	1.03193570228036e-20	0.458145535470364	0.447	0.136	2.03889856056554e-16	"10"	"Pur-alpha"
"Prosalpha5"	1.23357065749871e-20	0.769617097046021	0.83	0.572	2.43728890508596e-16	"10"	"Prosalpha5"
"Oatp30B"	1.24090136138606e-20	0.498707324185024	0.426	0.122	2.45177290982657e-16	"10"	"Oatp30B"
"Rab5"	1.28775987193621e-20	0.639880981537223	0.638	0.282	2.54435595497156e-16	"10"	"Rab5"
"CG4502"	1.32993307211236e-20	0.506561038589963	0.521	0.187	2.62768176387961e-16	"10"	"CG4502"
"Rpt6"	1.38614654229902e-20	0.70925500166537	0.691	0.347	2.7387483382744e-16	"10"	"Rpt6"
"NAA20"	1.69157647167954e-20	0.752218286755721	0.787	0.466	3.34221679274443e-16	"10"	"NAA20"
"CG8379"	1.79310298736263e-20	0.38738321137445	0.394	0.107	3.54281288243108e-16	"10"	"CG8379"
"CG38001"	1.8723324746587e-20	0.633684169837083	0.968	0.889	3.69935450343067e-16	"10"	"CG3800"
"tan"	1.99261567569077e-20	0.564757383807524	0.574	0.231	3.93701005202982e-16	"10"	"tan"
"CG5708"	1.99476556120014e-20	0.615733243782854	0.553	0.211	3.94125779581923e-16	"10"	"CG5708"
"Npc2a"	2.24454252738164e-20	0.664705247319984	0.745	0.399	4.43476712560064e-16	"10"	"Npc2a"
"CG8490"	2.45651884127722e-20	0.410789742571822	0.511	0.173	4.85358992659552e-16	"10"	"CG8490"
"Bgb"	2.48368960964501e-20	0.604026508778336	0.606	0.254	4.90727393073661e-16	"10"	"Bgb"
"Mdh1"	2.64185180147468e-20	0.486005974622284	0.543	0.201	5.21977078935366e-16	"10"	"Mdh1"
"CG7840"	3.04511985239689e-20	0.689449903758252	0.702	0.369	6.01654780436578e-16	"10"	"CG7840"
"CG17454"	4.13415871598315e-20	0.72784689917258	0.851	0.595	8.16827079103951e-16	"10"	"CG17454"
"CG2921"	4.6862542111301e-20	0.254316253228519	0.319	0.074	9.25910107035085e-16	"10"	"CG2921"
"Nse4"	5.87669447679753e-20	0.374412541060168	0.33	0.079	1.16111729472566e-15	"10"	"Nse4"
"CG7369"	6.54527635173733e-20	0.370041945715301	0.34	0.085	1.29321570157626e-15	"10"	"CG7369"
"mRpL10"	7.91928567091768e-20	0.530317316649266	0.511	0.184	1.56469246285991e-15	"10"	"mRpL10"
"GstO1"	1.04560382494607e-19	0.311068195390613	0.34	0.084	2.06590403732844e-15	"10"	"GstO1"
"SrpRbeta"	1.1720021563995e-19	0.411145887627605	0.404	0.118	2.31564186061412e-15	"10"	"SrpRbeta"
"RapGAP11"	1.36447621460122e-19	0.703205751415529	0.755	0.386	2.6959321048091e-15	"10"	"RapGAP1"
"Rpn6"	1.46932431414873e-19	0.774336868656274	0.755	0.456	2.90309097989507e-15	"10"	"Rpn6"
"Mtpalpha"	1.52735666421682e-19	0.382739623718307	0.479	0.155	3.01775129715959e-15	"10"	"Mtpalpha"
"Prosbeta5"	1.53062045694768e-19	0.60846302725048	0.819	0.501	3.02419989883723e-15	"10"	"Prosbeta5"
"CG4091"	2.05386567973655e-19	0.390741222343763	0.479	0.161	4.05802781002348e-15	"10"	"CG4091"
"Cct5"	2.19887166131951e-19	0.704058745344672	0.564	0.242	4.34453062843509e-15	"10"	"Cct5"
"Vha13"	2.29802498529486e-19	0.646645255357678	0.691	0.35	4.54043776594559e-15	"10"	"Vha13"
"CG13994"	2.9897582103536e-19	0.403603739282733	0.447	0.138	5.90716427201664e-15	"10"	"CG13994"
"eIF4G1"	4.19517896597642e-19	0.696412991926829	0.83	0.509	8.28883460097621e-15	"10"	"eIF4G"
"mrj1"	5.03451646176489e-19	0.653078918349756	0.787	0.475	9.94719762515507e-15	"10"	"mrj"
"msk"	5.0784603306837e-19	0.408360806871845	0.511	0.181	1.00340219213649e-14	"10"	"msk"
"Cctgamma"	5.26899017864836e-19	0.513134278832878	0.681	0.325	1.04104707949734e-14	"10"	"Cctgamma"
"Spn88Ea"	5.45818138896305e-19	0.449773321208179	0.404	0.12	1.07842747883132e-14	"10"	"Spn88Ea"
"CG34200"	5.79232994692397e-19	0.435779536980512	0.404	0.12	1.14444855091324e-14	"10"	"CG34200"
"icln"	5.91909295957298e-19	0.482898505880479	0.543	0.208	1.16949438695243e-14	"10"	"icln"
"SamDC"	6.42772518207977e-19	0.304549954420323	0.383	0.107	1.26998994147532e-14	"10"	"SamDC"
"Rpt1"	7.12030518816672e-19	0.551641152709673	0.606	0.262	1.40682989907798e-14	"10"	"Rpt1"
"Pgam5"	7.66587315764805e-19	0.516054524324371	0.574	0.236	1.5146232184881e-14	"10"	"Pgam5"
