"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"TF"
"246"	4.50686272879798e-86	0.576097002740284	0.981	0.534	7.88385497148631e-82	2	"CG17124"	FALSE
"247"	2.58269916510209e-85	0.537113564045097	0.998	0.859	4.51791564951308e-81	2	"Pglym78"	FALSE
"248"	5.22403176232568e-85	0.548117450310934	0.996	0.651	9.13839876183632e-81	2	"ox"	FALSE
"249"	1.41464457292728e-84	0.648041802356439	0.903	0.452	2.47463775142169e-80	2	"Frq1"	FALSE
"250"	5.2297622740921e-84	0.720525708117664	0.998	0.73	9.14842314606931e-80	2	"cpx"	FALSE
"251"	7.53814679780787e-84	0.511167765947401	0.979	0.517	1.31864801934053e-79	2	"CG11000"	FALSE
"252"	1.10327061484507e-82	0.461480209437664	0.99	0.516	1.92995128654848e-78	2	"Tsp42Ej"	FALSE
"253"	1.36233556398047e-82	0.468514408721991	1	0.715	2.38313360207104e-78	2	"sun"	FALSE
"254"	2.57245087226178e-82	0.468948599574823	0.994	0.548	4.49998831084753e-78	2	"CadN"	FALSE
"255"	2.66395528955543e-81	0.440997627612106	1	0.789	4.66005698801932e-77	2	"COX4"	FALSE
"256"	7.43115477816577e-81	0.468909989525989	0.967	0.486	1.29993190534454e-76	2	"GluClalpha"	FALSE
"257"	1.09190951784401e-80	0.488939487501999	1	0.642	1.91007731956453e-76	2	"VhaM9.7-a"	FALSE
"258"	1.19987727315175e-80	0.457151030495082	1	0.764	2.09894531392435e-76	2	"Neb-cGP"	FALSE
"259"	3.25803423065971e-80	0.455868189595486	0.946	0.453	5.69927927969303e-76	2	"nAChRalpha1"	FALSE
"260"	3.36903821738852e-80	0.63331834676938	0.608	0.225	5.89345855367774e-76	2	"beat-Ib"	FALSE
"261"	4.37289077753448e-80	0.527524857290272	1	0.622	7.64949783714106e-76	2	"Syt1"	FALSE
"262"	3.08848899874358e-78	0.581047848419287	0.998	0.668	5.40269380550214e-74	2	"fz2"	FALSE
"263"	1.37258367811949e-77	0.445641265201965	0.988	0.575	2.40106062813443e-73	2	"ND-B14"	FALSE
"264"	2.55858338580194e-77	0.445902246398299	0.975	0.535	4.47572991678333e-73	2	"ND-B14.5B"	FALSE
"265"	8.21437513233828e-77	0.553876367424043	1	0.83	1.43694064189994e-72	2	"fne"	FALSE
"266"	1.03989800080268e-76	0.437879214573557	0.963	0.535	1.81909357280413e-72	2	"ND-B17.2"	FALSE
"267"	1.22030137044659e-76	0.445079922871883	0.998	0.633	2.13467318732222e-72	2	"AP-2sigma"	FALSE
"268"	5.12883377183403e-76	0.491645244048237	1	0.83	8.97186891706926e-72	2	"Tpi"	FALSE
"269"	5.75717180934989e-76	0.494196896934241	1	0.846	1.00710206460958e-71	2	"Sap47"	FALSE
"270"	1.24270804994107e-75	0.447579742098675	0.99	0.564	2.17386919176191e-71	2	"Ih"	FALSE
"271"	3.23002539120461e-75	1.13905757421763	0.485	0.152	5.65028341683422e-71	2	"Dsk"	FALSE
"272"	3.56886811021838e-75	0.521734053807886	0.93	0.492	6.24302098520502e-71	2	"CG43729"	FALSE
"273"	1.86404264454372e-74	0.479509383120723	1	0.713	3.26076979810033e-70	2	"CG7646"	FALSE
"274"	1.46108715702454e-73	0.516257764893494	0.856	0.428	2.55587976378302e-69	2	"CG17716"	FALSE
"275"	2.43162656263758e-73	0.464701157406724	1	0.725	4.25364434602191e-69	2	"7B2"	FALSE
"276"	2.77503738906082e-73	0.484609959147496	1	0.958	4.8543729046841e-69	2	"Ald"	FALSE
"277"	9.4170381225698e-73	0.47303860147968	0.988	0.563	1.64732247878114e-68	2	"CASK"	FALSE
"278"	2.40800684294917e-71	0.556263968208704	0.983	0.632	4.21232637037099e-67	2	"CG32264"	FALSE
"279"	1.0864345373646e-70	0.475863824537217	0.812	0.368	1.9004999362119e-66	2	"dpr9"	FALSE
"280"	1.58022916310522e-70	0.444475003861184	0.983	0.58	2.76429487501996e-66	2	"MESK2"	FALSE
"281"	3.01201780007584e-70	0.483552107007312	0.998	0.672	5.26892273767267e-66	2	"sm"	FALSE
"282"	3.06982935621187e-70	0.443795848702115	0.998	0.731	5.37005249282143e-66	2	"ATPsynO"	FALSE
"283"	1.80993148810002e-67	0.43895926808838	1	0.649	3.16611315213337e-63	2	"shi"	FALSE
"284"	9.08747715552434e-67	0.447069029614428	0.998	0.735	1.58967237881587e-62	2	"tna"	FALSE
"285"	3.72315747615604e-66	0.50667261963933	0.928	0.487	6.51291937303976e-62	2	"CG32017"	FALSE
"286"	1.5599081271417e-64	0.48156530913764	0.68	0.288	2.72874728680897e-60	2	"Octalpha2R"	FALSE
"287"	8.73150177784946e-63	0.476339192481671	0.977	0.569	1.52740160599921e-58	2	"Hsp23"	FALSE
"288"	7.96484610614113e-62	0.506771847359621	0.788	0.392	1.39329052934727e-57	2	"5-HT1A"	FALSE
"289"	3.11550951581351e-60	0.513774835031359	1	0.769	5.44996079601257e-56	2	"IA-2"	FALSE
"290"	7.17635996576488e-59	0.465918428765561	0.983	0.693	1.25536064881125e-54	2	"Rbp6"	FALSE
"291"	2.10056009871212e-54	0.717060907047587	0.602	0.276	3.67450978067711e-50	2	"beat-Ic"	FALSE
"292"	1.06780102376926e-53	0.455900396132019	0.917	0.532	1.86790433087956e-49	2	"Pkc53E"	FALSE
"293"	1.09931761945881e-50	0.638189330402704	0.654	0.322	1.92303631171929e-46	2	"Pvf3"	FALSE
"294"	6.39458623759328e-49	0.438484967770613	0.476	0.189	1.11860497054219e-44	2	"CG34355"	FALSE
"295"	2.63918002535007e-48	0.632121935881695	0.92	0.641	4.61671761834488e-44	2	"Cbp53E"	FALSE
"296"	1.39594018906711e-35	0.549383327933874	0.394	0.171	2.4419181727351e-31	2	"CG43689"	FALSE
"297"	3.53381173175206e-32	0.630212347194304	0.909	0.654	6.18169686235388e-28	2	"CG31221"	FALSE
"298"	8.86535991515232e-24	0.610507453321542	0.6	0.353	1.5508174099576e-19	2	"Dh31"	FALSE
"299"	2.40322076961232e-16	0.883095353711003	0.942	0.565	4.20395409228283e-12	2	"Ms"	FALSE
"300"	4.52593027040567e-16	0.891958992690609	0.975	0.702	7.91720982202064e-12	2	"CG14989"	FALSE
"301"	2.14143102037361e-94	0.795388096311396	0.995	0.945	3.74600528393956e-90	3	"Cam"	FALSE
"302"	3.18021418077873e-85	0.731149823725783	0.98	0.846	5.56314866643623e-81	3	"miple1"	FALSE
"303"	1.45677059512597e-83	0.701625288459931	0.993	0.877	2.54832880205386e-79	3	"nrv3"	FALSE
"304"	3.25392256669205e-69	0.706358990073902	0.956	0.764	5.69208674591441e-65	3	"Rdl"	FALSE
"305"	1.13353568205935e-68	0.574314339467426	0.985	0.898	1.98289396862641e-64	3	"Gbeta13F"	FALSE
"306"	7.84379864660331e-66	0.666492163751721	0.993	0.96	1.37211569725032e-61	3	"Ald"	FALSE
"307"	2.49970397493484e-65	0.637942328652921	0.99	0.891	4.37273216335352e-61	3	"shep"	FALSE
"308"	4.57347787915333e-57	0.670530078615696	0.934	0.738	8.00038485400292e-53	3	"nSyb"	FALSE
"309"	2.36540358020117e-56	0.615995285462124	0.941	0.799	4.1378004828459e-52	3	"CG30172"	FALSE
"310"	4.63698383772392e-56	0.586949307978288	0.993	0.866	8.11147582733046e-52	3	"fax"	FALSE
"311"	4.62140054429608e-54	0.586102110461461	0.973	0.852	8.08421597213714e-50	3	"Sap47"	FALSE
"312"	4.22499026599889e-53	0.605757019292813	0.971	0.865	7.39077547231186e-49	3	"Pglym78"	FALSE
"313"	8.55210863149259e-53	0.498610239113601	0.978	0.889	1.496020362907e-48	3	"Vha16-1"	FALSE
"314"	1.61122088462106e-51	0.644437717250638	0.959	0.844	2.81850869346762e-47	3	"bru3"	FALSE
"315"	3.92534674176277e-50	0.611007102055971	0.959	0.838	6.86660905536561e-46	3	"Tpi"	FALSE
"316"	1.41451815373442e-47	0.572303653411589	0.976	0.917	2.47441660632763e-43	3	"Gapdh1"	FALSE
"317"	3.67474120606375e-46	0.535817976703673	0.983	0.836	6.42822479176732e-42	3	"fne"	FALSE
"318"	7.74256854258287e-46	0.574995300721285	0.905	0.775	1.35440751515402e-41	3	"CG7781"	FALSE
"319"	3.49100077665631e-45	0.669101662301076	0.932	0.781	6.10680765860488e-41	3	"IA-2"	FALSE
"320"	6.20901468003876e-45	0.497048999599848	0.971	0.891	1.08614293797918e-40	3	"Atpalpha"	FALSE
"321"	2.01887818811296e-42	0.499061488477771	0.988	0.948	3.53162361446601e-38	3	"Gapdh2"	FALSE
"322"	2.13366553616208e-42	0.747274269571566	0.778	0.635	3.73242112240833e-38	3	"jim"	TRUE
"323"	2.215382672466e-41	0.5014507262126	0.98	0.916	3.87536890894477e-37	3	"Eno"	FALSE
"324"	3.13096927753231e-41	0.524128193804755	0.951	0.859	5.47700455718726e-37	3	"Syx1A"	FALSE
"325"	3.41253149757718e-39	0.480856412716083	0.922	0.768	5.96954134871177e-35	3	"nAChRalpha6"	FALSE
"326"	2.68977805527554e-38	0.666198176118795	0.878	0.818	4.7052287520935e-34	3	"Ggamma30A"	FALSE
"327"	1.10127693663727e-37	1.12267004908456	0.207	0.644	1.92646374525957e-33	3	"Ms"	FALSE
"328"	1.93061433577021e-34	0.542182863676466	0.878	0.794	3.37722365756283e-30	3	"Pgk"	FALSE
"329"	5.64587956488574e-33	0.526274180934794	0.89	0.735	9.87633712285463e-29	3	"Sh"	FALSE
"330"	2.79446417859787e-32	0.5751194588946	0.827	0.696	4.88835618762125e-28	3	"sm"	FALSE
"331"	2.86033703087896e-32	0.573068132720995	0.829	0.684	5.00358756811656e-28	3	"Cngl"	FALSE
"332"	8.57670831821962e-32	0.574034564219033	0.846	0.746	1.50032358610616e-27	3	"7B2"	FALSE
"333"	9.08962401364064e-31	0.482893786037626	0.861	0.75	1.59004792870616e-26	3	"Appl"	FALSE
"334"	1.83428240775158e-30	0.586736630283954	0.839	0.779	3.20871021587984e-26	3	"Sdc"	FALSE
"335"	1.06247364731013e-29	0.540760466125759	0.773	0.693	1.85858515123961e-25	3	"CG31030"	FALSE
"336"	1.49007609311605e-29	0.534384169574439	0.795	0.633	2.60659010968792e-25	3	"Dhit"	FALSE
"337"	2.81897150533257e-29	0.494072592242772	0.915	0.818	4.93122685427826e-25	3	"Ldh"	FALSE
"338"	3.21634363473973e-29	0.564196106791552	0.849	0.751	5.62634992025022e-25	3	"cpx"	FALSE
"339"	1.73182010301557e-28	0.66527724694232	0.81	0.717	3.02947290620514e-24	3	"Rbp6"	FALSE
"340"	2.06458191350938e-28	0.517609466391265	0.895	0.811	3.61157314130196e-24	3	"Cyt-c-p"	FALSE
"341"	5.90725798648665e-28	0.909350209843065	0.076	0.374	1.03335663957611e-23	3	"SIFa"	FALSE
"342"	8.63310822891217e-28	0.65694387104218	0.685	0.556	1.51018962248361e-23	3	"CG11000"	FALSE
"343"	1.51831018942121e-27	0.605474353045176	0.066	0.356	2.65598001435453e-23	3	"Crz"	FALSE
"344"	8.35722756838626e-26	0.536148303937173	0.766	0.673	1.46192981853781e-21	3	"VhaM9.7-a"	FALSE
"345"	2.58240127106039e-25	0.558785643411271	0.727	0.696	4.51739454346593e-21	3	"CG32767"	TRUE
"346"	8.55539424971348e-25	0.561569781880558	0.751	0.665	1.49659511610238e-20	3	"CanB"	FALSE
"347"	6.7246390415966e-24	0.581628497718665	0.749	0.65	1.17634110754649e-19	3	"CG2269"	FALSE
"348"	8.94938188491377e-24	0.523689183889227	0.737	0.633	1.56551537312797e-19	3	"nAChRalpha5"	FALSE
"349"	1.65318285283906e-23	0.486958918665493	0.878	0.837	2.89191276447137e-19	3	"HmgZ"	TRUE
"350"	3.80141919833963e-23	0.536050708317537	0.705	0.601	6.64982260365551e-19	3	"Ih"	FALSE
"351"	4.21966429228416e-23	0.677855828479177	0.607	0.522	7.38145874649268e-19	3	"CG16779"	TRUE
"352"	3.15589492178605e-22	0.631882346468834	0.649	0.571	5.52060698668034e-18	3	"CG4587"	FALSE
"353"	3.90256245430538e-22	0.574400919502968	0.69	0.605	6.8267525013164e-18	3	"lncRNA:CR31451"	FALSE
"354"	4.99983317709829e-22	0.576255949651026	0.729	0.665	8.74620817669804e-18	3	"CG32264"	FALSE
"355"	7.4475894816552e-19	0.957790494039409	0.107	0.356	1.30280682802594e-14	3	"ITP"	FALSE
"356"	8.92157488170767e-19	0.623686386964267	0.602	0.542	1.56065109405712e-14	3	"GABA-B-R1"	FALSE
"357"	2.5865433213391e-18	0.512508058392594	0.685	0.672	4.52464023201848e-14	3	"AP-2sigma"	FALSE
"358"	3.30332029204516e-18	0.544052451149533	0.639	0.587	5.77849818687461e-14	3	"CG31140"	FALSE
"359"	1.77519926283966e-17	0.786058184443394	0.641	0.589	3.10535607048541e-13	3	"rad"	FALSE
"360"	2.36565294223731e-17	0.557243578515345	0.612	0.581	4.13823669185573e-13	3	"CG4612"	FALSE
"361"	2.58284703936483e-16	0.520039173920736	0.712	0.646	4.51817432596089e-12	3	"jeb"	FALSE
"362"	5.88075014024587e-15	0.547411827318205	0.654	0.595	1.02871962203321e-10	3	"CG43222"	FALSE
"363"	1.35286478289797e-14	0.567555151484204	0.659	0.615	2.36656636472342e-10	3	"scrt"	TRUE
"364"	3.38394026779064e-14	0.488617020756856	0.656	0.662	5.91952671044617e-10	3	"Dak1"	FALSE
"365"	4.38648599784883e-14	0.530977710174932	0.146	0.376	7.67327995603696e-10	3	"Vmat"	FALSE
"366"	9.58857585241125e-14	0.631075485656608	0.69	0.67	1.6773295738623e-09	3	"Cbp53E"	FALSE
"367"	2.62481023212701e-13	0.493109558918817	0.685	0.69	4.59158053905978e-09	3	"jdp"	FALSE
"368"	3.14628187098156e-13	0.595505189275479	0.566	0.495	5.50379087690804e-09	3	"Frq1"	FALSE
"369"	3.10944183653565e-12	0.548503730272111	0.551	0.537	5.43934660465181e-08	3	"qvr"	FALSE
"370"	2.17300550734659e-11	0.812881683711193	0.407	0.763	3.80123853400139e-07	3	"CG14989"	FALSE
"371"	2.66488433753341e-11	0.538016177165955	0.576	0.577	4.6616821716472e-07	3	"Vha68-1"	FALSE
"372"	1.75043974420421e-10	0.556078408173075	0.505	0.479	3.06204424453642e-06	3	"CG5890"	FALSE
"373"	2.81594336261482e-10	0.517687516559914	0.568	0.568	4.9259297242221e-06	3	"Tsp42Ej"	FALSE
"374"	5.75592141514064e-10	0.531276062004911	0.649	0.69	1.00688333315055e-05	3	"Mkp3"	FALSE
"375"	7.97519426625557e-10	0.513476477366522	0.546	0.538	1.39510073299609e-05	3	"GluClalpha"	FALSE
"376"	1.66055280398358e-09	0.533640673299112	0.668	0.654	2.90480502000847e-05	3	"igl"	FALSE
"377"	3.27850619248312e-09	0.516943548725544	0.551	0.561	5.73509088251071e-05	3	"DopEcR"	FALSE
"378"	2.66710684721896e-08	0.620722872217889	0.551	0.539	0.000466557000784012	3	"CG43729"	FALSE
"379"	2.93567602647857e-07	0.500071724705963	0.546	0.536	0.00513537807311896	3	"CG43737"	FALSE
"380"	3.83783549797602e-07	0.522328685421689	0.52	0.498	0.00671352563660945	3	"CG32700"	FALSE
"381"	1.44045201652913e-06	0.638612653674819	0.327	0.59	0.0251978271251441	3	"VGlut"	FALSE
"382"	2.63673340129813e-06	0.550776428778605	0.444	0.46	0.0461243773889082	3	"CG6330"	FALSE
"383"	4.25848040678455e-06	0.509493538665795	0.532	0.533	0.0744935977558821	3	"Nlg3"	FALSE
"384"	1.76288787537457e-05	0.511701663139459	0.434	0.439	0.308381976039274	3	"dpr14"	FALSE
"385"	5.55423785847251e-05	0.618598562295699	0.441	0.442	0.971602828582597	3	"kirre"	FALSE
"386"	6.29803219022437e-05	0.495001817538039	0.566	0.617	1	3	"Hsp67Bc"	FALSE
"387"	7.73702986673474e-05	0.519867554046442	0.473	0.472	1	3	"CG42541"	FALSE
"388"	0.000165448600511676	0.516369571427846	0.427	0.45	1	3	"Ktl"	FALSE
"389"	0.00052466323484263	0.557707421554545	0.41	0.399	1	3	"Con"	FALSE
"390"	0.000556057557418063	0.581611270868152	0.38	0.378	1	3	"side-II"	FALSE
"391"	0.00079347044383945	0.518759417418579	0.417	0.415	1	3	"VAChT"	FALSE
"392"	0.00126237498187165	0.588769090996926	0.368	0.366	1	3	"beat-VI"	FALSE
"393"	0.00127198204040301	0.517596566117863	0.349	0.354	1	3	"Fife"	FALSE
"394"	0.00139229180270248	0.688113654601258	0.337	0.331	1	3	"Octalpha2R"	FALSE
"395"	0.00279984107784069	0.479041336926287	0.532	0.599	1	3	"klg"	FALSE
"396"	0.00359074022233551	0.483652057390397	0.368	0.363	1	3	"beat-IIa"	FALSE
"397"	0.00393704157697775	0.549932694114754	0.395	0.411	1	3	"CG15765"	FALSE
"398"	0.00518856843284991	0.539838318828956	0.412	0.434	1	3	"dpr1"	FALSE
"399"	0.0054965917029882	0.478869222833588	0.359	0.387	1	3	"Reph"	FALSE
"400"	0.00987980781058905	0.502799862056645	0.334	0.34	1	3	"beat-VII"	FALSE
"401"	3.16694851376944e-217	2.64700562404725	0.995	0.621	5.53994303513689e-213	4	"hdc"	FALSE
"402"	5.17493522591887e-198	2.25649445774482	0.986	0.723	9.05251419069988e-194	4	"scyl"	FALSE
"403"	7.35697676639809e-186	1.31871883058441	1	0.967	1.28695594574602e-181	4	"CG9821"	FALSE
"404"	1.40650988162129e-160	1.29761088784395	0.995	0.77	2.46040773592013e-156	4	"His3.3B"	FALSE
"405"	3.83986113840082e-160	1.72514388154745	0.942	0.5	6.71706908940455e-156	4	"Thor"	FALSE
"406"	2.61616608001067e-158	0.991063789429171	0.992	0.937	4.57645932376267e-154	4	"Imp"	FALSE
"407"	2.19607956049109e-154	1.48218000845902	0.986	0.9	3.84160197516707e-150	4	"lncRNA:Hsromega"	FALSE
"408"	9.58494503820679e-151	1.6271666328434	0.893	0.504	1.67669443553351e-146	4	"unk"	FALSE
"409"	1.51665285559171e-148	1.49723197255854	0.926	0.606	2.65308084028659e-144	4	"REPTOR-BP"	TRUE
"410"	4.15190867174835e-143	1.20218293356828	0.973	0.793	7.2629338394894e-139	4	"lola"	FALSE
"411"	4.03163371046236e-142	1.25510552423781	0.956	0.72	7.0525368497118e-138	4	"Tsp42Ee"	FALSE
"412"	1.8579295326673e-141	1.24847849555781	0.978	0.771	3.25007613149491e-137	4	"msi"	FALSE
"413"	9.00472094103536e-135	1.33612335474632	0.518	0.099	1.57519583421532e-130	4	"goe"	FALSE
"414"	3.79659738089606e-130	1.35190367406185	0.953	0.794	6.64138779840148e-126	4	"CG45050"	FALSE
"415"	5.98420304500559e-126	1.45195441437225	0.86	0.509	1.04681663866283e-121	4	"REPTOR"	TRUE
"416"	1.1991627790445e-125	1.3417167611617	0.904	0.632	2.09769544938254e-121	4	"InR"	FALSE
"417"	2.34272910881956e-123	1.53778096213157	0.822	0.384	4.09813603005806e-119	4	"hig"	FALSE
"418"	2.10687762334192e-120	1.60280682234883	0.786	0.387	3.68556102651202e-116	4	"Mnn1"	FALSE
"419"	5.25938097447249e-117	1.48859879244085	0.685	0.242	9.20023513864472e-113	4	"CBP"	FALSE
"420"	1.71279429316663e-113	1.03194430799681	0.967	0.87	2.99619105703638e-109	4	"Rtnl1"	FALSE
"421"	4.44336645580558e-106	1.07427844760775	0.929	0.743	7.7727809411407e-102	4	"Lk6"	FALSE
"422"	6.48149389873123e-105	1.17395382793178	0.937	0.728	1.13380772770505e-100	4	"chrb"	FALSE
"423"	5.21553069385772e-102	1.26063022879562	0.852	0.533	9.1235278427653e-98	4	"jigr1"	FALSE
"424"	3.08799774868687e-100	1.08540059113624	0.874	0.679	5.40183446177794e-96	4	"Diap1"	FALSE
"425"	3.33473915264437e-96	0.92403537703527	0.94	0.814	5.8334591997208e-92	4	"Rm62"	FALSE
"426"	2.68845656587949e-94	1.26207362740082	0.764	0.421	4.70291707069299e-90	4	"Pli"	FALSE
"427"	1.64237563824246e-92	1.00459633385034	0.907	0.746	2.87300770397753e-88	4	"AGO1"	FALSE
"428"	2.12355696694609e-89	1.22635675761956	0.447	0.11	3.7147382022788e-85	4	"trbl"	FALSE
"429"	1.70284997117901e-88	0.907458072530704	0.918	0.752	2.97879545458344e-84	4	"l(3)neo38"	FALSE
"430"	9.98148416916079e-87	1.05259626758107	0.836	0.598	1.7460610257113e-82	4	"CG12384"	FALSE
"431"	3.19737614579313e-84	1.27520538087069	0.784	0.513	5.59317009183592e-80	4	"Xrp1"	FALSE
"432"	2.57614943223216e-81	0.937770370387428	0.89	0.637	4.50645820180371e-77	4	"Liprin-gamma"	FALSE
"433"	1.26613174692057e-78	1.24015989106745	0.537	0.19	2.21484426488815e-74	4	"CG11658"	FALSE
"434"	3.976914293988e-78	1.03981484136022	0.811	0.591	6.95681617447322e-74	4	"Myc"	FALSE
"435"	5.2923978455659e-78	1.25452324225728	0.688	0.364	9.25799155124842e-74	4	"puc"	FALSE
"436"	1.99937969798045e-77	0.972837404248029	0.825	0.63	3.49751490567721e-73	4	"CG43066"	FALSE
"437"	1.1633542123748e-76	1.2074358670333	0.819	0.645	2.03505552370723e-72	4	"Non1"	FALSE
"438"	5.64868890471929e-74	1.2102072266356	0.679	0.338	9.88125150102545e-70	4	"CG1648"	FALSE
"439"	9.71149035569918e-74	1.16740854375398	0.77	0.542	1.69883100792246e-69	4	"glec"	FALSE
"440"	3.5282375093468e-73	1.04168769541733	0.378	0.09	6.17194587510037e-69	4	"CG17646"	FALSE
"441"	2.08020472616366e-68	1.00508195733253	0.66	0.319	3.6389021274781e-64	4	"ogre"	FALSE
"442"	1.59094687150063e-67	1.29952898902988	0.603	0.307	2.78304336231606e-63	4	"CG3529"	FALSE
"443"	3.59230679053732e-67	1.17706121789231	0.671	0.385	6.28402226868693e-63	4	"CG5059"	FALSE
"444"	2.76261949380707e-65	1.0874753076559	0.707	0.464	4.8326502805167e-61	4	"wech"	FALSE
"445"	1.29748267297128e-64	1.13054077314328	0.816	0.662	2.26968643982866e-60	4	"Glut4EF"	FALSE
"446"	1.30104342688199e-63	0.985219078051805	0.786	0.642	2.27591526664466e-59	4	"Trf2"	FALSE
"447"	1.98250340350662e-63	0.813462857620433	0.86	0.755	3.46799320375413e-59	4	"RpL24-like"	FALSE
"448"	1.0050654785884e-61	1.06034165637133	0.671	0.416	1.7581610416947e-57	4	"lbk"	FALSE
"449"	1.16162934544633e-60	0.917687632525709	0.786	0.607	2.03203821398926e-56	4	"brat"	FALSE
"450"	3.45757951744018e-59	0.83413003073961	0.932	0.897	6.04834384985812e-55	4	"ps"	FALSE
"451"	2.29100101216599e-58	0.893811942717648	0.767	0.564	4.00764807058196e-54	4	"Nop56"	FALSE
"452"	2.43591022855546e-57	0.963275102135274	0.753	0.615	4.26113776281207e-53	4	"crp"	TRUE
"453"	4.23657623367025e-57	0.848378410744708	0.866	0.783	7.41104280555936e-53	4	"CG42394"	FALSE
"454"	1.61430923996122e-50	0.862875654777827	0.732	0.558	2.82391115346417e-46	4	"plum"	FALSE
"455"	2.01956554752864e-48	1.14322561857674	0.625	0.417	3.53282601229184e-44	4	"S6k"	FALSE
"456"	2.20152382190624e-48	1.12669262551787	0.501	0.247	3.85112562166058e-44	4	"Edc3"	FALSE
"457"	3.64005018776303e-47	1.03042602474967	0.567	0.31	6.36753979345387e-43	4	"CG11791"	FALSE
"458"	8.94464511170417e-46	0.961774604277128	0.658	0.489	1.56468676939041e-41	4	"Smox"	TRUE
"459"	2.22003655058979e-45	1.09510479723635	0.562	0.315	3.88350993794673e-41	4	"eag"	FALSE
"460"	2.31703102462526e-45	1.05110396482535	0.499	0.25	4.05318237137696e-41	4	"CG14853"	FALSE
"461"	2.72864901626859e-44	0.906791861534521	0.814	0.712	4.77322572415865e-40	4	"Tsp66E"	FALSE
"462"	1.14694839266258e-43	0.848213161652758	0.704	0.56	2.00635682328465e-39	4	"CG15019"	FALSE
"463"	1.23696806097404e-43	1.17701283831832	0.69	0.545	2.16382822906188e-39	4	"fok"	FALSE
"464"	6.73996729645669e-43	0.985239570830331	0.271	0.073	1.17902247916917e-38	4	"lncRNA:CR43051"	FALSE
"465"	9.73755856479713e-43	0.943374061134559	0.693	0.564	1.70339111973996e-38	4	"rudhira"	FALSE
"466"	3.48338774221198e-40	0.940941073679989	0.526	0.274	6.09349017745141e-36	4	"CG1572"	FALSE
"467"	5.9627352730997e-40	0.926904947475946	0.605	0.435	1.04306128132333e-35	4	"l(3)L1231"	FALSE
"468"	4.41814397969807e-39	0.95053240362724	0.655	0.52	7.72865926368584e-35	4	"trx"	TRUE
"469"	8.27640961674254e-39	0.865380138397456	0.679	0.546	1.44779233425677e-34	4	"unc-104"	FALSE
"470"	7.10009399706789e-38	1.00846129539438	0.603	0.431	1.24201944290709e-33	4	"CG15628"	FALSE
"471"	1.07527962104461e-36	0.980216190995904	0.4	0.18	1.88098664109334e-32	4	"mlt"	FALSE
"472"	4.20916598722152e-36	0.989182243645026	0.515	0.317	7.3630940614466e-32	4	"Pi3K21B"	FALSE
"473"	1.70763054152438e-34	0.85069169173998	0.619	0.477	2.98715810628859e-30	4	"OtopLc"	FALSE
"474"	2.87685566855638e-34	0.935136411871249	0.321	0.122	5.03248362100567e-30	4	"l(1)G0469"	FALSE
"475"	6.44368221628039e-33	0.828558571357233	0.633	0.523	1.12719333009393e-28	4	"Chmp1"	FALSE
"476"	1.03462154023149e-32	0.802063690835541	0.321	0.127	1.80986346032695e-28	4	"CG32813"	FALSE
"477"	3.35636533935655e-32	0.81466751967456	0.66	0.576	5.87128988813641e-28	4	"hfp"	FALSE
"478"	6.25136013028994e-31	0.940141262200707	0.501	0.327	1.09355042759162e-26	4	"tara"	FALSE
"479"	6.48017770162683e-30	0.902169380623507	0.567	0.428	1.13357748534558e-25	4	"CG15771"	FALSE
"480"	3.80421783643116e-29	0.922946895339822	0.633	0.559	6.65471826126902e-25	4	"lncRNA:CR42862"	FALSE
"481"	5.82697586456547e-29	0.824669044340705	0.652	0.594	1.01931288798844e-24	4	"CG44774"	FALSE
"482"	3.59812063572415e-28	0.894279648456069	0.485	0.318	6.29419242807226e-24	4	"CG12576"	FALSE
"483"	4.19190631522622e-28	0.909859884591976	0.351	0.166	7.33290171722522e-24	4	"gcl"	FALSE
"484"	1.01502029921248e-27	0.990141626161342	0.427	0.251	1.77557500941239e-23	4	"CG9003"	FALSE
"485"	3.01149635235975e-27	0.978821621158099	0.4	0.22	5.26801056918291e-23	4	"Atg17"	FALSE
"486"	5.14980219957298e-26	0.82892886779093	0.408	0.228	9.008548987713e-22	4	"Inx2"	FALSE
"487"	5.90460540004952e-26	0.796949828668204	0.271	0.108	1.03289262263066e-21	4	"dap"	FALSE
"488"	2.04264387814098e-25	0.874607557614147	0.334	0.16	3.57319693603202e-21	4	"EDTP"	FALSE
"489"	6.46149759923259e-25	0.947623111619271	0.458	0.307	1.13030977503376e-20	4	"dmpd"	FALSE
"490"	6.65718519074034e-23	0.869892905855151	0.416	0.254	1.16454140541621e-18	4	"Atf3"	TRUE
"491"	1.23175927523601e-22	0.822969905898985	0.43	0.273	2.15471650017035e-18	4	"RhoBTB"	FALSE
"492"	2.08620981769296e-22	0.795473056993044	0.77	0.81	3.6494068340903e-18	4	"lncRNA:roX1"	FALSE
"493"	2.40712806760303e-22	0.899945402194227	0.521	0.416	4.21078912865798e-18	4	"LTV1"	FALSE
"494"	3.09442202661792e-22	0.813901365484167	0.29	0.134	5.41307245116272e-18	4	"SP1173"	FALSE
"495"	4.2597766409778e-21	0.833225670888342	0.512	0.412	7.45162727806247e-17	4	"CG31635"	FALSE
"496"	2.82505341581215e-20	0.810401948492815	0.488	0.374	4.94186594028019e-16	4	"CG5830"	FALSE
