"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"	"TF"
"497"	9.8806516260856e-20	0.789405626441954	0.433	0.299	1.72842238895115e-15	4	"nudE"	FALSE
"498"	1.93886964738787e-17	0.822367075783719	0.4	0.267	3.39166467417559e-13	4	"apt"	TRUE
"499"	1.19998386196371e-15	0.836666933260126	0.449	0.358	2.09913176973312e-11	4	"CG9328"	FALSE
"500"	1.47244746390772e-13	0.796797165452741	0.364	0.257	2.57575234861377e-09	4	"CG32486"	FALSE
"501"	1.9427969460401e-100	1.87586631434193	0.711	0.245	3.39853469770795e-96	5	"Hsp68"	FALSE
"502"	2.34786999265329e-96	1.756569030841	0.6	0.164	4.1071289781484e-92	5	"Hsp70Bc"	FALSE
"503"	7.29706437947189e-89	1.2217419800374	0.936	0.632	1.27647547190102e-84	5	"hdc"	FALSE
"504"	1.53841632866237e-70	1.73656559929616	0.864	0.625	2.69115168372908e-66	5	"Hsp26"	FALSE
"505"	3.10157047897351e-56	0.566688547626419	1	0.999	5.42557723886835e-52	5	"mt:lrRNA"	FALSE
"506"	1.96139374491966e-54	0.910060387386698	0.889	0.734	3.43106607798795e-50	5	"scyl"	FALSE
"507"	5.54569593901805e-49	1.05488092572563	0.925	0.906	9.70108590612428e-45	5	"lncRNA:Hsromega"	FALSE
"508"	7.69224793760387e-48	0.470634238819901	1	0.981	1.34560493172505e-43	5	"mt:Cyt-b"	FALSE
"509"	6.1378646081717e-47	0.392458278773458	1	0.988	1.07369665590748e-42	5	"mt:CoIII"	FALSE
"510"	7.04396663885415e-46	0.787682929317661	0.857	0.731	1.23220108413476e-41	5	"Tsp42Ee"	FALSE
"511"	1.8978477976233e-43	0.753714200405362	0.479	0.171	3.31990515238244e-39	5	"CG14423"	FALSE
"512"	1.31771549319295e-42	0.660019597582657	0.929	0.778	2.30507971224242e-38	5	"msi"	FALSE
"513"	3.65613818267471e-42	0.407248512825175	1	0.985	6.39568252295286e-38	5	"mt:ATPase6"	FALSE
"514"	4.1469424410593e-42	0.566772646858146	0.993	0.938	7.25424641214503e-38	5	"Imp"	FALSE
"515"	5.74158256884505e-41	0.515863699664244	0.993	0.968	1.00437503876806e-36	5	"CG9821"	FALSE
"516"	1.56898365021318e-38	1.01282097050845	0.671	0.402	2.74462309931792e-34	5	"hig"	FALSE
"517"	6.88173966912861e-37	0.453458707349496	0.718	0.474	1.20382272032067e-32	5	"alrm"	FALSE
"518"	8.34866324116304e-37	1.00832708010296	0.746	0.545	1.46043166077665e-32	5	"jigr1"	FALSE
"519"	1.72973674628748e-36	0.790202575557188	0.754	0.521	3.02582849028068e-32	5	"Thor"	FALSE
"520"	6.97988581824331e-32	0.807677580394576	0.711	0.525	1.2209914261853e-27	5	"REPTOR"	TRUE
"521"	5.25353925500545e-31	0.729491286335343	0.829	0.787	9.19001621878103e-27	5	"CG42394"	FALSE
"522"	1.30823849137952e-29	0.743758998568682	0.732	0.624	2.28850159297019e-25	5	"REPTOR-BP"	TRUE
"523"	1.77565025298482e-26	0.681633502301914	0.575	0.331	3.10614498754635e-22	5	"ogre"	FALSE
"524"	1.06972735773053e-24	0.83242242329399	0.589	0.407	1.87127406687801e-20	5	"Mnn1"	FALSE
"525"	3.87386076882778e-24	0.535572085035258	0.843	0.787	6.77654464291043e-20	5	"Pdcd4"	FALSE
"526"	6.49605359243282e-24	0.482613149083444	0.843	0.804	1.13635465492427e-19	5	"lola"	FALSE
"527"	4.7626168909659e-23	1.07716444716539	0.589	0.418	8.33124572736665e-19	5	"Hsp27"	FALSE
"528"	1.26889252225339e-22	0.413184595727055	0.914	0.822	2.21967368917785e-18	5	"Hsp83"	FALSE
"529"	2.19581333169578e-22	1.19655225539958	0.361	0.17	3.84113626113543e-18	5	"lncRNA:CR45388"	FALSE
"530"	7.49078863855742e-22	0.426058592273633	0.85	0.739	1.31036365654285e-17	5	"Nap1"	FALSE
"531"	2.00467132397899e-21	0.6720506375774	0.7	0.611	3.50677154703645e-17	5	"CG12384"	FALSE
"532"	1.02906128623195e-20	0.715819457726607	0.646	0.527	1.80013690800556e-16	5	"unk"	FALSE
"533"	2.14875546641176e-20	0.579687092800037	0.686	0.573	3.75881793739408e-16	5	"Nop56"	FALSE
"534"	1.89291502731046e-19	0.437584412937984	0.254	0.093	3.31127625727419e-15	5	"CG3598"	FALSE
"535"	6.87180491353339e-19	0.595193801089372	0.293	0.121	1.2020848335244e-14	5	"goe"	FALSE
"536"	1.76462982660405e-18	0.429178147075054	0.882	0.854	3.08686695567847e-14	5	"Unr"	FALSE
"537"	2.78527570582597e-18	0.714547584346838	0.496	0.32	4.87228279220138e-14	5	"CG11791"	FALSE
"538"	3.11810883889866e-18	0.679760084741414	0.689	0.651	5.45450779188542e-14	5	"InR"	FALSE
"539"	1.12451324008295e-16	0.411004475697028	0.761	0.734	1.9671110108771e-12	5	"CtBP"	FALSE
"540"	5.5177283037409e-16	0.662732097971942	0.546	0.412	9.65216212173395e-12	5	"Uhg1"	FALSE
"541"	5.65125378994863e-16	0.543889203885659	0.696	0.642	9.88573825475713e-12	5	"CG43066"	FALSE
"542"	7.67780747714935e-16	0.498887846900218	0.796	0.807	1.34307886197774e-11	5	"CG45050"	FALSE
"543"	3.39696073704205e-15	0.505508363824855	0.7	0.669	5.94230341730766e-11	5	"Akap200"	FALSE
"544"	4.89998608995725e-15	0.425077688663301	0.871	0.806	8.57154566716221e-11	5	"mt:ND5"	FALSE
"545"	1.40769798668273e-14	0.536260000079142	0.639	0.567	2.4624860881041e-10	5	"CG15019"	FALSE
"546"	5.98712091235277e-14	0.553348342649306	0.511	0.355	1.04732706119787e-09	5	"CG1648"	FALSE
"547"	1.10603475490617e-13	0.468563710297586	0.696	0.651	1.93478659675737e-09	5	"Trf2"	FALSE
"548"	1.62403364149819e-13	0.603838604747283	0.629	0.568	2.84092204907279e-09	5	"plum"	FALSE
"549"	2.21363920370088e-13	0.483577924603813	0.607	0.496	3.87231905903394e-09	5	"nop5"	FALSE
"550"	7.28206069442886e-13	0.727149845448775	0.314	0.175	1.27385087727644e-08	5	"lncRNA:alphagamma-element:CR32865"	FALSE
"551"	1.16881391645382e-12	0.486945085502238	0.675	0.645	2.04460618405266e-08	5	"cib"	FALSE
"552"	3.02182707976765e-12	0.41172435610141	0.693	0.611	5.28608211063754e-08	5	"Fkbp39"	FALSE
"553"	5.61160084940384e-12	0.410148735878169	0.793	0.75	9.81637336586214e-08	5	"rin"	FALSE
"554"	7.14867696960164e-12	0.572890198888425	0.614	0.581	1.25051806229242e-07	5	"hfp"	FALSE
"555"	4.3163766163598e-11	0.517403376925838	0.657	0.646	7.5506376149982e-07	5	"cg"	TRUE
"556"	9.79093142959851e-11	0.637455861764139	0.525	0.443	1.71272763497967e-06	5	"Pli"	FALSE
"557"	5.76303230907654e-10	0.511533720981386	0.589	0.53	1.00812724182676e-05	5	"Xrp1"	FALSE
"558"	1.14152939660704e-09	0.542006888895261	0.489	0.419	1.99687737348469e-05	5	"CG33181"	FALSE
"559"	2.40568721528038e-09	0.461691993194804	0.589	0.558	4.20826864568997e-05	5	"Uhg4"	FALSE
"560"	2.74031157783292e-09	0.395417692455013	0.579	0.51	4.79362704310312e-05	5	"Fib"	FALSE
"561"	4.55849168617142e-09	0.558127349668153	0.586	0.558	7.97416950661966e-05	5	"glec"	FALSE
"562"	1.43866782863706e-08	0.664628368575365	0.486	0.432	0.000251666163263481	5	"SNF4Agamma"	FALSE
"563"	2.49620552652903e-08	0.453380626924592	0.607	0.585	0.000436661232755722	5	"cindr"	FALSE
"564"	4.1701895348593e-08	0.42464980168659	0.829	0.806	0.000729491255332937	5	"lncRNA:roX1"	FALSE
"565"	5.30374940761838e-08	0.478730790685865	0.543	0.506	0.000927784883874683	5	"Frl"	FALSE
"566"	5.74565967150108e-08	0.688181868175949	0.65	0.611	0.00100508824633568	5	"Hsp23"	FALSE
"567"	9.1602748272736e-08	0.595858440156662	0.475	0.42	0.00160240687553497	5	"DnaJ-1"	FALSE
"568"	9.21690487747156e-08	0.505797010300798	0.561	0.55	0.0016123131702161	5	"spi"	FALSE
"569"	1.76837818381596e-07	0.465033769221887	0.457	0.385	0.00309342395694926	5	"puc"	FALSE
"570"	1.85319250224896e-07	0.392188120075776	0.614	0.599	0.0032417896441841	5	"CG7637"	FALSE
"571"	7.09411323722018e-07	0.41481165306933	0.536	0.513	0.0124097322858693	5	"Lam"	FALSE
"572"	7.16125772790849e-07	0.527717733350656	0.525	0.486	0.0125271881434303	5	"Nrt"	FALSE
"573"	8.9392465201376e-07	0.408451397642853	0.646	0.659	0.0156374239376767	5	"Non1"	FALSE
"574"	9.28065939596078e-07	0.460839740394711	0.479	0.43	0.0162346574813542	5	"S6k"	FALSE
"575"	9.82311254752643e-07	0.506583115968469	0.307	0.216	0.017183570779388	5	"CG4570"	FALSE
"576"	1.05023673058933e-06	0.397058757785077	0.657	0.682	0.0183717911281991	5	"Nipped-B"	FALSE
"577"	1.86933990479086e-06	0.397777340999154	0.625	0.62	0.0327003629545065	5	"brat"	FALSE
"578"	2.48996438668649e-06	0.466546544612505	0.489	0.396	0.0435569470163068	5	"trn"	FALSE
"579"	3.05127192715377e-06	0.451674736281371	0.446	0.403	0.0533758998217009	5	"RpII215"	FALSE
"580"	3.72935675136329e-06	0.394090953379495	0.593	0.6	0.0652376376515981	5	"gro"	FALSE
"581"	4.02630686858071e-06	0.429392692241604	0.354	0.273	0.0704321860520824	5	"apt"	TRUE
"582"	4.08692709278193e-06	0.461144189093905	0.464	0.403	0.0714926156340343	5	"CG5059"	FALSE
"583"	5.29177949432437e-06	0.558405551254981	0.389	0.328	0.0925690986942162	5	"Pi3K21B"	FALSE
"584"	9.17528698408689e-06	0.457707175088311	0.571	0.6	0.160503295212632	5	"CG44774"	FALSE
"585"	9.2177576737367e-06	0.425841587680764	0.586	0.609	0.161246234986676	5	"Myc"	FALSE
"586"	2.17005308906433e-05	0.587813983851775	0.464	0.443	0.379607386870023	5	"CG15628"	FALSE
"587"	2.41026776378332e-05	0.537922439981042	0.589	0.583	0.421628139918616	5	"Tet"	FALSE
"588"	5.2903695163414e-05	0.393234814197656	0.504	0.498	0.9254443394936	5	"shrb"	FALSE
"589"	5.50033819747126e-05	0.402841565001738	0.314	0.246	0.962174160883647	5	"Rbm13"	FALSE
"590"	0.000134826288558795	0.475950511665563	0.45	0.427	1	5	"klar"	FALSE
"591"	0.000190393410160379	0.51769405440116	0.332	0.287	1	5	"lncRNA:CR42491"	FALSE
"592"	0.000659626560115131	0.407532730886482	0.5	0.533	1	5	"trx"	TRUE
"593"	0.00141157052895528	0.418731473181851	0.432	0.428	1	5	"Uba2"	FALSE
"594"	0.00314337202042624	0.38700748817408	0.436	0.436	1	5	"emb"	FALSE
"595"	0.00340149235137394	0.486093792377713	0.35	0.329	1	5	"CG3529"	FALSE
"596"	0.0065191422961084	0.391389241060296	0.393	0.395	1	5	"Clic"	FALSE
"597"	0.00777926630772073	0.392124306292054	0.346	0.33	1	5	"CG12576"	FALSE
"598"	0.0082446623788518	0.409517472501871	0.486	0.522	1	5	"Pitslre"	FALSE
"599"	0.00826240280492186	0.439286120114472	0.361	0.357	1	5	"kuk"	FALSE
"600"	0.008696548038021	0.380623718201056	0.407	0.407	1	5	"Caf1-55"	FALSE
"601"	0	0.807506079916393	0.836	0.064	0	6	"CycE"	FALSE
"602"	3.65274474119725e-293	0.812691510807777	0.978	0.118	6.38974637577635e-289	6	"Dl"	FALSE
"603"	1.6177453325458e-263	0.696090314762424	0.905	0.111	2.82992191022237e-259	6	"dpn"	TRUE
"604"	2.17195263754121e-263	1.1755018548011	0.96	0.146	3.79939674885083e-259	6	"mira"	FALSE
"605"	1.96266012295694e-261	0.684208251406954	0.942	0.127	3.43328135308857e-257	6	"CycA"	FALSE
"606"	6.49076630226074e-260	0.739073844126933	0.945	0.123	1.13542974925447e-255	6	"wor"	TRUE
"607"	1.82355659113725e-254	0.721528258178219	0.825	0.091	3.18994754487639e-250	6	"lncRNA:CR46003"	FALSE
"608"	1.01248964026339e-247	0.678676522396518	0.971	0.145	1.77114812771275e-243	6	"mad2"	FALSE
"609"	5.59833601035676e-238	0.68394913636116	0.884	0.122	9.79316918291709e-234	6	"msd1"	FALSE
"610"	1.84571581482316e-237	0.634066574704296	0.876	0.121	3.22871067487015e-233	6	"CG9752"	FALSE
"611"	1.16824580233414e-228	0.948159239214453	0.84	0.111	2.04361238202311e-224	6	"grh"	FALSE
"612"	1.73625038979647e-222	1.33373548039864	0.953	0.164	3.03722280687096e-218	6	"lncRNA:CR30009"	FALSE
"613"	5.26270150859622e-220	1.78418780667135	1	0.27	9.20604374898737e-216	6	"Pen"	FALSE
"614"	3.64275177900952e-217	1.05722696604649	0.985	0.204	6.37226568702136e-213	6	"Cks30A"	FALSE
"615"	1.04140198145445e-215	0.880870579203003	0.985	0.177	1.82172448615827e-211	6	"N"	FALSE
"616"	3.81676014397706e-213	0.628546676514323	0.945	0.16	6.67665851985908e-209	6	"RanGAP"	FALSE
"617"	7.86253715091261e-210	0.778437940546841	0.989	0.178	1.37539362380914e-205	6	"Galphai"	FALSE
"618"	4.29688560887647e-208	0.694701450902448	0.949	0.172	7.5165419956076e-204	6	"Cdk1"	FALSE
"619"	1.73664396013336e-202	0.64807019408726	0.982	0.186	3.0379112794613e-198	6	"wac"	FALSE
"620"	4.03812211404762e-191	0.804534008850878	0.935	0.168	7.06388701410349e-187	6	"fru"	TRUE
"621"	1.34627759719396e-190	0.736220048012402	0.865	0.141	2.35504340077139e-186	6	"E23"	FALSE
"622"	5.21979728812598e-174	0.89502176666056	0.909	0.188	9.13099139611878e-170	6	"klu"	TRUE
"623"	1.27676930171099e-173	0.643536562028565	0.931	0.194	2.23345253948304e-169	6	"RPA2"	FALSE
"624"	6.24783470824751e-171	1.19669279386338	0.989	0.293	1.09293372551374e-166	6	"PCNA"	FALSE
"625"	8.33987411412517e-161	0.697770571942012	0.938	0.221	1.45889417878392e-156	6	"HIP"	FALSE
"626"	3.02813872654214e-160	0.642752026498462	0.945	0.219	5.29712307434016e-156	6	"asf1"	FALSE
"627"	4.18914684917607e-155	0.792772468790005	0.978	0.264	7.3280745832637e-151	6	"CG14434"	FALSE
"628"	2.33687627242226e-149	0.648001182758255	0.967	0.255	4.08789766334826e-145	6	"Uch-L5"	FALSE
"629"	5.14641056740266e-149	1.20176749193348	1	0.441	9.00261600555747e-145	6	"dUTPase"	FALSE
"630"	2.06624814882307e-147	1.29918597939318	1	0.839	3.61448788673619e-143	6	"CNBP"	FALSE
"631"	1.48972911506663e-145	0.714117480142371	0.942	0.247	2.60598314098605e-141	6	"Rcc1"	FALSE
"632"	5.69620304179603e-141	1.13190583466337	0.996	0.377	9.9643679810138e-137	6	"Aldh"	FALSE
"633"	6.75000815239707e-141	0.715211000829084	0.964	0.274	1.18077892609882e-136	6	"Fdh"	FALSE
"634"	4.43873524322203e-135	1.03925488622333	1	0.926	7.76467956096829e-131	6	"awd"	FALSE
"635"	5.16068306519475e-133	0.982755107709812	1	0.796	9.02758288594517e-129	6	"Nlp"	FALSE
"636"	9.40070591558778e-132	1.05366171725217	1	0.592	1.64446548581377e-127	6	"Fkbp39"	FALSE
"637"	7.18352604191837e-131	0.726179427920275	0.953	0.287	1.25661421051278e-126	6	"HIP-R"	FALSE
"638"	1.65147408797652e-129	0.980688117732037	0.989	0.394	2.88892362209733e-125	6	"Hsp27"	FALSE
"639"	2.29709618752839e-127	0.715982238705313	0.978	0.319	4.01831036084342e-123	6	"RPA3"	FALSE
"640"	4.50300407019979e-127	0.993594979217507	1	0.675	7.87710502000049e-123	6	"Ran"	FALSE
"641"	2.63243302491207e-124	1.89563855609551	0.967	0.276	4.60491509047868e-120	6	"lncRNA:CR43283"	FALSE
"642"	8.94030231874103e-123	0.670762839281987	0.989	0.347	1.56392708461737e-118	6	"Aos1"	FALSE
"643"	1.10108065158544e-122	0.813438476551663	1	0.897	1.92612038381841e-118	6	"smt3"	FALSE
"644"	2.69662549293308e-122	0.842249188183199	1	0.453	4.71720697478783e-118	6	"SmF"	FALSE
"645"	2.05625939282475e-121	0.673942153974596	0.367	0.035	3.59701455586833e-117	6	"peb"	TRUE
"646"	7.52595333091805e-120	0.926703091505001	1	0.63	1.3165150161775e-115	6	"Nph"	FALSE
"647"	9.85132645024202e-119	0.726815629294758	0.989	0.371	1.72329253594084e-114	6	"Caf1-55"	FALSE
"648"	3.88507276702965e-118	0.770473404118717	0.993	0.42	6.79615779136497e-114	6	"SmD1"	FALSE
"649"	1.17022679090977e-117	0.799995696631862	1	0.775	2.04707772533847e-113	6	"p23"	FALSE
"650"	1.59320038435896e-117	0.986485443846246	1	0.817	2.78698543235914e-113	6	"Hsp83"	FALSE
"651"	4.32734044240888e-117	0.63812762588623	0.975	0.329	7.56981663590586e-113	6	"janA"	FALSE
"652"	3.22538393776765e-116	0.763138474593615	1	0.848	5.64216412233696e-112	6	"RpS14b"	FALSE
"653"	4.89597118977815e-114	0.649743460943113	1	0.963	8.56452240227893e-110	6	"RpL29"	FALSE
"654"	1.16085890651413e-112	0.832800490578156	1	0.751	2.03069048516517e-108	6	"His3.3A"	FALSE
"655"	3.34856400207674e-111	0.775293841756664	0.887	0.253	5.85764300883284e-107	6	"Pex7"	FALSE
"656"	2.16498497396121e-110	1.05388183875182	1	0.972	3.78720821495034e-106	6	"lncRNA:CR34335"	FALSE
"657"	5.47094572160784e-108	0.853615502795926	1	0.679	9.57032535080859e-104	6	"His2Av"	FALSE
"658"	4.38939307002643e-107	0.709096471595966	1	0.991	7.67836529739724e-103	6	"RpL41"	FALSE
"659"	4.96835828909645e-107	0.948617765636984	0.996	0.462	8.69114915511641e-103	6	"GstD1"	FALSE
"660"	5.15454738106026e-107	0.654434194711955	1	0.957	9.01684973368871e-103	6	"Df31"	FALSE
"661"	1.80130797280126e-106	0.675433049097842	1	0.871	3.15102803682125e-102	6	"bic"	FALSE
"662"	8.36949984774455e-102	0.659659946794714	1	0.946	1.46407660836595e-97	6	"RpL35"	FALSE
"663"	1.01189037399541e-101	0.706478557073786	1	0.951	1.77009983123018e-97	6	"RpS23"	FALSE
"664"	1.35048922039567e-101	0.635905213443523	0.549	0.096	2.36241079323814e-97	6	"svp"	TRUE
"665"	2.47530249806255e-101	0.682664500284818	0.491	0.076	4.33004665986082e-97	6	"lncRNA:CR31386"	FALSE
"666"	5.50142108935812e-101	0.662881942492225	1	0.932	9.62363591161416e-97	6	"eEF5"	FALSE
"667"	3.07768901556603e-100	0.767639854385248	1	0.561	5.38380139492966e-96	6	"eEF1delta"	FALSE
"668"	8.58507720980644e-100	0.672314569750308	1	0.959	1.50178755631144e-95	6	"RpS21"	FALSE
"669"	3.43671969446925e-99	0.706251873484873	0.996	0.462	6.01185376153506e-95	6	"Prosalpha3"	FALSE
"670"	4.93081570397067e-99	0.781249797093521	1	0.596	8.62547591095589e-95	6	"SNRPG"	FALSE
"671"	2.10099750964463e-98	0.646868511340109	0.967	0.366	3.67527494362135e-94	6	"Glo1"	FALSE
"672"	3.1879964525017e-98	0.691138761611669	1	0.94	5.57676219436121e-94	6	"Hsc70-4"	FALSE
"673"	1.40717104273725e-97	0.724526167310017	0.996	0.464	2.46156430506027e-93	6	"CCT5"	FALSE
"674"	7.75034401523506e-97	0.717927732853248	1	0.545	1.35576767858507e-92	6	"SmE"	FALSE
"675"	1.75158570431884e-96	0.820843628635145	0.967	0.422	3.06404887256494e-92	6	"Chd64"	FALSE
"676"	9.65349424870644e-96	0.675396539915432	1	0.977	1.68868574892622e-91	6	"RpS2"	FALSE
"677"	3.27175699218609e-95	0.644370184200337	0.989	0.422	5.72328450643113e-91	6	"CCT8"	FALSE
"678"	5.69659373439233e-95	0.648691310768275	1	0.953	9.9650514195725e-91	6	"RpS16"	FALSE
"679"	6.42999183234842e-95	0.642285115908873	1	0.919	1.12479847123271e-90	6	"RpL9"	FALSE
"680"	4.4740074017883e-94	0.654949933179789	1	0.94	7.82638114794826e-90	6	"RpL30"	FALSE
"681"	6.97180401858967e-94	0.670712725180527	0.996	0.496	1.21957767697189e-89	6	"Prosalpha5"	FALSE
"682"	1.03341724713158e-93	0.718925159176907	1	0.512	1.80775679040727e-89	6	"CCT3"	FALSE
"683"	8.9285551139951e-93	0.687191306354115	1	0.845	1.56187214609116e-88	6	"eEF1beta"	FALSE
"684"	8.41962332677826e-91	0.673595405052223	1	0.704	1.47284470855332e-86	6	"vig2"	FALSE
"685"	1.85316198682674e-90	0.668563010048352	1	0.627	3.24173626355601e-86	6	"eIF2beta"	FALSE
"686"	5.96779963551504e-90	0.63568237730204	0.996	0.766	1.04394719024065e-85	6	"RpL34a"	FALSE
"687"	1.33179962130882e-88	0.646032215530299	1	0.649	2.32971707755552e-84	6	"Su(var)205"	TRUE
"688"	4.26993268415004e-87	0.628624729603558	1	0.506	7.46939324438366e-83	6	"Prosbeta1"	FALSE
"689"	1.91766177271126e-86	0.651382518688957	1	0.885	3.35456573900382e-82	6	"HmgD"	FALSE
"690"	2.83971835984126e-86	0.68613341434225	0.996	0.61	4.96751932687032e-82	6	"hoip"	FALSE
"691"	6.43467101593186e-86	0.631701585375459	1	0.58	1.12561700081696e-81	6	"CG2862"	FALSE
"692"	6.90199207796393e-86	0.705370205328942	0.996	0.558	1.20736547419823e-81	6	"Tet"	FALSE
"693"	1.23281112320627e-85	0.657851852427187	1	0.609	2.15655649782472e-81	6	"CG8860"	FALSE
"694"	1.7097216667711e-85	0.626875549121975	1	0.509	2.99081611168268e-81	6	"Prosbeta4"	FALSE
"695"	7.95361271922592e-85	0.790615488510366	0.476	0.088	1.39132547297419e-80	6	"Sp1"	TRUE
"696"	9.38690082622791e-85	0.792731237555429	1	0.737	1.64205056153205e-80	6	"Jafrac1"	FALSE
"697"	8.00848432970447e-83	0.627644458727824	1	0.821	1.4009241637952e-78	6	"eEF1gamma"	FALSE
"698"	2.16401988957019e-82	0.689944409962798	0.982	0.38	3.78551999282514e-78	6	"SoxN"	TRUE
"699"	2.15410237036044e-76	0.648425919779804	1	0.73	3.76817127647152e-72	6	"Nap1"	FALSE
"700"	1.70288112696778e-70	0.63417666671396	0.433	0.084	2.97884995540473e-66	6	"pnt"	TRUE
"701"	9.25294726633434e-119	0.900675694398484	1	0.987	1.61861806529987e-114	7	"RpS7"	FALSE
"702"	1.04117632927051e-118	0.950962679424288	1	0.99	1.82132975279291e-114	7	"RpL13A"	FALSE
"703"	5.39553231084009e-118	0.87400609451678	1	0.992	9.43840467135256e-114	7	"RpS13"	FALSE
"704"	5.89543852468625e-118	0.879988593575208	1	0.989	1.03128906112337e-113	7	"RpL23"	FALSE
"705"	2.51317193099176e-116	0.956064917470388	1	0.99	4.39629165888389e-112	7	"RpL27A"	FALSE
"706"	2.943426874198e-116	0.959316598149233	1	0.975	5.14893663103457e-112	7	"sta"	FALSE
"707"	3.19729903970054e-116	0.886173267053489	1	0.996	5.59303521014816e-112	7	"RpLP1"	FALSE
"708"	5.21413756493869e-116	0.895249341261657	1	0.988	9.12109084234726e-112	7	"RpL28"	FALSE
"709"	1.29352518093082e-115	0.955412850960094	1	0.977	2.26276359900229e-111	7	"RpS9"	FALSE
"710"	1.68592240335446e-115	0.9705314224358	1	0.978	2.94918406018796e-111	7	"RpS2"	FALSE
"711"	4.6018189861516e-115	1.00312432196074	1	0.978	8.04996195247499e-111	7	"RpL21"	FALSE
"712"	1.01855700695015e-114	0.871971590972114	1	0.992	1.78176177225789e-110	7	"RpLP2"	FALSE
"713"	2.15557789099326e-113	0.909956443230506	1	0.982	3.77075240471451e-109	7	"RpS11"	FALSE
"714"	1.16370141603775e-112	0.90909912102695	1	0.986	2.03566288707484e-108	7	"RpS20"	FALSE
"715"	1.92717603802187e-112	0.854443486139517	1	0.99	3.37120904331165e-108	7	"RpS15"	FALSE
"716"	2.5739840719301e-112	0.936899292512851	1	0.982	4.50267033702732e-108	7	"RpS12"	FALSE
"717"	3.69241807387964e-112	0.876588281650853	1	0.989	6.45914693663765e-108	7	"RpL14"	FALSE
"718"	1.23665618643715e-111	0.901891961221773	1	0.982	2.1632826669345e-107	7	"RpL10Ab"	FALSE
"719"	9.78487198673581e-111	0.915866558968823	1	0.988	1.7116676566397e-106	7	"eEF1alpha1"	FALSE
"720"	1.98364665736796e-110	0.873400222162596	1	0.968	3.46999309773377e-106	7	"RpS24"	FALSE
"721"	3.95964890939741e-110	0.891611294969003	1	0.987	6.92661383720889e-106	7	"RpL15"	FALSE
"722"	5.3585304405152e-110	0.826368733004259	1	0.985	9.37367729959325e-106	7	"RpL18A"	FALSE
"723"	6.69870523005483e-110	0.868210794140083	1	0.983	1.17180450589349e-105	7	"RpS26"	FALSE
"724"	1.67222176613367e-109	0.906096069857436	1	0.979	2.92521753549762e-105	7	"RpL19"	FALSE
"725"	1.63053660250874e-108	0.929836073800235	1	0.953	2.85229767876854e-104	7	"RpL8"	FALSE
"726"	1.84853085591578e-108	0.801165712530622	1	0.99	3.23363502625347e-104	7	"RpS4"	FALSE
"727"	1.94108857673331e-108	0.757111320824215	1	0.996	3.39554624727957e-104	7	"RpS25"	FALSE
"728"	2.61435131973906e-108	0.84123421579512	1	0.984	4.57328476361953e-104	7	"RpS8"	FALSE
"729"	2.2413616109147e-107	0.854384748608489	1	0.982	3.92081386597309e-103	7	"RpS29"	FALSE
"730"	1.24612281782601e-106	0.89502333817909	1	0.962	2.17984264522305e-102	7	"RpS5a"	FALSE
"731"	3.9380946782595e-106	0.947420241616003	1	0.933	6.88890902067935e-102	7	"RpS3"	FALSE
"732"	1.36806006831943e-105	0.879594758695188	1	0.971	2.39314747751117e-101	7	"RpL13"	FALSE
"733"	3.21234619803034e-105	0.792885118677908	1	0.979	5.61935720421447e-101	7	"RpL24"	FALSE
"734"	3.08065888221684e-104	0.814777478369252	1	0.976	5.38899658266192e-100	7	"RpL36A"	FALSE
"735"	8.00340461048851e-104	0.810891681526789	1	0.981	1.40003556851276e-99	7	"RpL12"	FALSE
"736"	9.21757973884207e-104	0.916451570750842	1	0.952	1.61243122371564e-99	7	"RpS23"	FALSE
"737"	1.09674291913751e-103	0.788934073635413	1	0.981	1.91853238844725e-99	7	"RpL7"	FALSE
"738"	1.05034410004236e-102	0.767677317776932	1	0.985	1.83736693420409e-98	7	"RpL18"	FALSE
"739"	1.10576496336229e-102	0.839289426251258	1	0.983	1.93431465040965e-98	7	"RpL38"	FALSE
"740"	2.37499563572593e-102	0.816610245984361	1	0.971	4.15457986557536e-98	7	"RpL7A"	FALSE
"741"	2.58251626965138e-102	0.905430972283035	1	0.953	4.51759571050117e-98	7	"RpS16"	FALSE
"742"	5.99003344667106e-102	0.8399492567629	1	0.974	1.04783655082617e-97	7	"RpL37A"	FALSE
"743"	7.95222550076357e-102	0.783260525391137	1	0.98	1.39108280684857e-97	7	"RpL6"	FALSE
"744"	8.70969376064843e-102	0.872007801233844	1	0.952	1.52358672955023e-97	7	"RpL35A"	FALSE
"745"	1.15638369237566e-101	0.803421073894959	1	0.984	2.02286199307274e-97	7	"RpS27A"	FALSE
"746"	1.71173911480534e-101	0.84880973951896	1	0.966	2.99434523352898e-97	7	"RpL27"	FALSE
"747"	2.90704023030993e-101	0.848055000818679	1	0.959	5.08528547488116e-97	7	"RpL11"	FALSE
"748"	9.40767549503218e-101	0.731776945801171	1	0.993	1.64568467434598e-96	7	"RpL37a"	FALSE
"749"	1.62310089438646e-100	0.711217337612025	1	0.988	2.83929039455024e-96	7	"RpL26"	FALSE
"750"	2.12464552705711e-100	0.935300379937487	0.996	0.941	3.716642420481e-96	7	"RpL30"	FALSE
