"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"RpL23A12"	1.44911240380331e-118	0.422372383718451	0.937	0.306	2.11425499714903e-114	"50"	"RpL23A"
"Syx16"	2.55736533156464e-118	0.333335906204035	0.302	0.05	3.73119601875281e-114	"50"	"Syx16"
"elB8"	2.71542580178844e-118	0.473631061700982	0.548	0.139	3.96180624480934e-114	"50"	"elB"
"DIP14"	3.91312736563221e-118	0.386230237885999	0.489	0.116	5.70925282645739e-114	"50"	"DIP1"
"pre-mod(mdg4)-T"	4.74168373989045e-118	0.416400372429356	0.307	0.052	6.91811657650016e-114	"50"	"pre-mod(mdg4)-T"
"Tsp39D"	4.9213912450942e-118	0.366680889572989	0.29	0.047	7.18030982659244e-114	"50"	"Tsp39D"
"CG327001"	5.73321463662806e-118	0.548351903869513	0.33	0.059	8.36476015484033e-114	"50"	"CG32700"
"Syn12"	6.01162485182864e-118	0.444599628946883	0.344	0.064	8.77096065881798e-114	"50"	"Syn1"
"beat-VI1"	1.9022673125039e-117	0.518222611681865	0.412	0.087	2.77540800894319e-113	"50"	"beat-VI"
"CG328093"	2.49721975036461e-117	0.428324171998619	0.445	0.099	3.64344361578196e-113	"50"	"CG32809"
"Kank6"	3.06868654471679e-117	0.382988212739922	0.504	0.121	4.47721366874179e-113	"50"	"Kank"
"CG1113811"	3.76709224835788e-117	0.388743821757549	0.836	0.268	5.49618759035414e-113	"50"	"CG11138"
"bun7"	8.49331068550728e-117	0.398978122830695	0.913	0.315	1.23917402901551e-112	"50"	"bun"
"Ank26"	9.81756698456955e-117	0.321240752107056	0.789	0.247	1.4323830230487e-112	"50"	"Ank2"
"Sytalpha"	1.53210982475048e-116	0.472922187805323	0.311	0.054	2.23534823431094e-112	"50"	"Sytalpha"
"Vha100-12"	1.86482554594665e-116	0.267246200412182	0.623	0.17	2.72078047153617e-112	"50"	"Vha100-1"
"trv7"	2.75929408543022e-116	0.645973514794593	0.822	0.279	4.0258100706427e-112	"50"	"trv"
"Aps5"	3.74293627528264e-116	0.38637069243001	0.569	0.151	5.46094402563737e-112	"50"	"Aps"
"CG3732"	4.43131241925255e-116	0.321669743773084	0.304	0.052	6.46528481968947e-112	"50"	"CG3732"
"rdgA2"	4.5249504041837e-116	0.744828202201618	0.459	0.106	6.60190263970402e-112	"50"	"rdgA"
"CG36624"	4.88626432421681e-116	0.552012751208635	0.948	0.36	7.12905964903233e-112	"50"	"CG3662"
"Hrb87F2"	7.90103298349517e-116	0.379001149527095	0.389	0.079	1.15276071229195e-111	"50"	"Hrb87F"
"Hsp60A3"	2.37255913128183e-115	0.35783907555665	0.747	0.22	3.4615637725402e-111	"50"	"Hsp60A"
"CG110501"	2.57758018696516e-115	0.313826581975513	0.419	0.09	3.76068949278217e-111	"50"	"CG11050"
"Clc"	8.78379988780886e-115	0.305858702065278	0.607	0.169	1.28155640363131e-110	"50"	"Clc"
"CG328151"	9.56262216904671e-115	0.40328135861704	0.319	0.057	1.39518657446391e-110	"50"	"CG32815"
"ND-392"	1.3576023524563e-114	0.268936954464028	0.679	0.192	1.98074183223373e-110	"50"	"ND-39"
"CG3276711"	1.66243553966232e-114	0.398826890766802	0.705	0.213	2.42549345236733e-110	"50"	"CG32767"
"CdsA1"	1.67786831230693e-114	0.318222283030519	0.628	0.179	2.44800986765581e-110	"50"	"CdsA"
"CG12576"	2.12852401181451e-114	0.387853821890686	0.342	0.065	3.10551653323738e-110	"50"	"CG12576"
"CG64951"	2.32843526485084e-114	0.39123838481566	0.335	0.062	3.39718705141737e-110	"50"	"CG6495"
"CG10384"	2.41400944138122e-114	0.444086606056168	0.293	0.049	3.5220397749752e-110	"50"	"CG10384"
"CG97753"	2.46450050942427e-114	0.410956405276733	0.482	0.115	3.59570624325001e-110	"50"	"CG9775"
"CG14853"	6.90429103495597e-114	0.396455148345593	0.363	0.071	1.00733606200008e-109	"50"	"CG14853"
"Hrb27C7"	1.22363285283401e-113	0.38986464613071	0.885	0.3	1.78528033228482e-109	"50"	"Hrb27C"
"Crk8"	1.27929789920953e-113	0.366105323336506	0.766	0.243	1.8664956349467e-109	"50"	"Crk"
"Gs1l3"	1.53502701846213e-113	0.278584641363442	0.489	0.116	2.23960441993625e-109	"50"	"Gs1l"
"Tsp97E5"	1.99190398335451e-113	0.284526434145873	0.719	0.214	2.90618791171423e-109	"50"	"Tsp97E"
"sra2"	6.16853856815537e-113	0.354817047367656	0.438	0.098	8.99989777093868e-109	"50"	"sra"
"CG401783"	8.47689929447187e-113	0.3239516826627	0.792	0.256	1.23677960706345e-108	"50"	"CG40178"
"mri"	9.86069471888208e-113	0.329883231299308	0.269	0.042	1.4386753594849e-108	"50"	"mri"
"caz1"	3.06062155366631e-112	0.353643893829668	0.283	0.047	4.46544684679914e-108	"50"	"caz"
"CG121631"	7.20449033767247e-112	0.277661693655988	0.473	0.113	1.05113514026641e-107	"50"	"CG12163"
"Nlg26"	1.75821708296904e-111	0.406656189631573	0.567	0.152	2.56523872405183e-107	"50"	"Nlg2"
"kirre8"	2.14830410607799e-111	0.465366986402999	0.611	0.172	3.13437569076779e-107	"50"	"kirre"
"CG3529"	2.6245895728377e-111	0.334600294650866	0.307	0.054	3.82927618677021e-107	"50"	"CG3529"
"kra3"	2.8350756148584e-111	0.281007981887944	0.796	0.262	4.1363753220784e-107	"50"	"kra"
"kek110"	2.87766084355263e-111	0.507964612933794	0.731	0.227	4.19850717074329e-107	"50"	"kek1"
"CG6184"	3.18561616166248e-111	0.376359711637637	0.319	0.058	4.64781397986556e-107	"50"	"CG6184"
"Galphao6"	3.7806603961493e-111	0.407301916715912	0.749	0.241	5.51598351798183e-107	"50"	"Galphao"
"akirin2"	4.25624036903458e-111	0.342123871782184	0.405	0.087	6.20985469842146e-107	"50"	"akirin"
"dpr211"	8.36194341551745e-111	0.28020092991958	0.719	0.223	1.220007544324e-106	"50"	"dpr21"
"Ars2"	1.00191721341154e-110	0.39695111826654	0.34	0.065	1.46179721436743e-106	"50"	"Ars2"
"CG44675"	1.1936489462066e-110	0.441429386422695	0.527	0.136	1.74153381251543e-106	"50"	"CG4467"
"CG39672"	1.40451029814163e-110	0.330613873835573	0.457	0.107	2.04918052498863e-106	"50"	"CG3967"
"CG4577"	1.50959404179519e-110	0.611374733449124	0.445	0.101	2.20249770697919e-106	"50"	"CG4577"
"ND-753"	2.71943330039452e-110	0.308885441549008	0.56	0.146	3.9676531852756e-106	"50"	"ND-75"
"tsh"	4.33033768757051e-110	0.394988475256561	0.347	0.067	6.31796268616537e-106	"50"	"tsh"
"c12.1"	4.93255305742052e-110	0.346535569155451	0.262	0.042	7.19659491077654e-106	"50"	"c12.1"
"CG125311"	5.20040763191253e-110	0.404651517850238	0.358	0.071	7.58739473496038e-106	"50"	"CG12531"
"CG81083"	5.8770881698335e-110	0.395170641640772	0.431	0.098	8.57467163978707e-106	"50"	"CG8108"
"beat-IV1"	6.24858923095063e-110	0.435094620145438	0.286	0.048	9.11669168795697e-106	"50"	"beat-IV"
"mmd6"	1.14344511896891e-109	0.414228191064914	0.63	0.183	1.66828642857564e-105	"50"	"mmd"
"CG75822"	1.1872973059472e-109	0.389972923216621	0.527	0.136	1.73226676937697e-105	"50"	"CG7582"
"Ndfip1"	1.51366943191284e-109	0.33093817195734	0.375	0.078	2.20844370116083e-105	"50"	"Ndfip"
"Tace"	1.64971486717287e-109	0.33714859793033	0.309	0.056	2.40693399120521e-105	"50"	"Tace"
"HPS1"	2.23454686239995e-109	0.30895689092597	0.265	0.042	3.26020387224153e-105	"50"	"HPS1"
"RFeSP18"	2.61172660753642e-109	0.363470313362889	0.932	0.299	3.81050912039564e-105	"50"	"RFeSP"
"Pdcd48"	5.34075385532908e-109	0.357786352050749	0.883	0.305	7.79215987492513e-105	"50"	"Pdcd4"
"Ost48"	5.40516905227312e-109	0.291590898161335	0.358	0.072	7.88614164726649e-105	"50"	"Ost48"
"CG120712"	5.87398890968438e-109	0.449767622650364	0.424	0.097	8.57014981922951e-105	"50"	"CG12071"
"Tspo"	6.24591088610683e-109	0.292955538569345	0.337	0.064	9.11278398282986e-105	"50"	"Tspo"
"l(1)G02552"	6.34786876672309e-109	0.312509942813309	0.475	0.115	9.26154053064899e-105	"50"	"l(1)G0255"
"Nipped-B10"	7.29239977638665e-109	0.368695302693584	0.815	0.271	1.06396112737481e-104	"50"	"Nipped-B"
"Galphaq2"	7.88802478920453e-109	0.334741705950784	0.494	0.123	1.15086281674494e-104	"50"	"Galphaq"
"Ptpmeg23"	1.42455891116091e-108	0.391395757026916	0.515	0.133	2.07843145138377e-104	"50"	"Ptpmeg2"
"Appl8"	1.7740932412616e-108	0.407116432234108	0.855	0.295	2.58840203900068e-104	"50"	"Appl"
"CASK10"	1.83714577998587e-108	0.305713146508175	0.782	0.248	2.68039569299939e-104	"50"	"CASK"
"RSG78"	1.93195756275048e-108	0.36349846299644	0.621	0.179	2.81872608405294e-104	"50"	"RSG7"
"CG20172"	2.25854207835479e-108	0.386474527896831	0.391	0.084	3.29521289231964e-104	"50"	"CG2017"
"CG4238910"	2.49216000532924e-108	0.38402400111587	0.642	0.189	3.63606144777536e-104	"50"	"CG42389"
"CG43411"	2.70553095918817e-108	0.449486232640299	0.344	0.067	3.94736966945554e-104	"50"	"CG4341"
"RpL1314"	5.22604259414176e-108	0.271004120699215	0.895	0.289	7.62479614485282e-104	"50"	"RpL13"
"Hsp67Ba1"	5.51647816785124e-108	0.265899124682491	0.328	0.062	8.04854164689495e-104	"50"	"Hsp67Ba"
"His3.3B1"	6.3825262976627e-108	0.340044112429453	0.518	0.134	9.31210586828988e-104	"50"	"His3.3B"
"Adk22"	6.4766854816005e-108	0.353892767930425	0.496	0.126	9.44948411765513e-104	"50"	"Adk2"
"Caper10"	6.73522762037151e-108	0.391701834446937	0.637	0.186	9.82669709812204e-104	"50"	"Caper"
"CkIIbeta7"	7.07192658378907e-108	0.37586003531407	0.621	0.18	1.03179408857483e-103	"50"	"CkIIbeta"
"Sec13"	7.13176075920869e-108	0.293871246436078	0.297	0.053	1.04052389476855e-103	"50"	"Sec13"
"CG57341"	8.97018442003125e-108	0.354999630654882	0.307	0.056	1.30874990688256e-103	"50"	"CG5734"
"CG76461"	1.37824253652397e-107	0.499416870047005	0.974	0.387	2.01085586078847e-103	"50"	"CG7646"
"HnRNP-K2"	1.49436936346597e-107	0.366615861474266	0.445	0.105	2.18028490129685e-103	"50"	"HnRNP-K"
"Cyt-c12"	1.53235691312631e-107	0.256074994725693	0.733	0.225	2.23570873625129e-103	"50"	"Cyt-c1"
"dpr77"	1.72395760681447e-107	0.371611579964889	0.834	0.288	2.51525414834231e-103	"50"	"dpr7"
"dpr197"	3.65868588833167e-107	0.317911622011486	0.644	0.189	5.3380227110759e-103	"50"	"dpr19"
"CG115231"	5.75800513081624e-107	0.299889691070426	0.351	0.071	8.40092948586089e-103	"50"	"CG11523"
"jef4"	1.44855151318645e-106	0.266412420053213	0.578	0.159	2.11343665773903e-102	"50"	"jef"
"Pka-R22"	1.44903879803292e-106	0.31521984572973	0.426	0.097	2.11414760633003e-102	"50"	"Pka-R2"
"CG5282"	1.73782088028347e-106	0.331614395268854	0.466	0.115	2.53548066433359e-102	"50"	"CG5282"
"Dhit10"	2.38487202407113e-106	0.411860003036412	0.726	0.232	3.47952828311978e-102	"50"	"Dhit"
"gw5"	3.21640791672199e-106	0.299600285769648	0.7	0.217	4.69273915049738e-102	"50"	"gw"
"CG6707"	3.42053028082486e-106	0.251064161979908	0.473	0.116	4.99055367972347e-102	"50"	"CG6707"
"CG31064"	4.31084403583096e-106	0.301749439934013	0.316	0.059	6.28952144827737e-102	"50"	"CG31064"
"glo3"	7.94612784757819e-106	0.33862989532388	0.496	0.127	1.15934005296166e-101	"50"	"glo"
"svr3"	1.39434866111308e-105	0.394600590313458	0.532	0.144	2.03435469656399e-101	"50"	"svr"
"CG19271"	2.30278313620562e-105	0.260514033190003	0.499	0.128	3.359760595724e-101	"50"	"CG1927"
"exd2"	2.49501153137455e-105	0.373334554433604	0.461	0.114	3.64022182427546e-101	"50"	"exd"
"Mob4"	6.34795634486332e-105	0.310926182279782	0.464	0.115	9.26166830715558e-101	"50"	"Mob4"
"px5"	9.82591198634018e-105	0.385101798124637	0.494	0.126	1.43360055880703e-100	"50"	"px"
"rin8"	2.98913377461672e-104	0.298781843343101	0.681	0.208	4.3611461771658e-100	"50"	"rin"
"Ssdp8"	3.68428051358293e-104	0.361947164507863	0.609	0.177	5.3753652693175e-100	"50"	"Ssdp"
"CG343542"	1.0383029943271e-103	0.443127571192218	0.447	0.108	1.51488406872324e-99	"50"	"CG34354"
"Inos"	1.15843046111378e-103	0.268805826454634	0.321	0.062	1.69015004276501e-99	"50"	"Inos"
"RpLP119"	1.49707515802093e-103	0.363188038346109	0.939	0.325	2.18423265555253e-99	"50"	"RpLP1"
"St31"	2.24270110557128e-103	0.333286673523284	0.588	0.169	3.2721009130285e-99	"50"	"St3"
"RpL2419"	2.98232265664934e-103	0.387712250806301	0.934	0.313	4.35120875605139e-99	"50"	"RpL24"
"Cngl12"	4.05221913010231e-103	0.516896325915122	0.946	0.357	5.91218771081928e-99	"50"	"Cngl"
"dpr182"	4.16969572400392e-103	0.423069666291539	0.45	0.109	6.08358606132172e-99	"50"	"dpr18"
"skd10"	5.04505178108288e-103	0.3003638008425	0.752	0.242	7.36073054859992e-99	"50"	"skd"
"RpL617"	5.25275977410537e-103	0.363302491587608	0.944	0.328	7.66377651041974e-99	"50"	"RpL6"
"CG120041"	1.41469342197363e-102	0.28731387124478	0.424	0.099	2.06403770265953e-98	"50"	"CG12004"
"TM4SF7"	1.5604333507483e-102	0.365245075388329	0.927	0.337	2.27667225874177e-98	"50"	"TM4SF"
"CG7903"	2.18831962370908e-102	0.346487033201811	0.3	0.055	3.19275833099155e-98	"50"	"CG7903"
"CG437362"	2.43892017562198e-102	0.338414530594664	0.457	0.112	3.55838453623247e-98	"50"	"CG43736"
"Syngr2"	3.59844198582534e-102	0.263080483803648	0.4	0.091	5.25012685731916e-98	"50"	"Syngr"
"Rim12"	3.81577931369035e-102	0.415265835047347	0.829	0.285	5.56722201867422e-98	"50"	"Rim"
"Tob10"	4.58651014096064e-102	0.325807223019693	0.801	0.269	6.69171829566157e-98	"50"	"Tob"
"Hsromega10"	5.62030789306113e-102	0.709071248061681	0.991	0.532	8.20002921597619e-98	"50"	"Hsromega"
"SCAR"	6.35499669025901e-102	0.304914777144536	0.281	0.049	9.2719401710879e-98	"50"	"SCAR"
"CycG4"	7.5827057989148e-102	0.253150253053903	0.696	0.217	1.10631677606167e-97	"50"	"CycG"
"CG139542"	8.95171617461391e-102	0.402740966428836	0.405	0.091	1.30605538987617e-97	"50"	"CG13954"
"rdgB3"	4.22841229355067e-101	0.334530733153048	0.457	0.113	6.16925353629042e-97	"50"	"rdgB"
"Sh12"	4.23531822343584e-101	0.533234374865296	0.986	0.386	6.17932928799289e-97	"50"	"Sh"
"ATPsynB18"	2.88505282653187e-100	0.338391068787743	0.953	0.325	4.20929207391e-96	"50"	"ATPsynB"
"TMS1"	2.95618712664025e-100	0.278278430631265	0.801	0.277	4.31307701776813e-96	"50"	"TMS1"
"dpr123"	3.40079941542733e-100	0.354153038497647	0.494	0.128	4.96176634710847e-96	"50"	"dpr12"
"Aac1110"	4.42311898415249e-100	0.412622991104713	0.712	0.232	6.45333059787848e-96	"50"	"Aac11"
"eIF4A11"	5.37771713163934e-100	0.537467496089781	0.948	0.374	7.84608929506179e-96	"50"	"eIF4A"
"CG156511"	5.87105087806789e-100	0.315720796882223	0.396	0.091	8.56586323110105e-96	"50"	"CG15651"
"osa2"	9.44900207817304e-100	0.405492155035271	0.4	0.092	1.37860940320545e-95	"50"	"osa"
"nonA2"	1.87348392058162e-99	0.366255269016855	0.452	0.113	2.73341304012859e-95	"50"	"nonA"
"chn3"	2.081473047918e-99	0.343347274343147	0.522	0.142	3.03686917691237e-95	"50"	"chn"
"CG135851"	2.52838486244328e-99	0.263334274267686	0.555	0.158	3.68891351430474e-95	"50"	"CG13585"
"Kcmf1"	2.8054509009813e-99	0.370341099099813	0.309	0.06	4.09315286453172e-95	"50"	"Kcmf1"
"CG58906"	2.93999940139657e-99	0.355224881995275	0.475	0.122	4.2894591266376e-95	"50"	"CG5890"
"Sgt1"	3.34472047467612e-99	0.292273073417822	0.335	0.069	4.87994717255246e-95	"50"	"Sgt"
"CG427242"	4.03411485604315e-99	0.425623291650083	0.386	0.088	5.88577357496696e-95	"50"	"CG42724"
"Ac31"	4.14827178210989e-99	0.365384974095613	0.415	0.098	6.05232853009833e-95	"50"	"Ac3"
"kri"	5.49726195044627e-99	0.350918598451697	0.293	0.055	8.0205051857011e-95	"50"	"kri"
"CG5823"	7.69673570065897e-99	0.328392001485735	0.274	0.049	1.12295373872614e-94	"50"	"CG5823"
"Pur-alpha5"	8.9959928382375e-99	0.324348785129778	0.871	0.299	1.31251535509885e-94	"50"	"Pur-alpha"
"tral2"	1.10876537325082e-98	0.331673172374198	0.445	0.111	1.61768867957294e-94	"50"	"tral"
"cora"	1.29589061442068e-98	0.290648683865217	0.274	0.049	1.89070440643977e-94	"50"	"cora"
"CG3703"	1.81531007491091e-98	0.347862471515966	0.391	0.09	2.64853739929502e-94	"50"	"CG3703"
"CG30172"	2.27271305643223e-98	0.399753489593298	0.925	0.375	3.31588834933463e-94	"50"	"CG30172"
"larp1"	4.03551981975426e-98	0.304165869500672	0.337	0.07	5.88782341702147e-94	"50"	"larp"
"mtd8"	5.24182887171645e-98	0.352771130461807	0.707	0.232	7.6478283238343e-94	"50"	"mtd"
"bip211"	6.0173706315491e-98	0.265959650376852	0.738	0.239	8.77934375143013e-94	"50"	"bip2"
"rg12"	6.52002002566486e-98	0.354770929943663	0.836	0.29	9.51270921744503e-94	"50"	"rg"
"Eip75B11"	7.87899507463134e-98	0.337384404171675	0.803	0.274	1.14954538138871e-93	"50"	"Eip75B"
"CG32683"	1.10420940799603e-97	0.439382753728601	0.283	0.051	1.6110415262662e-93	"50"	"CG32683"
"Non2"	2.30224728927977e-97	0.265354056916995	0.426	0.104	3.35897879505919e-93	"50"	"Non2"
"prominin-like"	2.64378288983889e-97	0.296560721556922	0.253	0.042	3.85727923627494e-93	"50"	"prominin-like"
"CG31989"	2.81489659644887e-97	0.444576557818099	0.527	0.147	4.10693413421889e-93	"50"	"CG3198"
"CG325442"	2.91442588212006e-97	0.338712841812026	0.485	0.126	4.25214736201316e-93	"50"	"CG32544"
"mRpL122"	3.21330402680751e-97	0.300859651039412	0.398	0.093	4.68821057511216e-93	"50"	"mRpL12"
"rump"	5.88825086877471e-97	0.310159753907723	0.323	0.066	8.5909580175423e-93	"50"	"rump"
"Tsp96F2"	6.3281122807342e-97	0.371766190486435	0.375	0.085	9.2327158175912e-93	"50"	"Tsp96F"
"Trim9"	7.36587628002919e-97	0.355859565312954	0.283	0.052	1.07468134925626e-92	"50"	"Trim9"
"kuz8"	9.67686759416819e-97	0.353375738085287	0.522	0.144	1.41185498198914e-92	"50"	"kuz"
"CG110009"	1.58605964073113e-96	0.34227456789379	0.667	0.212	2.31406101582672e-92	"50"	"CG11000"
"CG116581"	2.03624181105663e-96	0.327298892626137	0.302	0.059	2.97087680233162e-92	"50"	"CG11658"
"382313"	2.33969189520817e-96	0.344604704170784	0.464	0.121	3.41361047510872e-92	"50"	"38231"
"Dpy-30L11"	2.7920172025379e-96	0.311185868215284	0.281	0.052	4.07355309850279e-92	"50"	"Dpy-30L1"
"CG88183"	3.27108935088709e-96	0.314504954320618	0.461	0.119	4.77251936294426e-92	"50"	"CG8818"
"Mpcp210"	4.05495088501695e-96	0.250008577951505	0.862	0.295	5.91617334123973e-92	"50"	"Mpcp2"
"Rab33"	4.50727653324496e-96	0.35810587926821	0.482	0.13	6.57611646200439e-92	"50"	"Rab3"
"sno9"	4.53628468917989e-96	0.366967649269942	0.595	0.179	6.61843936151346e-92	"50"	"sno"
"tna10"	6.69735398029042e-96	0.406577850836973	0.759	0.264	9.77143945724372e-92	"50"	"tna"
"Alas3"	7.2090583059197e-96	0.320495592583133	0.431	0.107	1.05180160683368e-91	"50"	"Alas"
"cg6"	7.55337125949302e-96	0.367033424627211	0.557	0.162	1.10203686676003e-91	"50"	"cg"
"Alk10"	7.87082214038231e-96	0.258747711160797	0.78	0.263	1.14835295028178e-91	"50"	"Alk"
"Syt141"	8.42598536108778e-96	0.279364248984512	0.251	0.042	1.22935126418271e-91	"50"	"Syt14"
"sgg9"	1.01577089052418e-95	0.282657817684585	0.674	0.213	1.48200972927477e-91	"50"	"sgg"
"Tm17"	1.16836037618145e-95	0.255292530767079	0.696	0.227	1.70463778884873e-91	"50"	"Tm1"
"alpha-Catr"	1.94291533683139e-95	0.345809950150533	0.342	0.073	2.834713476437e-91	"50"	"alpha-Catr"
"qkr58E-1"	2.38075974069237e-95	0.416753195902238	0.258	0.045	3.47352846167016e-91	"50"	"qkr58E-1"
"CG4887"	2.65170487530314e-95	0.357003677736585	0.328	0.068	3.86883741306728e-91	"50"	"CG4887"
"dtn3"	3.15042262947603e-95	0.350168285066452	0.37	0.083	4.59646661640553e-91	"50"	"dtn"
"CG144082"	4.31023259890824e-95	0.363441446131008	0.393	0.093	6.28862936180712e-91	"50"	"CG14408"
"CSN71"	5.87405127868177e-95	0.286657580874895	0.382	0.088	8.57024081559671e-91	"50"	"CSN7"
"CR3145111"	1.15257540770966e-94	0.664494831249197	0.998	0.447	1.6816075198484e-90	"50"	"CR31451"
"CG303891"	1.39200384251912e-94	0.376819093379513	0.293	0.056	2.03093360623539e-90	"50"	"CG30389"
"CadN10"	1.7359245518788e-94	0.425643011013965	0.571	0.172	2.53271392119117e-90	"50"	"CadN"
"Drep210"	1.74163330696691e-94	0.348771570828866	0.574	0.17	2.54104299486472e-90	"50"	"Drep2"
"CG176983"	1.75084731164214e-94	0.275758918538679	0.578	0.171	2.55448622768589e-90	"50"	"CG17698"
"roX29"	2.16306815406566e-94	0.514652993050446	0.897	0.35	3.1559164367818e-90	"50"	"roX2"
"Pp1-87B2"	2.23522695042051e-94	0.262549632909912	0.468	0.124	3.26119612066353e-90	"50"	"Pp1-87B"
"CG42337"	2.33280571853234e-94	0.403866337980232	0.372	0.085	3.40356354333868e-90	"50"	"CG42337"
"Dyb2"	3.92649012277826e-94	0.371365927744317	0.379	0.088	5.72874908913348e-90	"50"	"Dyb"
"RpL813"	5.80201363998404e-94	0.283822944484733	0.911	0.319	8.46513790073671e-90	"50"	"RpL8"
"pnut1"	6.5175998604976e-94	0.323141983917021	0.297	0.058	9.509178196466e-90	"50"	"pnut"
"CG10132"	7.93017581656353e-94	0.30615034704037	0.253	0.044	1.15701265163662e-89	"50"	"CG10132"
"Hs3st-A6"	1.28408210844433e-93	0.402164603489602	0.571	0.169	1.87347579622027e-89	"50"	"Hs3st-A"
"CG7166"	1.43636908502152e-93	0.354099948051761	0.33	0.07	2.0956624950464e-89	"50"	"CG7166"
"CG77851"	1.98632383200464e-93	0.30018444599624	0.33	0.07	2.89804647089477e-89	"50"	"CG7785"
"sdt12"	2.58889919129788e-93	0.340013296284065	0.7	0.229	3.7772039201036e-89	"50"	"sdt"
"tutl8"	3.28785203062385e-93	0.301904317044508	0.742	0.248	4.7969761126802e-89	"50"	"tutl"
"smog4"	3.39056318062946e-93	0.384069286373495	0.45	0.116	4.94683168053838e-89	"50"	"smog"
"Sdc8"	6.85366520913324e-93	0.377703062926713	0.803	0.286	9.99949754012539e-89	"50"	"Sdc"
"jp"	7.84680160413929e-93	0.289525248359221	0.302	0.06	1.14484835404392e-88	"50"	"jp"
"CG4526310"	8.02775657515814e-93	0.384454458850508	0.735	0.249	1.17124968431557e-88	"50"	"CG45263"
"Pka-R11"	8.71981000075419e-93	0.333408917142572	0.508	0.145	1.27222027911004e-88	"50"	"Pka-R1"
"CG73322"	1.15032276660264e-92	0.346438006272096	0.372	0.086	1.67832091647325e-88	"50"	"CG7332"
"Myc"	1.58039481726516e-92	0.371988305081729	0.309	0.063	2.30579603838987e-88	"50"	"Myc"
"Pop2"	2.61324370125407e-92	0.262242181567458	0.34	0.074	3.81272256012969e-88	"50"	"Pop2"
"Rbp15"	2.77487481859187e-92	0.361398692887031	0.515	0.145	4.04854236032553e-88	"50"	"Rbp"
"CG450507"	3.11948745439965e-92	0.258693518514932	0.756	0.26	4.55133219596909e-88	"50"	"CG45050"
"CG85003"	3.39335753558321e-92	0.327359117964653	0.541	0.156	4.95090864441591e-88	"50"	"CG8500"
"CG91703"	3.51846768498185e-92	0.28343165288018	0.461	0.121	5.13344435238852e-88	"50"	"CG9170"
"HmgZ5"	3.65599519541408e-92	0.269173502969511	0.848	0.309	5.33409699010915e-88	"50"	"HmgZ"
"CG120544"	4.57655779381895e-92	0.290769155836247	0.506	0.141	6.67719782118184e-88	"50"	"CG12054"
"unc-1311"	5.74386533522509e-92	0.393875014238759	0.951	0.374	8.3802995240934e-88	"50"	"unc-13"
"Rbp93"	7.12030603308047e-92	0.25812502178529	0.59	0.18	1.03885265022644e-87	"50"	"Rbp9"
"DIP-gamma1"	1.13742532787857e-91	0.389292435318052	0.354	0.079	1.65950355337484e-87	"50"	"DIP-gamma"
"qkr58E-39"	1.35943614725836e-91	0.329318212681778	0.541	0.159	1.98341733884995e-87	"50"	"qkr58E-3"
"C3G"	2.13314038355417e-91	0.27547202656087	0.258	0.046	3.11225181960553e-87	"50"	"C3G"
"gish10"	3.40413437777077e-91	0.311987411509931	0.763	0.264	4.96663205716756e-87	"50"	"gish"
"CG64221"	6.52789972401163e-91	0.313091342470039	0.272	0.051	9.52420569733297e-87	"50"	"CG6422"
"MrgBP"	7.72633347972821e-91	0.330397726007229	0.251	0.044	1.12727205469235e-86	"50"	"MrgBP"
"Rpn13"	1.1924494293758e-90	0.287428588943166	0.267	0.05	1.7397837174593e-86	"50"	"Rpn13"
"CG9636"	1.4256705148067e-90	0.327898168489236	0.3	0.061	2.08005328110297e-86	"50"	"CG9636"
"Fas3"	1.5153207950504e-90	0.47253967804402	0.297	0.059	2.21085303997853e-86	"50"	"Fas3"
"ckn"	1.97601572679231e-90	0.314046272106125	0.393	0.095	2.88300694538998e-86	"50"	"ckn"
"sta18"	4.41492056769375e-90	0.362429380809832	0.944	0.338	6.44136910826518e-86	"50"	"sta"
"Sur-81"	8.68504985196563e-90	0.263716894543006	0.396	0.096	1.26714877340179e-85	"50"	"Sur-8"
"beat-IIIc5"	1.52126337516896e-89	0.420742894294351	0.429	0.109	2.21952326437151e-85	"50"	"beat-IIIc"
"csw4"	1.70111603209747e-89	0.313236669385783	0.504	0.144	2.48192829083021e-85	"50"	"csw"
"crol6"	3.06389452528256e-89	0.277160056287702	0.564	0.169	4.47022211238725e-85	"50"	"crol"
"GABA-B-R2"	3.22218708466309e-89	0.326138045338568	0.274	0.052	4.70117095652345e-85	"50"	"GABA-B-R2"
"GluRIB10"	3.44889050857324e-89	0.408452251907759	0.553	0.165	5.03193125200835e-85	"50"	"GluRIB"
"nmo12"	7.97203948280913e-89	0.281279628947428	0.834	0.294	1.16312056054185e-84	"50"	"nmo"
"Bx6"	1.1458531191767e-88	0.587273942043315	0.379	0.092	1.67179970087881e-84	"50"	"Bx"
"fs(1)h11"	1.77266609690861e-88	0.252160773420863	0.703	0.236	2.58631983538966e-84	"50"	"fs(1)h"
"CG118021"	2.85540125515693e-88	0.306736174021087	0.288	0.058	4.16603043127396e-84	"50"	"CG11802"
"CG111221"	3.18102235242622e-88	0.365933455873942	0.361	0.084	4.64111161218986e-84	"50"	"CG11122"
"sty7"	8.60767242840379e-88	0.336423511206254	0.513	0.149	1.25585940730411e-83	"50"	"sty"
